"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"5048","2021/05/29 15:48:49","2021/05/29 15:54:56","00:07:05","TWN_002","5044","General Multiple","none(none)","FINISHED","none"
"5032","2021/05/29 07:12:01","2021/05/29 07:18:05","00:07:25","TWN_002","5028","General Multiple","none(none)","FINISHED","none"
"4826","2021/05/27 06:54:17","2021/05/27 07:00:23","00:07:40","TWN_002","4822","General Single","none(none)","FINISHED","none"
"4888","2021/05/27 09:23:41","2021/05/27 09:29:47","00:07:43","TWN_002","4884","General Single","none(none)","FINISHED","none"
"4909","2021/05/27 13:27:39","2021/05/27 13:33:44","00:08:02","TWN_002","4905","General Single","none(none)","FINISHED","none"
"4731","2021/05/27 04:08:21","2021/05/27 04:16:27","00:08:24","TWN_002","4727","General Single","none(none)","FINISHED","none"
"4995","2021/05/28 10:19:35","2021/05/28 10:27:43","00:08:27","TWN_002","4991","General Single","none(none)","FINISHED","none"
"5054","2021/05/29 16:12:37","2021/05/29 16:20:47","00:08:37","TWN_002","5050","General Single","none(none)","FINISHED","none"
"4982","2021/05/28 09:23:48","2021/05/28 09:31:56","00:08:53","TWN_002","4978","General Single","none(none)","FINISHED","none"
"4962","2021/05/28 03:30:31","2021/05/28 03:38:39","00:08:55","TWN_002","4958","General Single","none(none)","FINISHED","none"
"5040","2021/05/29 14:27:54","2021/05/29 14:35:59","00:08:57","TWN_002","5036","General Single","none(none)","FINISHED","none"
"4905","2021/05/27 13:19:13","2021/05/27 13:27:21","00:09:02","TWN_002","4901","General Single","none(none)","FINISHED","none"
"5080","2021/05/30 14:44:38","2021/05/30 14:52:42","00:09:03","TWN_002","5076","General Single","none(none)","FINISHED","none"
"4875","2021/05/27 09:00:48","2021/05/27 09:08:55","00:09:03","TWN_002","4871","General Single","none(none)","FINISHED","none"
"4917","2021/05/27 14:07:14","2021/05/27 14:15:20","00:09:04","TWN_002","4913","General Single","none(none)","FINISHED","none"
"5067","2021/05/30 07:43:57","2021/05/30 07:52:03","00:09:26","TWN_002","5063","General Single","none(none)","FINISHED","none"
"4901","2021/05/27 12:48:44","2021/05/27 12:56:50","00:09:28","TWN_002","4897","General Single","none(none)","FINISHED","none"
"4827","2021/05/27 06:58:06","2021/05/27 07:06:11","00:09:28","TWN_002","4823","General Single","none(none)","FINISHED","none"
"4934","2021/05/27 19:43:02","2021/05/27 19:51:07","00:09:34","TWN_002","4930","General Single","none(none)","FINISHED","none"
"4975","2021/05/28 06:19:47","2021/05/28 06:27:52","00:09:37","TWN_002","4971","General Single","none(none)","FINISHED","none"
"5000","2021/05/28 11:52:22","2021/05/28 12:00:27","00:09:38","TWN_002","4996","General Single","none(none)","FINISHED","none"
"4777","2021/05/27 05:19:46","2021/05/27 05:27:50","00:10:02","TWN_002","4773","General Single","none(none)","FINISHED","none"
"4868","2021/05/27 08:39:07","2021/05/27 08:47:12","00:10:03","TWN_002","4864","General Single","none(none)","FINISHED","none"
"4899","2021/05/27 12:38:37","2021/05/27 12:48:45","00:10:08","TWN_002","4895","General Single","none(none)","FINISHED","none"
"4878","2021/05/27 09:02:26","2021/05/27 09:12:32","00:10:11","TWN_002","4874","General Single","none(none)","FINISHED","none"
"5075","2021/05/30 13:43:54","2021/05/30 13:54:02","00:10:14","TWN_002","5071","General Single","none(none)","FINISHED","none"
"5060","2021/05/30 06:44:50","2021/05/30 06:54:56","00:10:16","TWN_002","5056","General Single","none(none)","FINISHED","none"
"4745","2021/05/27 04:35:30","2021/05/27 04:45:42","00:10:18","TWN_002","4741","General Single","none(none)","FINISHED","none"
"5079","2021/05/30 14:38:06","2021/05/30 14:48:12","00:10:20","TWN_002","5075","General Single","none(none)","FINISHED","none"
"5083","2021/05/31 00:45:52","2021/05/31 00:55:58","00:10:28","TWN_002","5079","General Single","none(none)","FINISHED","none"
"4884","2021/05/27 09:10:47","2021/05/27 09:20:51","00:10:38","TWN_002","4880","General Single","none(none)","FINISHED","none"
"4885","2021/05/27 09:14:35","2021/05/27 09:24:40","00:10:48","TWN_002","4881","General Single","none(none)","FINISHED","none"
"4711","2021/05/27 02:27:13","2021/05/27 02:37:18","00:10:55","TWN_002","4707","General Single","none(none)","FINISHED","none"
"5071","2021/05/30 11:12:56","2021/05/30 11:23:01","00:10:59","TWN_002","5067","General Single","none(none)","FINISHED","none"
"5033","2021/05/29 09:19:13","2021/05/29 09:29:21","00:11:00","TWN_002","5029","General Single","none(none)","FINISHED","none"
"4970","2021/05/28 04:03:53","2021/05/28 04:13:59","00:11:02","TWN_002","4966","General Single","none(none)","FINISHED","none"
"5159","2021/06/01 17:35:04","2021/06/01 17:45:10","00:11:24","TWN_002","5155","General Single","none(none)","FINISHED","none"
"4726","2021/05/27 03:17:42","2021/05/27 03:27:50","00:11:27","TWN_002","4722","General Single","none(none)","FINISHED","none"
"5125","2021/06/01 09:25:09","2021/06/01 09:35:15","00:11:28","TWN_002","5121","General Single","none(none)","FINISHED","none"
"5070","2021/05/30 11:01:23","2021/05/30 11:11:29","00:11:34","TWN_002","5066","General Single","none(none)","FINISHED","none"
"4891","2021/05/27 11:17:13","2021/05/27 11:27:18","00:11:36","TWN_002","4887","General Single","none(none)","FINISHED","none"
"4969","2021/05/28 03:46:24","2021/05/28 03:56:31","00:12:01","TWN_002","4965","General Single","none(none)","FINISHED","none"
"4895","2021/05/27 12:15:18","2021/05/27 12:27:28","00:12:11","TWN_002","4891","General Single","none(none)","FINISHED","none"
"5084","2021/05/31 04:58:20","2021/05/31 05:10:32","00:12:12","TWN_002","5080","General Single","none(none)","FINISHED","none"
"5038","2021/05/29 14:22:19","2021/05/29 14:34:26","00:12:21","TWN_002","5034","General Single","none(none)","FINISHED","none"
"4922","2021/05/27 15:13:25","2021/05/27 15:25:32","00:12:25","TWN_002","4918","General Single","none(none)","FINISHED","none"
"5002","2021/05/28 12:41:25","2021/05/28 12:53:56","00:12:31","TWN_002","4998","General Single","none(none)","FINISHED","none"
"5136","2021/06/01 10:28:54","2021/06/01 10:40:59","00:12:35","TWN_002","5132","General Single","none(none)","FINISHED","none"
"5140","2021/06/01 11:24:16","2021/06/01 11:36:22","00:13:28","TWN_002","5136","General Single","none(none)","FINISHED","none"
"5061","2021/05/30 06:46:56","2021/05/30 06:59:05","00:13:29","TWN_002","5057","General Single","none(none)","FINISHED","none"
"5099","2021/05/31 11:23:24","2021/05/31 11:35:34","00:14:00","TWN_002","5095","General Single","none(none)","FINISHED","none"
"4939","2021/05/27 23:41:54","2021/05/27 23:54:04","00:14:06","TWN_002","4935","General Single","none(none)","FINISHED","none"
"4889","2021/05/27 10:44:59","2021/05/27 10:59:44","00:14:56","TWN_002","4885","General Single","none(none)","FINISHED","none"
"5026","2021/05/28 23:56:43","2021/05/29 00:12:52","00:17:15","TWN_002","5022","General Single","none(none)","FINISHED","none"
"4997","2021/05/28 11:22:34","2021/05/28 11:40:43","00:18:50","TWN_002","4993","General Single","none(none)","FINISHED","none"
"5155","2021/06/01 15:50:50","2021/06/01 16:11:36","00:21:10","TWN_002","5151","General Single","none(none)","FINISHED","none"
"4736","2021/05/27 04:25:00","2021/05/27 06:11:24","01:46:31","TWN_002","4732","General Single","none(none)","FINISHED","none"
