"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"F","5747","F","F","PP_LIST1.csv","ftball.jpg","nut.jpg","86.6666666667","86.6666666667","672","672","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","0","0","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","644","NA","NA","644","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","73901","69898","46727","71558","74406","73900","13349","73814","74406","75052","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","75552","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","13","10080","15","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","tapedispenser.jpg","wrench.jpg","87.5","87.5","669.5625","669.5625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","13","0","0","1","1","0","0","1","1","1","1","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","1","1","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","633","NA","NA","633","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","75804","69898","46727","71558","76305","75803","13349","73814","76305","76940","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","77440","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","14","10713","16","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","skirt.jpg","tlphon.jpg","88.2352941176","88.2352941176","665.941176471","665.941176471","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","13","0","0","2","2","0","0","2","2","2","2","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","2","2","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","608","NA","NA","608","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","77633","69898","46727","71558","78139","77632","13349","73814","78139","78749","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","79249","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","15","11321","17","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","88.8888888889","88.8888888889","662.111111111","662.111111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","13","0","0","3","3","0","0","3","3","3","3","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","3","3","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","597","NA","NA","597","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","79437","69898","46727","71558","79942","79436","13349","73814","79942","80541","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","81041","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","16","11918","18","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","wndmil.jpg","mitten.jpg","89.4736842105","89.4736842105","663.631578947","663.631578947","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","13","0","0","4","4","0","0","4","4","4","4","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","4","4","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","691","NA","NA","691","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","81231","69898","46727","71558","81736","81229","13349","73814","81736","82429","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","82929","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","17","12609","19","no","yes","1024"
"N","5747","H","V","PP_LIST1.csv","glassH.jpg","glassV.jpg","90","90","670.75","670.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","13","0","0","5","5","0","0","5","5","5","5","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","5","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","5","5","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","806","NA","NA","806","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","83132","69898","46727","71558","83637","83131","13349","73814","83637","84445","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","84945","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","18","13415","20","no","yes","1024"
"Y","5747","V","V","PP_LIST1.csv","fire_extinguisherV.jpg","fire_extinguisherV.jpg","90.4761904762","90.4761904762","664.333333333","664.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","13","0","0","6","6","0","0","6","6","6","6","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","6","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","6","6","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","536","NA","NA","536","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","85146","69898","46727","71558","85651","85145","13349","73814","85651","86189","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","86689","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","19","13951","21","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","mitten.jpg","needle.jpg","90.9090909091","90.9090909091","661.090909091","661.090909091","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","13","0","0","7","7","0","0","7","7","7","7","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","7","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","7","7","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","593","NA","NA","593","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","86896","69898","46727","71558","87402","86895","13349","73814","87402","87996","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","88497","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","20","14544","22","no","yes","1024"
"F","5747","F","F","PP_LIST1.csv","needle.jpg","tiger.jpg","91.3043478261","91.3043478261","660.47826087","660.47826087","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","13","0","0","8","8","0","0","8","8","8","8","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","8","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","8","8","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","647","NA","NA","647","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","88683","69898","46727","71558","89188","88681","13349","73814","89188","89836","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","90336","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","21","15191","23","no","yes","1024"
"Y","5747","V","V","PP_LIST1.csv","brushV.jpg","brushV.jpg","91.6666666667","91.6666666667","660.375","660.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","13","0","0","9","9","0","0","9","9","9","9","0","13","2","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","13","13","13","9","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:18:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","9","9","3","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_001.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","658","NA","NA","658","NA","NA","NA","NA","NA","NA","NA","NA","NA","2244","NA","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","33364","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","1","odd","no","no","NA","13349","3537","3541","11762","13337","13337","NA","NA","73814","90528","69898","46727","71558","91033","90527","13349","73814","91033","91692","NA","NA","46727","71505","60988","69897","60989","60988","46727","NA","NA","NA","NA","NA","NA","NA","NA","NA","71559","NA","NA","NA","70403","70403","71004","NA","60444","92192","NA","NA","NA","NA","NA","NA","NA","NA","NA","13351","NA","NA","NA","Orientation_PSA2018","22","15849","24","no","yes","1024"
