"ID","N","BF"
1,1,1
2,1,1
3,3,0.376001400949773
4,4,0.258350827472067
5,5,0.308595919203487
6,6,0.213374841370625
7,7,0.199111766818427
8,8,0.245547860551358
9,9,0.198608308088986
10,10,0.156793786655795
11,11,0.168790238407116
12,12,0.178617856528742
13,13,0.190928006576758
14,14,0.238089399754199
15,15,0.271278414676493
16,16,0.327116923572085
17,17,0.207827190677047
18,18,0.171132015954026
19,19,0.182447826184444
20,20,0.173367877327777
21,21,0.166311330807862
22,22,0.161109183252378
23,23,0.143178894891899
24,24,0.129659887231559
25,25,0.118943721643475
26,26,0.117655251694772
27,27,0.130303910898068
28,28,0.12582844755854
29,29,0.111474033971308
30,30,0.102476873691317
31,31,0.115679560742192
32,32,0.120471502092543
33,33,0.106498624491828
34,34,0.0958799819817494
35,35,0.094010426646954
36,36,0.0921771322191117
37,37,0.0882050857808928
38,38,0.0822768874718018
39,39,0.0803172874944652
41,40,0.0873260526455853
42,41,0.0837047449981663
43,42,0.096274661539635
44,43,0.09647752598658
45,44,0.0902146039987169
46,45,0.0970355547693925
47,46,0.119467982637128
48,47,0.119188948676986
49,48,0.144027447317892
50,49,0.157804992127578
51,50,0.209975582709156
52,51,0.209195497682378
53,52,0.188871419500315
54,53,0.19221826160873
55,54,0.187156320614188
56,55,0.190662856702812
57,56,0.179291997402227
58,57,0.163528326446261
59,58,0.183904934454057
60,59,0.179936490878672
61,60,0.175220472454408
62,61,0.150594000704621
63,62,0.141993272248333
64,63,0.124763435190819
65,64,0.107731360885759
66,65,0.126988882117938
67,66,0.140432731485065
68,67,0.13069838621119
69,68,0.124681056113592
70,69,0.114489119832135
