"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"F","5747","F","F","PP_LIST2.csv","ladder.jpg","house.jpg","100","100","850.857142857","850.857142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","0","0","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","623","NA","NA","623","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","34868","29054","18791","30795","35373","34866","8313","34775","35373","35998","NA","NA","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","36498","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","7","5956","7","no","yes","1024"
"F","5747","F","F","PP_LIST2.csv","knife.jpg","ladder.jpg","100","100","863.75","863.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","1","1","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","954","NA","NA","954","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","36777","29054","18791","30795","37282","36775","8313","34775","37282","38238","NA","NA","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","38738","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","8","6910","8","no","yes","1024"
"F","5747","F","F","PP_LIST2.csv","wndmil.jpg","mitten.jpg","100","100","842","842","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","2","2","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","668","NA","NA","668","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","38919","29054","18791","30795","39424","38917","8313","34775","39424","40094","NA","NA","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","40594","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","9","7578","9","no","yes","1024"
"Y","5747","H","H","PP_LIST2.csv","tireH.jpg","tireH.jpg","100","100","812","812","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","3","3","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","542","NA","NA","542","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","40791","29054","18791","30795","41294","40789","8313","34775","41294","41838","NA","NA","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","42338","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","10","8120","10","no","yes","1024"
"Y","5747","H","H","PP_LIST2.csv","scssorH.jpg","scssorH.jpg","100","100","811.181818182","811.181818182","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","4","4","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","803","NA","NA","803","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","42529","29054","18791","30795","43033","42528","8313","34775","43033","43838","NA","NA","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","44338","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","11","8923","11","no","yes","1024"
"N","5747","V","H","PP_LIST2.csv","keyV.jpg","keyH.jpg","91.6666666667","91.6666666667","811.5","811.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","5","5","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","815","NA","NA","815","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","44549","29054","18791","30795","45054","44547","8313","34775","45054","43838","NA","45870","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","46371","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","11","9738","12","no","yes","1024"
"N","5747","V","H","PP_LIST2.csv","nailV.jpg","nailH.jpg","92.3076923077","92.3076923077","800.615384615","800.615384615","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","6","6","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","670","NA","NA","670","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","46583","29054","18791","30795","47087","46581","8313","34775","47087","47758","NA","45870","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","48258","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","12","10408","13","no","yes","1024"
"F","5747","F","F","PP_LIST2.csv","skirt.jpg","tlphon.jpg","92.8571428571","92.8571428571","790.142857143","790.142857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","7","7","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","654","NA","NA","654","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","48472","29054","18791","30795","48975","48471","8313","34775","48975","49630","NA","45870","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","50130","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","13","11062","14","no","yes","1024"
"Y","5747","V","V","PP_LIST2.csv","bookV.jpg","bookV.jpg","93.3333333333","93.3333333333","782.333333333","782.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","8","8","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","673","NA","NA","673","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","50306","29054","18791","30795","50811","50304","8313","34775","50811","51486","NA","45870","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","51986","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","14","11735","15","no","yes","1024"
"N","5747","V","H","PP_LIST2.csv","pencilV.jpg","pencilH.jpg","93.75","93.75","770.9375","770.9375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 15:51:21","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","9","9","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_002.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","600","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","3967","NA","NA","NA","679","NA","NA","NA","NA","NA","NA","NA","NA","NA","10465","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","2","even","no","no","NA","8313","3237","3240","6995","8299","8299","NA","NA","34775","52221","29054","18791","30795","52724","52219","8313","34775","52724","53326","NA","45870","18791","30738","18807","29052","18807","18807","18791","NA","NA","NA","NA","NA","NA","NA","NA","NA","30797","NA","NA","NA","29558","29558","30238","NA","NA","53826","NA","NA","NA","NA","NA","NA","NA","NA","NA","8315","NA","NA","NA","Orientation_PSA2018","15","12335","16","no","yes","1024"
