"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"N","5747","V","H","PP_LIST2.csv","pencilV.jpg","pencilH.jpg","75","75","604","604","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","0","0","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","768","NA","NA","768","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","56661","48134","37586","49719","57165","56658","14753","56498","57165","NA","NA","57937","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","58437","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","6","4832","8","no","yes","1024"
"Y","5747","H","H","PP_LIST2.csv","screwH.jpg","screwH.jpg","77.7777777778","77.7777777778","606.888888889","606.888888889","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","1","1","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","630","NA","NA","630","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","58687","48134","37586","49719","59191","58684","14753","56498","59191","59824","NA","57937","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","60325","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","7","5462","9","no","yes","1024"
"Y","5747","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","80","80","619","619","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","2","2","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","728","NA","NA","728","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","60553","48134","37586","49719","61061","60550","14753","56498","61061","61795","NA","57937","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","62295","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","8","6190","10","no","yes","1024"
"N","5747","H","V","PP_LIST2.csv","crayonH.jpg","crayonV.jpg","72.7272727273","72.7272727273","602.818181818","602.818181818","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","3","3","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","441","NA","NA","441","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","62508","48134","37586","49719","63012","62505","14753","56498","63012","61795","NA","63456","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","63957","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","8","6631","11","no","yes","1024"
"F","5747","F","F","PP_LIST2.csv","couch.jpg","spider.jpg","75","75","595.25","595.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","4","4","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","512","NA","NA","512","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","64166","48134","37586","49719","64669","64163","14753","56498","64669","65184","NA","63456","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","65684","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","9","7143","12","no","yes","1024"
"N","5747","V","H","PP_LIST2.csv","keyV.jpg","keyH.jpg","76.9230769231","76.9230769231","592.846153846","592.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","5","5","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","564","NA","NA","564","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","65889","48134","37586","49719","66393","65886","14753","56498","66393","66960","NA","63456","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","67460","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","10","7707","13","no","yes","1024"
"N","5747","V","H","PP_LIST2.csv","ironV.jpg","ironH.jpg","78.5714285714","78.5714285714","589.642857143","589.642857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","6","6","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","548","NA","NA","548","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","67665","48134","37586","49719","68169","67662","14753","56498","68169","68720","NA","63456","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","69220","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","11","8255","14","no","yes","1024"
"F","5747","F","F","PP_LIST2.csv","wndmil.jpg","mitten.jpg","80","80","586.666666667","586.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","7","7","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","545","NA","NA","545","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","69444","48134","37586","49719","69948","69441","14753","56498","69948","70496","NA","63456","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","70996","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","12","8800","15","no","yes","1024"
"Y","5747","V","V","PP_LIST2.csv","axeV.jpg","axeV.jpg","75","75","565.125","565.125","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","8","8","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","242","NA","NA","242","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","71204","48134","37586","49719","71708","71201","14753","56498","71708","70496","NA","71953","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","72453","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","12","9042","16","no","yes","1024"
"Y","5747","H","H","PP_LIST2.csv","saltH.jpg","saltH.jpg","76.4705882353","76.4705882353","567.705882353","567.705882353","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/19 14:09:12","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\USUARIO 1\Desktop\Experiment","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","9","9","2","5","C:/Users/USUARIO 1/Desktop/Experiment/Data/COL_001_PP_024.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","609","NA","NA","609","NA","NA","NA","NA","NA","NA","NA","NA","NA","6754","NA","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","NA","NA","22808","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","24","even","no","no","NA","14753","5123","5125","11660","14731","14731","NA","NA","56498","72660","48134","37586","49719","73164","72657","14753","56498","73164","73777","NA","71953","37586","49652","39389","48131","39389","39389","37586","NA","NA","NA","NA","NA","NA","NA","NA","NA","49723","NA","NA","NA","48638","48638","49152","NA","38833","74277","NA","NA","NA","NA","NA","NA","NA","NA","NA","14757","NA","NA","NA","Orientation_PSA2018","13","9651","17","no","yes","1024"
