"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"F","5747","F","F","PP_LIST4.csv","ladder.jpg","house.jpg","100","100","919.428571429","919.428571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","0","0","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","565","NA","NA","565","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","41002","35387","23971","36966","41507","41000","8227","40915","41507","42074","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","42574","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","7","6436","7","no","yes","1024"
"F","5747","F","F","PP_LIST4.csv","knife.jpg","ladder.jpg","100","100","890.375","890.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","1","1","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","687","NA","NA","687","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","42817","35387","23971","36966","43322","42816","8227","40915","43322","44011","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","44511","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","8","7123","8","no","yes","1024"
"F","5747","F","F","PP_LIST4.csv","wndmil.jpg","mitten.jpg","100","100","858.111111111","858.111111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","2","2","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","600","NA","NA","600","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","44746","35387","23971","36966","45248","44744","8227","40915","45249","45851","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","46351","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","9","7723","9","no","yes","1024"
"N","5747","H","V","PP_LIST4.csv","tireH.jpg","tireV.jpg","100","100","854.4","854.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","3","3","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","821","NA","NA","821","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","46572","35387","23971","36966","47076","46571","8227","40915","47076","47898","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","48398","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","10","8544","10","no","yes","1024"
"N","5747","H","V","PP_LIST4.csv","scssorH.jpg","scssorV.jpg","100","100","833.818181818","833.818181818","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","4","4","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","628","NA","NA","628","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","48588","35387","23971","36966","49093","48586","8227","40915","49093","49722","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","50223","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","11","9172","11","no","yes","1024"
"Y","5747","V","V","PP_LIST4.csv","keyV.jpg","keyV.jpg","100","100","815.666666667","815.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","5","5","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","616","NA","NA","616","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","50408","35387","23971","36966","50912","50406","8227","40915","50912","51530","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","52030","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","12","9788","12","no","yes","1024"
"Y","5747","V","V","PP_LIST4.csv","nailV.jpg","nailV.jpg","100","100","789.846153846","789.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","6","6","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","480","NA","NA","480","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","52227","35387","23971","36966","52728","52225","8227","40915","52728","53210","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","53710","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","13","10268","13","no","yes","1024"
"F","5747","F","F","PP_LIST4.csv","skirt.jpg","tlphon.jpg","100","100","772.928571429","772.928571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","7","7","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","553","NA","NA","553","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","53909","35387","23971","36966","54415","53908","8227","40915","54415","54970","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","55470","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","14","10821","14","no","yes","1024"
"N","5747","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","100","100","764.533333333","764.533333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","8","8","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","647","NA","NA","647","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","55656","35387","23971","36966","56161","55655","8227","40915","56161","56810","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","57310","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","15","11468","15","no","yes","1024"
"Y","5747","V","V","PP_LIST4.csv","pencilV.jpg","pencilV.jpg","100","100","752.1875","752.1875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","11/05/19 16:56:23","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\danilo.zambranor\Desktop\Materials","no","mono","no","18","no","#0000ff","no","Español","yes","768","no","no","legacy","9","9","1","5","C:/Users/danilo.zambranor/Desktop/Materials/raw_data/COL_001_PP_004.cvs","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","menu","NA","NA","NA","567","NA","NA","567","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","NA","NA","NA","516","NA","NA","NA","NA","NA","NA","NA","NA","NA","15731","NA","NA","NA","2","legacy","no","1024","2","48000","-16","yes","EXP","4","even","no","no","NA","8227","3611","3615","6784","8215","8215","NA","NA","40915","57512","35387","23971","36966","58017","57510","8227","40915","58017","58586","NA","NA","23971","36910","23987","35385","23987","23987","23971","NA","NA","NA","NA","NA","NA","NA","NA","NA","36967","NA","NA","NA","35892","35892","36410","26804","NA","59086","NA","NA","NA","NA","NA","NA","NA","NA","NA","8229","NA","NA","NA","Orientation_PSA2018","16","12035","16","no","yes","1024"
