SEED,SUBJID,Sequence,DATE,SIGN,round,note
3726,1,002_SP -> 002_PP -> 003,2/20/20,McGee,1,
3726,2,002_SP -> 002_PP -> 003,2/20/20,McGee,1,
3726,3,003 -> 002_SP -> 002_PP,2/20/20,McGee,1,
3726,4,002_SP -> 002_PP -> 003,2/25/20,McGee,1,
3726,5,003 -> 002_SP -> 002_PP,2/25/20,McGee,1,
3726,6,003 -> 002_SP -> 002_PP,2/26/20,McGee,1,
3726,7,002_SP -> 002_PP -> 003,2/26/20,McGee,1,
3726,8,002_SP -> 002_PP -> 003,2/26/20,McGee,1,
3726,9,002_SP -> 002_PP -> 003,2/26/20,McGee,1,
3726,10,003 -> 002_SP -> 002_PP,2/26/20,McGee,1,
3726,11,002_SP -> 002_PP -> 003,,,1,
3726,12,003 -> 002_SP -> 002_PP,,,1,
3726,13,002_SP -> 002_PP -> 003,3/5/20,McGee,1,wrong seed
3726,14,003 -> 002_SP -> 002_PP,3/5/20,McGee,1,wrong seed
3726,15,002_SP -> 002_PP -> 003,3/5/20,McGee,1,wrong seed
3726,16,002_SP -> 002_PP -> 003,3/5/20,McGee,1,wrong seed
3726,17,003 -> 002_SP -> 002_PP,,,1,
3726,18,003 -> 002_SP -> 002_PP,,,1,
3726,19,003 -> 002_SP -> 002_PP,3/5/20,McGee,1,"wrong seed, replaced ID 12"
3726,20,002_SP -> 002_PP -> 003,,,1,
3726,21,003 -> 002_SP -> 002_PP,,,1,
3726,22,002_SP -> 002_PP -> 003,,,1,
3726,23,002_SP -> 002_PP -> 003,3/5/20,McGee,1,"wrong seed, replaced ID 11"
3726,24,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,25,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,26,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,27,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,28,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,29,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,30,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,31,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,32,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,33,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,34,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,35,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,36,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,37,003 -> 002_SP -> 002_PP,3/12/20,McGee,1, Didn't complete 002SP/002PP
3726,38,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
3726,39,002_SP -> 002_PP -> 003,3/12/20,McGee,1,
3726,40,003 -> 002_SP -> 002_PP,3/12/20,McGee,1,
