"ID","N","BF"
2,1,1
3,1,1
4,3,0.757731957427615
5,4,0.555972155092885
6,5,0.285723999114623
7,6,0.340190959098116
10,7,0.27182954245485
11,8,0.219475857243642
13,9,0.229664024493386
15,10,0.231599988424179
16,11,0.228208279874578
17,12,0.181980581293617
19,13,0.19693090284174
22,14,0.195760835547078
23,15,0.207994703943361
25,16,0.235842195046453
26,17,0.196451678947225
28,18,0.206294490573181
29,19,0.18640739557641
30,20,0.147154704344838
31,21,0.155973214901151
32,22,0.14944901327843
33,23,0.134343401496129
34,24,0.118619150980424
35,25,0.106407664922815
36,26,0.092867891715952
37,27,0.0896975432399102
38,28,0.0923561797904162
39,29,0.0961969578736036
41,30,0.0871225303368906
42,31,0.0830054618218829
43,32,0.0847452221990479
44,33,0.0973821304330381
45,34,0.0862675612374906
46,35,0.076552476467377
47,36,0.0773017840573591
48,37,0.0714138451011146
49,38,0.0724582663133874
50,39,0.0696016507709539
51,40,0.0660768071211056
53,41,0.0632030933952955
54,42,0.0603413107252656
55,43,0.0571298286064224
57,44,0.0528490714571507
59,45,0.0535267681244702
60,46,0.0526808393094442
61,47,0.0517374722792295
