SEED,SUBJID,Sequence,DATE,SIGN,round,note
2299,1,002_SP -> 002_PP -> 003,2019/12/02 10:00 am,GB and IR,1,No seed number
2299,2,002_SP -> 002_PP -> 003,2019/12/02 10:00 am,GB and IR,1,recover seed number
2299,3,003 -> 002_SP -> 002_PP,2019/12/02 10:00 am,GB and IR,1,
2299,4,002_SP -> 002_PP -> 003,2019/12/02 10:00 am,GB and IR,1,
2299,5,003 -> 002_SP -> 002_PP,2019/12/02 10:00 am,GB and IR,1,
2299,6,003 -> 002_SP -> 002_PP,2019/12/02 10:00 am,GB and IR,1,
2299,7,002_SP -> 002_PP -> 003,2019/12/02 10:00 am,GB and IR,1,
2299,8,003 -> 002_SP -> 002_PP,2019/12/02 10:00 am,GB and IR,1,no PP data
2299,9,003 -> 002_SP -> 002_PP,2019/12/02 10:00 am,GB and IR,1,no PP data
2299,10,002_SP -> 002_PP -> 003,2019/12/02 10:00 am,GB and IR,1,
2299,11,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,
2299,12,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,no PP data
2299,13,002_SP -> 002_PP -> 003,2019/12/02 11:30 am,GB and IR,1,
2299,14,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,no PP data
2299,15,002_SP -> 002_PP -> 003,2019/12/02 11:30 am,GB and IR,1,
2299,16,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,
2299,17,002_SP -> 002_PP -> 003,2019/12/02 11:30 am,GB and IR,1,
2299,18,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,no PP data
2299,19,002_SP -> 002_PP -> 003,2019/12/02 11:30 am,GB and IR,1,
2299,20,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,no PP data
2299,21,003 -> 002_SP -> 002_PP,2019/12/02 11:30 am,GB and IR,1,
2299,22,003 -> 002_SP -> 002_PP,2019/12/02 12:30 am,GB and IR,1,
2299,23,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,24,003 -> 002_SP -> 002_PP,2019/12/02 12:30 am,GB and IR,1,no PP data
2299,25,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,26,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,27,003 -> 002_SP -> 002_PP,2019/12/02 12:30 am,GB and IR,1,no PP data
2299,28,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,29,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,30,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,31,003 -> 002_SP -> 002_PP,2019/12/02 12:30 am,GB and IR,1,
2299,32,002_SP -> 002_PP -> 003,2019/12/02 12:30 am,GB and IR,1,
2299,33,002_SP -> 002_PP -> 003,2019/12/02 13:30 pm,GB and IR,1,
2299,34,002_SP -> 002_PP -> 003,2019/12/02 13:30 pm,GB and IR,1,
2299,35,002_SP -> 002_PP -> 003,2019/12/02 13:30 pm,GB and IR,1,
2299,36,003 -> 002_SP -> 002_PP,2019/12/02 13:30 pm,GB and IR,1,
2299,37,003 -> 002_SP -> 002_PP,2019/12/02 13:30 pm,GB and IR,1,
2299,38,003 -> 002_SP -> 002_PP,2019/12/02 13:30 pm,GB and IR,1,
2299,39,002_SP -> 002_PP -> 003,2019/12/02 13:30 pm,GB and IR,1,
2299,40,003 -> 002_SP -> 002_PP,2019/12/02 13:30 pm,GB and IR,1,"Wrong choice, Correct sequence"
2299,41,002_SP -> 002_PP -> 003,2019/12/02 13:30 pm,GB and IR,1,
2299,42,003 -> 002_SP -> 002_PP,2019/12/02 13:30 pm,GB and IR,1,
2299,43,003 -> 002_SP -> 002_PP,2019/12/02 15:00 pm,GB and IR,1,
2299,44,003 -> 002_SP -> 002_PP,2019/12/02 15:00 pm,GB and IR,1,
2299,45,003 -> 002_SP -> 002_PP,2019/12/02 15:00 pm,GB and IR,1,
2299,46,002_SP -> 002_PP -> 003,2019/12/02 15:00 pm,GB and IR,1,
2299,47,003 -> 002_SP -> 002_PP,2019/12/02 15:00 pm,GB and IR,1,
2299,48,002_SP -> 002_PP -> 003,2019/12/02 15:00 pm,GB and IR,1,
2299,49,002_SP -> 002_PP -> 003,2019/12/02 15:00 pm,GB and IR,1,
2299,50,002_SP -> 002_PP -> 003,2019/12/02 15:00 pm,GB and IR,1,
2299,51,003 -> 002_SP -> 002_PP,2019/12/03 14:45 pm,GB and MA,2,
