"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_NOB","count_Start_PL","count_Start_SC","count_Start_TC","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_NOB","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_postdata_E","count_postdata_TC","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","language1","language2","language3","language4","language5","language6","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_NOB","response_Start_PL","response_Start_SC","response_Start_TC","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_NOB","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_NOB","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_NOB","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_NOB","time_Start_PL","time_Start_SC","time_Start_TC","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_NOB","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_postdata_E","time_postdata_TC","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","8552","V","H","PP_LIST2.csv","guitarV.jpg","guitarH.jpg","100","100","626.285714286","626.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","0","0","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","621","NA","NA","621","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1683000","1680009","1671236","1681490","1683501","1682999","7464","1682892","1683501","1684123","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1684623","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","7","4384","7","yes","1024"
"F","8552","F","F","PP_LIST2.csv","knife.jpg","ladder.jpg","100","100","618.5","618.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","1","1","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","564","NA","NA","564","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1684728","1680009","1671236","1681490","1685229","1684727","7464","1682892","1685229","1685795","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1686295","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","8","4948","8","yes","1024"
"F","8552","F","F","PP_LIST2.csv","sutcse.jpg","pumpkin.jpg","100","100","606.555555556","606.555555556","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","2","2","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","511","NA","NA","511","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1686406","1680009","1671236","1681490","1686907","1686405","7464","1682892","1686907","1687419","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1687919","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","9","5459","9","yes","1024"
"Y","8552","H","H","PP_LIST2.csv","saltH.jpg","saltH.jpg","100","100","629.9","629.9","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","3","3","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","840","NA","NA","840","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1688021","1680009","1671236","1681490","1688522","1688019","7464","1682892","1688522","1689364","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1689864","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","6299","10","yes","1024"
"Y","8552","H","H","PP_LIST2.csv","penH.jpg","penH.jpg","100","100","626.545454545","626.545454545","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","4","4","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","593","NA","NA","593","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1689964","1680009","1671236","1681490","1690465","1689962","7464","1682892","1690465","1691059","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1691559","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","11","6892","11","yes","1024"
"Y","8552","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","100","100","617.833333333","617.833333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","5","5","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","522","NA","NA","522","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1691665","1680009","1671236","1681490","1692168","1691664","7464","1682892","1692168","1692691","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1693191","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","12","7414","12","yes","1024"
"F","8552","F","F","PP_LIST2.csv","nut.jpg","watch.jpg","100","100","608","608","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","6","6","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","490","NA","NA","490","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1693290","1680009","1671236","1681490","1693791","1693289","7464","1682892","1693791","1694283","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1694783","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","13","7904","13","yes","1024"
"F","8552","F","F","PP_LIST2.csv","ring.jpg","stove.jpg","100","100","593.642857143","593.642857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","7","7","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","407","NA","NA","407","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1694885","1680009","1671236","1681490","1695387","1694884","7464","1682892","1695387","1695796","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1696296","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","14","8311","14","yes","1024"
"Y","8552","V","V","PP_LIST2.csv","broomV.jpg","broomV.jpg","100","100","582.333333333","582.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","8","8","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","424","NA","NA","424","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1696396","1680009","1671236","1681490","1696897","1696394","7464","1682892","1696897","1697323","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1697823","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","15","8735","15","yes","1024"
"N","8552","V","H","PP_LIST2.csv","keyV.jpg","keyH.jpg","100","100","579.0625","579.0625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","NA","NA","09/24/19 18:38:46","Matching Tasks","yes","","PP.osexp","C:\Users\chopik\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","9","9","1","5","C:/Users/chopik/Desktop/Scripts/SP Data/067.csv","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","530","NA","NA","530","NA","1391","NA","NA","NA","NA","452","NA","1663761","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","67","odd","NA","7464","2519","2520","6007","7454","7453","NA","NA","1682892","1697923","1680009","1671236","1681490","1698424","1697921","7464","1682892","1698424","1698956","NA","NA","1671236","1681463","1671250","1680007","1671250","1671250","1671236","NA","1681491","NA","NA","NA","NA","1680510","1680510","1680963","NA","NA","1699456","NA","7465","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","16","9265","16","yes","1024"
