"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_NOB","count_Start_PL","count_Start_SC","count_Start_TC","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_NOB","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_postdata_E","count_postdata_TC","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","language1","language2","language3","language4","language5","language6","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_NOB","response_Start_PL","response_Start_SC","response_Start_TC","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_NOB","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_NOB","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_NOB","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_NOB","time_Start_PL","time_Start_SC","time_Start_TC","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_NOB","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_postdata_E","time_postdata_TC","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","8552","H","V","PP_LIST1.csv","guitarH.jpg","guitarV.jpg","100","100","924.714285714","924.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","0","0","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","1485","NA","NA","1485","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1835573","1830277","1820530","1831912","1836075","1835572","6050","1835489","1836075","1837562","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1838062","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","7","6473","7","yes","1024"
"F","8552","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","100","100","925.75","925.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","1","1","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","933","NA","NA","933","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1838158","1830277","1820530","1831912","1838659","1838157","6050","1835489","1838659","1839594","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1840094","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","8","7406","8","yes","1024"
"F","8552","F","F","PP_LIST1.csv","sutcse.jpg","pumpkin.jpg","100","100","902","902","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","2","2","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","712","NA","NA","712","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1840187","1830277","1820530","1831912","1840688","1840186","6050","1835489","1840688","1841401","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1841901","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","9","8118","9","yes","1024"
"N","8552","V","H","PP_LIST1.csv","saltV.jpg","saltH.jpg","100","100","886.4","886.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","3","3","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","746","NA","NA","746","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1841993","1830277","1820530","1831912","1842494","1841991","6050","1835489","1842494","1843242","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1843742","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","8864","10","yes","1024"
"N","8552","V","H","PP_LIST1.csv","penV.jpg","penH.jpg","100","100","875.181818182","875.181818182","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","4","4","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","763","NA","NA","763","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1843832","1830277","1820530","1831912","1844333","1843830","6050","1835489","1844333","1845097","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1845597","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","11","9627","11","yes","1024"
"Y","8552","H","H","PP_LIST1.csv","batH.jpg","batH.jpg","100","100","871.916666667","871.916666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","5","5","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","836","NA","NA","836","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1845695","1830277","1820530","1831912","1846196","1845694","6050","1835489","1846196","1847034","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1847534","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","12","10463","12","yes","1024"
"F","8552","F","F","PP_LIST1.csv","nut.jpg","watch.jpg","100","100","853.846153846","853.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","6","6","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","637","NA","NA","637","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1847622","1830277","1820530","1831912","1848123","1847620","6050","1835489","1848123","1848761","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1849262","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","13","11100","13","yes","1024"
"F","8552","F","F","PP_LIST1.csv","ring.jpg","stove.jpg","100","100","840.642857143","840.642857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","7","7","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","669","NA","NA","669","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1849350","1830277","1820530","1831912","1849851","1849349","6050","1835489","1849851","1850522","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1851022","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","14","11769","14","yes","1024"
"Y","8552","H","H","PP_LIST1.csv","broomH.jpg","broomH.jpg","100","100","829.133333333","829.133333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","8","8","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","668","NA","NA","668","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1851111","1830277","1820530","1831912","1851612","1851110","6050","1835489","1851612","1852282","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1852782","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","15","12437","15","yes","1024"
"N","8552","H","V","PP_LIST1.csv","keyH.jpg","keyV.jpg","100","100","824.0625","824.0625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","NA","NA","09/23/19 14:39:58","Matching Tasks","yes","","PP.osexp","C:\Users\psy-chop89-8\Desktop\Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","no","768","legacy","yes","no","no","no","no","no","9","9","1","5","C:/Users/psy-chop89-8/Desktop/Scripts/PP Data/021.CSV","legacy","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","f","NA","space","NA","NA","NA","NA","748","NA","NA","748","NA","3566","NA","NA","NA","NA","605","NA","1814469","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","EXP","0","even","NA","6050","1751","1751","5072","6040","6040","NA","NA","1835489","1852871","1830277","1820530","1831912","1853372","1852870","6050","1835489","1853372","1854122","NA","NA","1820530","1831886","1820545","1830276","1820545","1820545","1820530","NA","1831914","NA","NA","NA","NA","1830779","1830779","1831386","NA","NA","1854622","NA","6051","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","16","13185","16","yes","1024"
