"ID","N","BF"
1,1,1
2,1,1
3,3,0.271208722937614
4,4,0.315515862036806
5,5,0.230323848921544
6,6,0.227337670574444
7,7,0.363968605043112
8,8,0.505837831162588
9,9,0.550698855589571
10,10,0.796204425386378
11,11,0.754256757312859
12,12,0.769350316438182
13,13,0.806251003354078
14,14,0.890564772632819
15,15,1.3494767994406
16,16,1.53344895821915
17,17,0.450582830762386
19,18,0.204564308936946
21,19,0.209525196723022
22,20,0.204519791932663
23,21,0.20326965482811
24,22,0.19811308436705
25,23,0.181618866369073
26,24,0.172517956465269
27,25,0.156449734702095
28,26,0.230270693318474
29,27,0.191964725451907
30,28,0.268078386137961
31,29,0.298721675766911
33,30,0.300416681804508
34,31,0.208316367046931
35,32,0.20538671851396
36,33,0.204795499780452
37,34,0.235063095362059
38,35,0.276111025658996
39,36,0.274692657109979
40,37,0.243084072979727
41,38,0.234410998709389
42,39,0.237070770992605
43,40,0.265754773525376
44,41,0.246831921935859
45,42,0.221987230064431
46,43,0.243739536558098
47,44,0.238343742590426
48,45,0.162033947104271
49,46,0.148989991143663
50,47,0.152697000776086
51,48,0.137934845087642
52,49,0.130131032270221
53,50,0.13414351114876
54,51,0.108760335580726
55,52,0.111126578600785
56,53,0.110166684659963
57,54,0.113904584838469
58,55,0.120547957321561
59,56,0.127014877308709
60,57,0.133442286456583
61,58,0.173381124333224
62,59,0.154156727682121
63,60,0.117384733996955
64,61,0.113237469553581
65,62,0.104419174944796
66,63,0.105545181370395
67,64,0.113187780006131
68,65,0.109244866851116
69,66,0.113168726526945
70,67,0.120018577809235
71,68,0.114974538104963
72,69,0.108154502302086
73,70,0.0998963809496811
74,71,0.0998144482502407
75,72,0.103803869806582
76,73,0.112422616566019
77,74,0.107044689158338
78,75,0.0959295193449916
79,76,0.100893016318984
80,77,0.0954253978206446
81,78,0.102986287675371
82,79,0.0978144502241793
83,80,0.08611485138894
84,81,0.0876972020317482
85,82,0.0834645055612449
86,83,0.0813171553767979
87,84,0.0846077938775843
88,85,0.0904567447615842
89,86,0.0938585101187654
90,87,0.0993470397644806
91,88,0.0968224095939694
92,89,0.0902709657125183
93,90,0.08687227371181
94,91,0.0885997715780678
95,92,0.0877024811294565
96,93,0.0911107731664648
97,94,0.0867047056433973
98,95,0.0924678471301572
99,96,0.0903765526454831
100,97,0.0879264486984623
101,98,0.0874584063206194
102,99,0.0901229972336129
103,100,0.0920196141622963
104,101,0.090719587094901
105,102,0.0858374032593907
106,103,0.0821773003465744
107,104,0.078583108546031
108,105,0.0758755132040589
109,106,0.0799059342236949
110,107,0.07034996539151
111,108,0.0674621297782271
112,109,0.0685798741716703
113,110,0.0758418291134182
114,111,0.0763514842711207
115,112,0.0746466385481162
116,113,0.0772239115191487
117,114,0.078692035213639
118,115,0.0771274575760476
119,116,0.0863459066836882
120,117,0.0919326158050284
122,118,0.090236603098012
123,119,0.090088980999032
124,120,0.0941800204252961
125,121,0.0896241419244007
126,122,0.0887965788163655
127,123,0.0844644151272856
128,124,0.0814140509610208
129,125,0.0861939333510705
130,126,0.0826077396291667
131,127,0.086494788098639
132,128,0.0797127343692234
133,129,0.0802257450215515
134,130,0.0812642662268493
135,131,0.0886885139922927
136,132,0.0935094649225342
137,133,0.0868513597620908
138,134,0.0846645673879095
139,135,0.0829467751109654
140,136,0.0837458092471559
141,137,0.0821091861641904
142,138,0.0831561543258267
143,139,0.0790276768199175
144,140,0.076319462291698
145,141,0.0741231738530766
146,142,0.0792499304053495
147,143,0.0761702751126997
148,144,0.0749471686616085
149,145,0.0754879925058859
150,146,0.0776757862662167
