"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"5324","2021/06/09 12:13:45","2021/06/09 12:23:46","00:10:47","NOR_002","5322","General Single","none(none)","FINISHED","none"
"5312","2021/06/08 20:58:38","2021/06/08 21:14:40","00:17:07","NOR_002","5309","General Single","none(none)","FINISHED","none"
"5249","2021/06/04 10:23:09","2021/06/04 10:33:14","00:11:28","NOR_002","5245","General Single","none(none)","FINISHED","none"
"5245","2021/06/04 06:38:54","2021/06/04 06:46:58","00:09:45","NOR_002","5241","General Single","none(none)","FINISHED","none"
"5243","2021/06/04 05:57:29","2021/06/04 06:07:31","00:11:28","NOR_002","5239","General Single","none(none)","FINISHED","none"
"4938","2021/05/27 21:29:46","2021/05/27 21:43:48","00:14:06","NOR_002","4934","General Single","none(none)","FINISHED","none"
"4678","2021/05/26 13:08:39","2021/05/26 13:22:40","00:14:37","NOR_002","4674","General Single","none(none)","FINISHED","none"
"4587","2021/05/25 13:06:30","2021/05/25 13:18:33","00:13:56","NOR_002","4583","General Single","none(none)","FINISHED","none"
"3801","2021/05/03 15:57:07","2021/05/03 16:13:09","00:16:16","NOR_002","3794","General Single","none(none)","FINISHED","none"
"2812","2021/04/22 20:15:29","2021/04/22 20:33:30","00:18:17","NOR_002","2805","General Single","none(none)","FINISHED","none"
"1603","2021/04/07 12:10:46","2021/04/07 12:24:47","00:15:48","NOR_002","1607","General Single","none(none)","FINISHED","none"
"1583","2021/04/05 08:59:09","2021/04/05 09:15:10","00:17:12","NOR_002","1587","General Single","none(none)","FINISHED","none"
"1567","2021/04/02 17:17:01","2021/04/02 17:27:03","00:11:19","NOR_002","1571","General Single","none(none)","FINISHED","none"
"955","2021/03/18 18:26:48","2021/03/18 18:40:50","00:15:03","NOR_002","961","General Single","none(none)","FINISHED","none"
"951","2021/03/18 10:23:02","2021/03/18 10:43:04","00:20:22","NOR_002","957","General Multiple","none(none)","FINISHED","none"
"865","2021/03/16 11:14:24","2021/03/16 11:30:27","00:16:21","NOR_002","871","General Multiple","none(none)","FINISHED","none"
"837","2021/03/15 19:49:27","2021/03/15 20:03:28","00:14:58","NOR_002","843","General Single","none(none)","FINISHED","none"
"836","2021/03/15 18:01:16","2021/03/15 18:15:20","00:14:04","NOR_002","842","General Single","none(none)","FINISHED","none"
"511","2021/03/05 08:13:10","2021/03/05 08:23:12","00:11:50","NOR_002","520","General Single","none(none)","FINISHED","none"
"506","2021/03/04 23:13:09","2021/03/04 23:27:10","00:14:08","NOR_002","515","General Single","none(none)","FINISHED","none"
"407","2021/03/04 06:40:57","2021/03/04 06:48:59","00:08:48","NOR_002","416","General Single","none(none)","FINISHED","none"
