"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HEB","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SLK","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HEB","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SLK","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","heb","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HEB","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SLK","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HEB","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SLK","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HEB","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SLK","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HEB","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SLK","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","slk","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HEB","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SLK","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HEB","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SLK","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"N","8016","H","V","PP_LIST4.csv","saltH.jpg","saltV.jpg","53.8461538462","53.8461538462","1385.53846154","1385.53846154","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","0","0","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","850","NA","NA","850","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","54296","48984","17017","51013","54799","54294","12514","54135","54799","55651","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","56151","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","7","18012","13","no","yes","1024"
"Y","8016","V","V","PP_LIST4.csv","guitarV.jpg","guitarV.jpg","57.1428571429","57.1428571429","1367.64285714","1367.64285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","11","0","0","1","1","0","0","1","1","1","1","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","1","1","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","1135","NA","NA","1135","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","56377","48984","17017","51013","56882","56374","12514","54135","56882","58020","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","58520","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","8","19147","14","no","yes","1024"
"F","8016","F","F","PP_LIST4.csv","stove.jpg","ftball.jpg","60","60","1322.73333333","1322.73333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","11","0","0","2","2","0","0","2","2","2","2","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","2","2","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","694","NA","NA","694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","58756","48984","17017","51013","59261","58754","12514","54135","59261","59958","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","60458","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","9","19841","15","no","yes","1024"
"F","8016","F","F","PP_LIST4.csv","wrench.jpg","piano.jpg","62.5","62.5","1288","1288","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","11","0","0","3","3","0","0","3","3","3","3","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","3","3","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","767","NA","NA","767","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","60718","48984","17017","51013","61224","60716","12514","54135","61224","61994","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","62494","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","10","20608","16","no","yes","1024"
"Y","8016","V","V","PP_LIST4.csv","pencilV.jpg","pencilV.jpg","64.7058823529","64.7058823529","1250","1250","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","11","0","0","4","4","0","0","4","4","4","4","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","4","4","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","642","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","62724","48984","17017","51013","63228","62721","12514","54135","63228","63873","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","64373","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","11","21250","17","no","yes","1024"
"F","8016","F","F","PP_LIST4.csv","mitten.jpg","needle.jpg","66.6666666667","66.6666666667","1214.94444444","1214.94444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","11","0","0","5","5","0","0","5","5","5","5","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","5","5","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","619","NA","NA","619","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","64628","48984","17017","51013","65133","64626","12514","54135","65133","65754","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","66254","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","12","21869","18","no","yes","1024"
"N","8016","H","V","PP_LIST4.csv","scssorH.jpg","scssorV.jpg","68.4210526316","68.4210526316","1200.89473684","1200.89473684","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","11","0","0","6","6","0","0","6","6","6","6","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","6","6","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","948","NA","NA","948","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","66449","48984","17017","51013","66952","66446","12514","54135","66952","67903","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","68403","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","13","22817","19","no","yes","1024"
"N","8016","V","H","PP_LIST4.csv","broomV.jpg","broomH.jpg","70","70","1180","1180","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","11","0","0","7","7","0","0","7","7","7","7","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","7","7","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","783","NA","NA","783","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","68664","48984","17017","51013","69169","68662","12514","54135","69169","69954","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","70454","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","14","23600","20","no","yes","1024"
"Y","8016","V","V","PP_LIST4.csv","nailV.jpg","nailV.jpg","71.4285714286","71.4285714286","1149.47619048","1149.47619048","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","11","0","0","8","8","0","0","8","8","8","8","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","8","8","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","539","NA","NA","539","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","70710","48984","17017","51013","71215","70707","12514","54135","71215","71757","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","72257","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","15","24139","21","no","yes","1024"
"F","8016","F","F","PP_LIST4.csv","spider.jpg","couch.jpg","72.7272727273","72.7272727273","1126.18181818","1126.18181818","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","11","0","0","9","9","0","0","9","9","9","9","0","11","6","11","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","11","11","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/02/19 15:47:34","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/Users/jaher/Desktop/PSA/raw_data","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","9","9","7","5","C:/Users/jaher/Desktop/PSA/raw_data/ECU_001_PP_006.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","637","NA","NA","637","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3106","NA","NA","NA","968","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4488","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","6","even","no","no","NA","12514","5781","5781","10614","12499","12499","NA","NA","54135","72510","48984","17017","51013","73014","72507","12514","54135","73014","73654","NA","NA","17018","50956","39038","48982","39038","39038","17018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51016","NA","NA","NA","49486","49486","50456","38485","37981","74154","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12516","NA","NA","NA","Orientation_PSA2018","16","24776","22","no","yes","1024"
