"ID","N","BF"
1,1,1
2,1,1
3,3,0.305459495912527
4,4,0.540792004903002
5,5,0.648461529820305
6,6,0.657488773294027
7,7,0.513217948272492
8,8,0.438044827493782
9,9,0.346256433864261
10,10,0.552574924012629
11,11,0.33811308763271
12,12,0.429902968742649
13,13,0.368947890776541
14,14,0.271390106848694
15,15,0.221486887433325
16,16,0.202810722966011
17,17,0.18466118885717
18,18,0.177002419087671
19,19,0.135723898038776
20,20,0.144182907580653
21,21,0.161793242637542
22,22,0.133511470591628
23,23,0.120065021413289
24,24,0.135351573484381
25,25,0.132720557880522
26,26,0.151997100252684
27,27,0.147224786430959
28,28,0.169460099240763
29,29,0.184736299950683
30,30,0.202110688652483
31,31,0.207899271788964
32,32,0.213764959474909
33,33,0.255308725490987
34,34,0.230264438169318
35,35,0.208763951641871
36,36,0.186512214536512
37,37,0.187918163213067
38,38,0.205242230386482
39,39,0.201946229878435
40,40,0.225708772491966
41,41,0.222021008185785
42,42,0.233306098360082
43,43,0.260544350626308
44,44,0.24154688950289
45,45,0.233251259718385
46,46,0.254062064403721
47,47,0.216607582227521
48,48,0.240509264099129
49,49,0.231630816138292
50,50,0.27923797845798
51,51,0.275122172181753
52,52,0.303677221624539
53,53,0.341043426563269
54,54,0.33601326588644
55,55,0.37653652221347
56,56,0.416042168746108
57,57,0.385234971991706
58,58,0.449424692883358
59,59,0.440330908133422
60,60,0.527128837119358
61,61,0.377247040070202
62,62,0.405385526404406
63,63,0.433769981271948
64,64,0.340637933155045
65,65,0.392658389328883
66,66,0.371876910007609
67,67,0.378918942193015
68,68,0.382417747970433
69,69,0.355250639911677
70,70,0.313427742142804
71,71,0.323391026762704
72,72,0.2962984018106
73,73,0.335234595550151
74,74,0.318281682634672
75,75,0.300089063040875
76,76,0.285058878466189
77,77,0.284638334835147
78,78,0.224566513524649
79,79,0.205955818821109
80,80,0.20910734967819
81,81,0.221104051569359
82,82,0.218686740062694
83,83,0.204055835816967
84,84,0.287664944040989
85,85,0.290945588667774
86,86,0.23424126512127
87,87,0.226697069138525
88,88,0.227625703810484
89,89,0.208679492934836
90,90,0.177008353007609
91,91,0.166242676197152
92,92,0.143088410413363
93,93,0.192065456205152
94,94,0.219919771898778
95,95,0.22084809624972
96,96,0.240646404660932
97,97,0.24293520469999
98,98,0.274488880752829
99,99,0.284166592129561
