"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"1557","2021/04/01 17:23:33","2021/04/01 17:33:34","00:11:58","AUT_005","1561","General Single","none(none)","FINISHED","none"
"1552","2021/04/01 08:51:58","2021/04/01 09:01:58","00:11:32","AUT_005","1556","General Single","none(none)","FINISHED","none"
"1539","2021/03/31 08:33:39","2021/03/31 08:43:58","00:12:16","AUT_005","1544","General Single","none(none)","FINISHED","none"
"1537","2021/03/31 08:29:48","2021/03/31 08:39:50","00:11:53","AUT_005","1542","General Single","none(none)","FINISHED","none"
"1535","2021/03/30 18:32:38","2021/03/30 18:40:40","00:09:05","AUT_005","1540","General Single","none(none)","FINISHED","none"
"1534","2021/03/30 18:04:08","2021/03/30 18:30:25","00:28:08","AUT_005","1539","General Single","none(none)","FINISHED","none"
"1525","2021/03/30 09:13:13","2021/03/30 09:29:16","00:17:26","AUT_005","1530","General Single","none(none)","FINISHED","none"
"1511","2021/03/29 10:11:52","2021/03/29 10:21:54","00:11:55","AUT_005","1516","General Multiple","none(none)","FINISHED","none"
"1499","2021/03/28 18:21:34","2021/03/28 18:31:36","00:14:00","AUT_005","1504","General Single","none(none)","FINISHED","none"
"1487","2021/03/28 12:21:50","2021/03/28 12:31:51","00:11:06","AUT_005","1492","General Multiple","none(none)","FINISHED","none"
"1480","2021/03/28 10:23:46","2021/03/28 10:37:47","00:14:57","AUT_005","1485","General Single","none(none)","FINISHED","none"
"1461","2021/03/27 21:57:10","2021/03/27 22:13:13","00:17:07","AUT_005","1466","General Single","none(none)","FINISHED","none"
"1458","2021/03/27 20:25:46","2021/03/27 20:35:50","00:10:07","AUT_005","1463","General Single","none(none)","FINISHED","none"
"1455","2021/03/27 18:05:04","2021/03/27 18:17:05","00:13:08","AUT_005","1460","General Single","none(none)","FINISHED","none"
"1452","2021/03/27 17:48:07","2021/03/27 18:00:09","00:13:51","AUT_005","1457","General Single","none(none)","FINISHED","none"
"1450","2021/03/27 17:05:04","2021/03/27 17:19:06","00:15:04","AUT_005","1455","General Multiple","none(none)","FINISHED","none"
"1328","2021/03/25 19:12:37","2021/03/25 19:26:38","00:14:36","AUT_005","1333","General Single","none(none)","FINISHED","none"
"1310","2021/03/25 10:41:53","2021/03/25 10:51:54","00:11:19","AUT_005","1315","General Single","none(none)","FINISHED","none"
"1260","2021/03/24 14:25:21","2021/03/24 14:35:22","00:11:26","AUT_005","1265","General Single","none(none)","FINISHED","none"
"1255","2021/03/24 12:49:09","2021/03/24 13:15:10","00:26:03","AUT_005","1260","General Multiple","none(none)","FINISHED","none"
"1145","2021/03/23 08:41:11","2021/03/23 08:57:13","00:16:05","AUT_005","1151","General Single","none(none)","FINISHED","none"
"1123","2021/03/22 17:54:06","2021/03/22 18:04:11","00:11:03","AUT_005","1129","General Single","none(none)","FINISHED","none"
"1112","2021/03/22 12:45:16","2021/03/22 12:53:17","00:09:01","AUT_005","1118","General Single","none(none)","FINISHED","none"
"1111","2021/03/22 12:14:34","2021/03/22 12:26:35","00:13:42","AUT_005","1117","General Single","none(none)","FINISHED","none"
"1030","2021/03/20 14:10:35","2021/03/20 14:22:36","00:13:33","AUT_005","1036","General Single","none(none)","FINISHED","none"
"988","2021/03/19 17:06:55","2021/03/19 17:16:56","00:10:11","AUT_005","994","General Single","none(none)","FINISHED","none"
"986","2021/03/19 17:01:08","2021/03/19 19:09:20","02:08:48","AUT_005","992","General Single","none(none)","FINISHED","none"
"981","2021/03/19 12:26:52","2021/03/19 12:42:55","00:16:11","AUT_005","987","General Single","none(none)","FINISHED","none"
"969","2021/03/19 09:30:49","2021/03/19 09:50:50","00:20:15","AUT_005","975","General Single","none(none)","FINISHED","none"
"953","2021/03/18 15:58:11","2021/03/18 16:10:12","00:13:47","AUT_005","959","General Single","none(none)","FINISHED","none"
"927","2021/03/17 10:19:55","2021/03/17 10:29:56","00:11:16","AUT_005","933","General Single","none(none)","FINISHED","none"
"926","2021/03/17 10:19:44","2021/03/17 10:29:44","00:10:48","AUT_005","932","General Single","none(none)","FINISHED","none"
"924","2021/03/17 08:44:00","2021/03/17 08:54:03","00:10:41","AUT_005","930","General Single","none(none)","FINISHED","none"
"923","2021/03/17 08:38:01","2021/03/17 08:50:02","00:12:21","AUT_005","929","General Single","none(none)","FINISHED","none"
"922","2021/03/17 08:23:18","2021/03/17 08:35:19","00:13:27","AUT_005","928","General Single","none(none)","FINISHED","none"
"921","2021/03/17 08:19:05","2021/03/17 08:29:06","00:11:49","AUT_005","927","General Single","none(none)","FINISHED","none"
"919","2021/03/17 07:53:23","2021/03/17 08:05:26","00:13:39","AUT_005","925","General Single","none(none)","FINISHED","none"
"917","2021/03/17 07:39:42","2021/03/17 07:49:45","00:11:40","AUT_005","923","General Single","none(none)","FINISHED","none"
"914","2021/03/17 07:20:25","2021/03/17 07:32:27","00:13:34","AUT_005","920","General Single","none(none)","FINISHED","none"
"913","2021/03/17 07:20:12","2021/03/17 07:34:14","00:14:11","AUT_005","919","General Single","none(none)","FINISHED","none"
"910","2021/03/17 07:02:19","2021/03/17 07:14:21","00:12:37","AUT_005","916","General Single","none(none)","FINISHED","none"
"909","2021/03/17 06:50:46","2021/03/17 07:00:48","00:11:42","AUT_005","915","General Single","none(none)","FINISHED","none"
"833","2021/03/15 10:39:02","2021/03/15 10:49:04","00:10:43","AUT_005","839","General Single","none(none)","FINISHED","none"
"813","2021/03/14 15:31:37","2021/03/14 15:41:39","00:10:49","AUT_005","819","General Single","none(none)","FINISHED","none"
"812","2021/03/14 15:09:55","2021/03/14 15:27:58","00:19:46","AUT_005","818","General Single","none(none)","FINISHED","none"
"811","2021/03/14 12:56:14","2021/03/14 13:04:16","00:09:02","AUT_005","817","General Single","none(none)","FINISHED","none"
"810","2021/03/14 12:33:25","2021/03/14 12:41:26","00:08:27","AUT_005","816","General Single","none(none)","FINISHED","none"
"808","2021/03/14 12:08:24","2021/03/14 12:18:25","00:11:42","AUT_005","814","General Single","none(none)","FINISHED","none"
"805","2021/03/13 15:59:17","2021/03/13 16:11:18","00:12:26","AUT_005","811","General Single","none(none)","FINISHED","none"
