"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"1256","2021/03/24 12:50:55","2021/03/24 12:59:00","00:08:45","AUS_091","1261","General Single","none(none)","FINISHED","none"
"1459","2021/03/27 20:29:05","2021/03/27 20:37:10","00:09:02","AUS_091","1464","General Single","none(none)","FINISHED","none"
"1370","2021/03/26 10:04:04","2021/03/26 10:12:10","00:09:10","AUS_091","1375","General Single","none(none)","FINISHED","none"
"1468","2021/03/27 23:54:31","2021/03/28 00:02:36","00:09:16","AUS_091","1473","General Single","none(none)","FINISHED","none"
"1183","2021/03/23 22:58:05","2021/03/23 23:06:11","00:09:21","AUS_091","1189","General Single","none(none)","FINISHED","none"
"1373","2021/03/26 10:59:42","2021/03/26 11:07:46","00:09:29","AUS_091","1378","General Single","none(none)","FINISHED","none"
"1249","2021/03/24 11:23:53","2021/03/24 11:31:59","00:09:35","AUS_091","1254","General Single","none(none)","FINISHED","none"
"1366","2021/03/26 09:36:25","2021/03/26 09:44:30","00:09:36","AUS_091","1371","General Single","none(none)","FINISHED","none"
"1438","2021/03/27 10:56:59","2021/03/27 11:05:03","00:09:44","AUS_091","1443","General Single","none(none)","FINISHED","none"
"1248","2021/03/24 11:19:27","2021/03/24 11:27:33","00:09:47","AUS_091","1253","General Single","none(none)","FINISHED","none"
"1415","2021/03/27 06:30:36","2021/03/27 06:38:41","00:09:48","AUS_091","1420","General Single","none(none)","FINISHED","none"
"1730","2021/04/11 11:17:55","2021/04/11 11:26:00","00:09:53","AUS_091","1733","General Multiple","none(none)","FINISHED","none"
"1446","2021/03/27 12:03:09","2021/03/27 12:11:14","00:09:57","AUS_091","1451","General Multiple","none(none)","FINISHED","none"
"1264","2021/03/24 21:23:06","2021/03/24 21:31:08","00:09:59","AUS_091","1269","General Single","none(none)","FINISHED","none"
"1408","2021/03/27 05:22:27","2021/03/27 05:30:32","00:10:00","AUS_091","1413","General Single","none(none)","FINISHED","none"
"1275","2021/03/24 23:12:28","2021/03/24 23:22:32","00:10:19","AUS_091","1280","General Single","none(none)","FINISHED","none"
"2411","2021/04/18 12:17:11","2021/04/18 12:27:18","00:10:24","AUS_091","2405","General Single","none(none)","FINISHED","none"
"1215","2021/03/24 07:14:32","2021/03/24 07:24:36","00:10:29","AUS_091","1221","General Single","none(none)","FINISHED","none"
"1206","2021/03/24 06:06:33","2021/03/24 06:16:39","00:10:34","AUS_091","1212","General Single","none(none)","FINISHED","none"
"1436","2021/03/27 10:07:51","2021/03/27 10:17:58","00:10:36","AUS_091","1441","General Single","none(none)","FINISHED","none"
"1246","2021/03/24 11:16:08","2021/03/24 11:26:17","00:10:47","AUS_091","1252","General Single","none(none)","FINISHED","none"
"1216","2021/03/24 07:19:13","2021/03/24 07:29:16","00:10:49","AUS_091","1222","General Single","none(none)","FINISHED","none"
"1311","2021/03/25 10:48:02","2021/03/25 10:58:07","00:10:54","AUS_091","1316","General Multiple","none(none)","FINISHED","none"
"3249","2021/04/29 15:08:18","2021/04/29 15:18:27","00:10:55","AUS_091","3242","General Single","none(none)","FINISHED","none"
"1207","2021/03/24 06:17:45","2021/03/24 06:27:47","00:11:03","AUS_091","1213","General Single","none(none)","FINISHED","none"
"1227","2021/03/24 07:46:07","2021/03/24 07:56:13","00:11:05","AUS_091","1233","General Single","none(none)","FINISHED","none"
"1416","2021/03/27 06:50:54","2021/03/27 07:01:00","00:11:20","AUS_091","1421","General Single","none(none)","FINISHED","none"
"1490","2021/03/28 12:48:57","2021/03/28 12:59:02","00:11:21","AUS_091","1495","General Multiple","none(none)","FINISHED","none"
"1245","2021/03/24 11:02:47","2021/03/24 11:12:53","00:11:22","AUS_091","1251","General Single","none(none)","FINISHED","none"
"1231","2021/03/24 08:56:53","2021/03/24 09:06:59","00:11:25","AUS_091","1237","General Single","none(none)","FINISHED","none"
"1409","2021/03/27 05:29:18","2021/03/27 05:39:23","00:11:27","AUS_091","1414","General Single","none(none)","FINISHED","none"
"1211","2021/03/24 06:42:10","2021/03/24 06:52:16","00:11:30","AUS_091","1217","General Single","none(none)","FINISHED","none"
"1192","2021/03/23 23:53:51","2021/03/24 00:03:56","00:11:31","AUS_091","1198","General Single","none(none)","FINISHED","none"
"1365","2021/03/26 09:24:47","2021/03/26 09:34:53","00:11:41","AUS_091","1370","General Single","none(none)","FINISHED","none"
"1371","2021/03/26 10:07:36","2021/03/26 10:17:46","00:11:42","AUS_091","1376","General Single","none(none)","FINISHED","none"
"1320","2021/03/25 15:23:23","2021/03/25 15:33:29","00:11:46","AUS_091","1325","General Multiple","none(none)","FINISHED","none"
"1218","2021/03/24 07:28:41","2021/03/24 07:38:46","00:11:47","AUS_091","1224","General Single","none(none)","FINISHED","none"
"1440","2021/03/27 11:49:27","2021/03/27 11:59:32","00:11:49","AUS_091","1445","General Single","none(none)","FINISHED","none"
"1202","2021/03/24 06:02:45","2021/03/24 06:12:56","00:11:49","AUS_091","1208","General Single","none(none)","FINISHED","none"
"1464","2021/03/27 23:13:29","2021/03/27 23:23:35","00:11:51","AUS_091","1469","General Single","none(none)","FINISHED","none"
"1441","2021/03/27 11:55:09","2021/03/27 12:05:14","00:11:56","AUS_091","1446","General Single","none(none)","FINISHED","none"
"1300","2021/03/25 04:30:40","2021/03/25 04:40:45","00:11:58","AUS_091","1305","General Single","none(none)","FINISHED","none"
"1427","2021/03/27 07:50:29","2021/03/27 08:00:34","00:12:00","AUS_091","1432","General Single","none(none)","FINISHED","none"
"1312","2021/03/25 11:13:55","2021/03/25 11:24:06","00:12:00","AUS_091","1317","General Single","none(none)","FINISHED","none"
"1554","2021/04/01 11:25:50","2021/04/01 11:35:57","00:12:06","AUS_091","1558","General Single","none(none)","FINISHED","none"
"1338","2021/03/26 04:23:13","2021/03/26 04:35:19","00:12:09","AUS_091","1343","General Single","none(none)","FINISHED","none"
"1301","2021/03/25 04:50:59","2021/03/25 05:03:09","00:12:16","AUS_091","1306","General Single","none(none)","FINISHED","none"
"1279","2021/03/24 23:54:52","2021/03/25 00:06:58","00:12:16","AUS_091","1284","General Single","none(none)","FINISHED","none"
"1220","2021/03/24 07:32:23","2021/03/24 07:44:28","00:12:24","AUS_091","1226","General Single","none(none)","FINISHED","none"
"1827","2021/04/15 08:44:20","2021/04/15 08:56:27","00:12:28","AUS_091","1824","General Single","none(none)","FINISHED","none"
"1443","2021/03/27 12:02:19","2021/03/27 12:14:27","00:12:29","AUS_091","1448","General Single","none(none)","FINISHED","none"
"1344","2021/03/26 04:37:54","2021/03/26 04:49:58","00:12:30","AUS_091","1349","General Multiple","none(none)","FINISHED","none"
"1334","2021/03/26 00:41:00","2021/03/26 00:53:08","00:12:30","AUS_091","1339","General Single","none(none)","FINISHED","none"
"1559","2021/04/02 03:26:56","2021/04/02 03:39:02","00:12:35","AUS_091","1563","General Single","none(none)","FINISHED","none"
"1435","2021/03/27 10:06:44","2021/03/27 10:18:53","00:12:39","AUS_091","1440","General Single","none(none)","FINISHED","none"
"1386","2021/03/26 14:24:53","2021/03/26 14:36:58","00:12:41","AUS_091","1391","General Single","none(none)","FINISHED","none"
"1286","2021/03/25 01:33:23","2021/03/25 01:45:32","00:12:41","AUS_091","1291","General Single","none(none)","FINISHED","none"
"1186","2021/03/23 23:04:14","2021/03/23 23:16:20","00:12:41","AUS_091","1192","General Single","none(none)","FINISHED","none"
