"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SC","correct_Target_response_Prac","correct_Welcome_PP_SC","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","5009","V","H","PP_LIST1.csv","scssorV.jpg","scssorH.jpg","77.7777777778","77.7777777778","1113.66666667","1113.66666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","0","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","0","0","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","849","NA","NA","849","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","40869","36299","18026","37997","41373","40866","9086","40715","41373","42226","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","42726","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","7","10023","9","yes","1024"
"N","5009","V","H","PP_LIST1.csv","screwV.jpg","screwH.jpg","80","80","1076.7","1076.7","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","7","0","0","1","1","0","0","1","1","1","1","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","1","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","1","1","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","744","NA","NA","744","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","42950","36299","18026","37997","43454","42947","9086","40715","43454","44202","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","44702","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","8","10767","10","yes","1024"
"Y","5009","V","V","PP_LIST1.csv","crayonV.jpg","crayonV.jpg","81.8181818182","81.8181818182","1029.09090909","1029.09090909","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","7","0","0","2","2","0","0","2","2","2","2","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","2","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","2","2","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","553","NA","NA","553","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","44916","36299","18026","37997","45421","44913","9086","40715","45421","45977","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","46477","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","9","11320","11","yes","1024"
"F","5009","F","F","PP_LIST1.csv","trmpet.jpg","tapedispenser.jpg","83.3333333333","83.3333333333","995.833333333","995.833333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","7","0","0","3","3","0","0","3","3","3","3","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","3","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","3","3","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","630","NA","NA","630","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","46672","36299","18026","37997","47176","46669","9086","40715","47176","47809","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","48309","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","10","11950","12","yes","1024"
"Y","5009","H","H","PP_LIST1.csv","bookH.jpg","bookH.jpg","84.6153846154","84.6153846154","958","958","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","7","0","0","4","4","0","0","4","4","4","4","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","4","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","4","4","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","504","NA","NA","504","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","48502","36299","18026","37997","49006","48499","9086","40715","49006","49513","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","50014","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","11","12454","13","yes","1024"
"F","5009","F","F","PP_LIST1.csv","stove.jpg","ftball.jpg","85.7142857143","85.7142857143","944","944","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","7","0","0","5","5","0","0","5","5","5","5","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","5","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","5","5","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","762","NA","NA","762","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","50212","36299","18026","37997","50716","50209","9086","40715","50716","51481","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","51981","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","12","13216","14","yes","1024"
"F","5009","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","86.6666666667","86.6666666667","918.466666667","918.466666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","7","0","0","6","6","0","0","6","6","6","6","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","6","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","6","6","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","561","NA","NA","561","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","52172","36299","18026","37997","52677","52169","9086","40715","52677","53241","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","53741","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","13","13777","15","yes","1024"
"F","5009","F","F","PP_LIST1.csv","ladder.jpg","house.jpg","87.5","87.5","894.5","894.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","7","0","0","7","7","0","0","7","7","7","7","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","7","7","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","535","NA","NA","535","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","53943","36299","18026","37997","54447","53940","9086","40715","54447","54986","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","55486","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","14","14312","16","yes","1024"
"N","5009","V","H","PP_LIST1.csv","plateV.jpg","plateH.jpg","88.2352941176","88.2352941176","878.235294118","878.235294118","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","7","0","0","8","8","0","0","8","8","8","8","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","8","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","8","8","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","618","NA","NA","618","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","55676","36299","18026","37997","56180","55673","9086","40715","56180","56802","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","57302","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","15","14930","17","yes","1024"
"Y","5009","V","V","PP_LIST1.csv","clothespinV.jpg","clothespinV.jpg","88.8888888889","88.8888888889","859.222222222","859.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","7","0","0","9","9","0","0","9","9","9","9","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","9","0","0","0","0","0","0","0","0","11/20/19 15:39:35","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","9","9","3","5","TWN001_PP_34.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","536","NA","NA","536","NA","NA","NA","NA","NA","2694","NA","NA","619","NA","NA","NA","NA","NA","8917","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","34","even","no","no","NA","9085","2975","2978","7596","9057","9057","NA","NA","40715","57510","36299","18026","37997","58014","57507","9086","40715","58014","58554","NA","NA","18026","37926","25431","36296","25431","25431","18026","NA","NA","NA","NA","NA","38000","NA","NA","36803","36803","37426","28409","24377","59054","NA","NA","NA","NA","NA","9089","NA","NA","Orientation_PSA2018","16","15466","18","yes","1024"
