"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SC","correct_Target_response_Prac","correct_Welcome_PP_SC","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","5009","F","F","PP_LIST2.csv","house.jpg","ring.jpg","100","100","904.571428571","904.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","0","0","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","759","NA","NA","759","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","35392","30186","19043","31947","35896","35390","8565","35273","35896","36657","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","37157","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","7","6332","7","yes","1024"
"F","5009","F","F","PP_LIST2.csv","mitten.jpg","needle.jpg","100","100","854.25","854.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","1","1","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","502","NA","NA","502","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","37369","30186","19043","31947","37874","37367","8565","35273","37874","38378","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","38878","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","8","6834","8","yes","1024"
"N","5009","V","H","PP_LIST2.csv","nailV.jpg","nailH.jpg","100","100","852.666666667","852.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","2","2","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","840","NA","NA","840","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","39065","30186","19043","31947","39569","39063","8565","35273","39569","40412","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","40912","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","9","7674","9","yes","1024"
"Y","5009","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","100","100","833.4","833.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","3","3","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","660","NA","NA","660","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","41102","30186","19043","31947","41606","41100","8565","35273","41606","42268","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","42768","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","10","8334","10","yes","1024"
"Y","5009","V","V","PP_LIST2.csv","bowlV.jpg","bowlV.jpg","100","100","812.090909091","812.090909091","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","4","4","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","599","NA","NA","599","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","42950","30186","19043","31947","43455","42948","8565","35273","43455","44057","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","44557","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","11","8933","11","yes","1024"
"F","5009","F","F","PP_LIST2.csv","trmpet.jpg","tapedispenser.jpg","100","100","792","792","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","5","5","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","571","NA","NA","571","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","44727","30186","19043","31947","45231","44725","8565","35273","45231","45804","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","46304","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","12","9504","12","yes","1024"
"Y","5009","H","H","PP_LIST2.csv","scssorH.jpg","scssorH.jpg","100","100","775.538461538","775.538461538","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","6","6","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","578","NA","NA","578","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","46491","30186","19043","31947","46995","46489","8565","35273","46995","47576","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","48076","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","13","10082","13","yes","1024"
"F","5009","F","F","PP_LIST2.csv","tiger.jpg","wndmil.jpg","100","100","761","761","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","7","7","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","572","NA","NA","572","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","48273","30186","19043","31947","48777","48270","8565","35273","48777","49352","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","49852","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","14","10654","14","yes","1024"
"F","5009","F","F","PP_LIST2.csv","sutcse.jpg","pumpkin.jpg","100","100","751.933333333","751.933333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","8","8","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","625","NA","NA","625","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","50025","30186","19043","31947","50530","50023","8565","35273","50530","51157","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","51657","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","15","11279","15","yes","1024"
"N","5009","V","H","PP_LIST2.csv","pencilV.jpg","pencilH.jpg","100","100","742.8125","742.8125","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","11/20/19 15:36:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","D:\TWN001","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","no","768","no","legacy","9","9","1","5","TWN001_PP_35.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","J","NA","NA","NA","NA","NA","space","NA","NA","606","NA","NA","606","NA","NA","NA","NA","NA","3306","NA","NA","688","NA","NA","NA","NA","NA","10459","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","35","odd","no","no","NA","8564","2600","2604","7035","8542","8542","NA","NA","35273","51837","30186","19043","31947","52341","51834","8565","35273","52341","52950","NA","NA","19043","31880","19073","30184","19073","19073","19043","NA","NA","NA","NA","NA","31950","NA","NA","30690","30690","31380","21836","NA","53450","NA","NA","NA","NA","NA","8567","NA","NA","Orientation_PSA2018","16","11885","16","yes","1024"
