Batch,Result ID,identifier,lang_prof,gender,birth_year
ARE_001,4389,rdc8pj770,33,x,xx
ARE_002,4421,mhfma4qvt,67,1,96
ARE_002,4422,qsr92nfzr,67,1,96
ARE_001,4423,bpt1udfg3,100,x,xx
ARE_001,4430,tcvltj0o6,100,x,xx
BRA_003,4436,x0r12570q,100,2,88
ARE_001,4444,l960t6muh,33,x,xx
ARE_001,4445,upp7cm2im,33,x,xx
ARE_002,4449,5k3levinf,100,1,xx
NGA_001,4456,zk4kf0b46,67,NA,01
ARE_001,4457,o1vrs5pe8,33,x,xx
BRA_003,4458,qidxlnpdx,100,1,90
ARE_002,4462,s3p2gogcn,100,1,93
ARE_001,4463,qr120awev,33,x,xx
ARE_002,4464,ftqm1dhvc,33,2,99
BRA_003,4466,uaa3msx4q,100,2,84
BRA_003,4469,i9pn2xuwo,100,1,92
ARE_001,4470,smijw4z8g,33,x,xx
ARE_001,4471,b93gq99mb,67,x,xx
BRA_003,4473,pt1ibra46,100,1,99
ARE_001,4480,ifyslaomj,67,x,xx
ARE_001,4482,m4yxjhh5s,67,x,xx
ARE_001,4484,19x2cx8ye,67,x,xx
ARE_001,4485,ao9s8yofe,67,x,xx
BRA_003,4488,zlrxtt28w,100,1,87
ARE_001,4499,928zw5zao,67,x,xx
ARE_001,4500,z3ym46p5t,67,x,xx
BRA_003,4501,jy8rc0zrn,100,1,90
BRA_003,4502,zh2ltajgm,100,1,91
NGA_001,4503,nmh2owdqv,100,2,99
NGA_001,4508,wplcwv8up,100,1,96
NGA_001,4514,0dvjrcc3s,100,1,99
NGA_001,4515,p2gg37tsu,100,1,00
NGA_001,4517,lcyxtimt7,100,1,99
NGA_001,4523,v1sfsh175,100,1,98
NGA_001,4526,dg0pkgq90,67,2,91
NGA_001,4529,u37gxsu3a,100,1,88
NGA_001,4530,0niyof2oj,67,1,19
NGA_001,4539,1hp9byxhk,100,2,96
BRA_003,4543,ntjcxsay1,67,1,93
BRA_003,4546,2nd9z2x7l,100,1,98
ARE_001,4547,pg4xfdw1m,67,x,xx
BRA_003,4548,f4381cx0x,100,1,99
ARE_001,4549,yukj12ht6,67,x,xx
ARE_001,4554,jox3rxxd6,67,x,xx
BRA_003,4563,8tby2jnvt,100,1,88
BRA_003,4564,epcloxbbt,67,2,91
ARE_001,4567,86179tpc8,100,x,xx
NGA_001,4568,1audy6tuy,100,1,99
NGA_001,4569,jl362ccq7,100,NA,19
NGA_001,4570,dx7gscvd1,67,1,96
NGA_001,4571,nq67agzmh,100,1,96
NGA_001,4573,fxr6eeoea,67,NA,99
NGA_001,4574,leqbx9p1x,100,2,99
NGA_001,4575,0msodeunz,100,2,01
NGA_001,4576,vjvhe5e98,100,2,01
NOR_002,4587,91jb29ugr,100,1,95
NGA_001,4588,0vf17jh3a,67,1,96
NGA_001,4589,9qri535jt,100,1,99
NGA_001,4592,8p25q64p8,100,2,93
NGA_001,4593,r4pnh880e,67,1,97
NGA_001,4596,g7gmxapwt,100,1,96
NGA_001,4620,h49lsi2xq,100,2,29
ARE_001,4622,jej73qxf6,33,x,xx
ARE_001,4625,crxzawqx0,33,x,xx
NGA_001,4645,waharjtcq,100,2,96
NGA_001,4647,77w51647h,67,2,96
NGA_001,4648,xfp01kg35,100,2,94
NGA_001,4653,1mydj8bfh,100,2,01
NGA_001,4657,kk1ih7alf,100,1,99
NGA_001,4660,cfkl1px8y,100,1,"NA1"
NGA_001,4661,z1za9nlaw,67,2,97
NGA_001,4662,zoy5hf1h0,100,2,96
NGA_001,4663,t3ur8oo0r,67,2,97
NGA_001,4666,8ly1kanem,100,1,18
NGA_001,4667,99q7769ht,100,NA,01
NGA_001,4668,h1v0p1ga9,67,1,92
NGA_001,4669,n3u0q8iv1,100,2,02
NGA_001,4670,9hs1ed1he,100,1,95
NGA_001,4671,17c1olzwm,67,NA,96
NGA_001,4672,0lu2rxvmv,67,1,98
NGA_001,4673,3cimw3c1z,67,2,95
NGA_001,4674,uz1cqjry7,100,1,97
NGA_001,4675,7aw6ub15j,100,3,88
NGA_001,4677,8d4keo23v,100,2,96
NOR_002,4678,peo0236t7,100,1,99
NGA_001,4679,27z3x4be1,100,1,98
BRA_003,4680,twvvlmr3b,100,1,94
NGA_001,4681,nmww1wqai,100,2,98
NGA_001,4682,4fn4ptf17,100,2,99
NGA_001,4683,u1qxtbnv9,100,2,98
ARE_001,4684,dn9ypyicj,67,x,xx
NGA_001,4685,dpd0lq09q,67,2,96
NGA_001,4686,feze7vyub,100,1,95
NGA_001,4687,rmaxs0ugh,100,1,02
ARE_001,4688,d449xm6fp,67,x,xx
TWN_002,4711,mbzah1xd6,100,2,99
TWN_002E,4718,gddywh7xb,100,2,00
TWN_002,4726,48pvzejs5,67,2,02
TWN_002E,4730,jc7lrwszw,100,kp2,98
TWN_002,4731,yopky0vyl,100,2,02
TWN_002,4736,y19f9zxvk,100,2,00
TWN_002,4745,v6z3n1npa,67,2,01
TWN_002E,4772,7f5kezz79,100,1,00
TWN_002,4777,fzb6jtc82,67,2,00
TWN_002,4826,gxmm8vw57,100,2,01
TWN_002,4827,waepfztqi,100,1,01
TWN_002E,4831,33e7dm9da,67,2,99
TWN_002E,4856,momol4vz5,100,2,00
TWN_002,4868,bbhklun0a,67,1,02
TWN_002E,4872,v5vt9332z,67,1,02
TWN_002,4875,u56wbecrp,67,2,01
TWN_002,4878,cs43j2yn5,67,2,99
TWN_002E,4879,scfip9mg8,100,2,00
TWN_002,4884,wph6265e7,100,2,00
TWN_002,4885,w2ctkjzcp,100,3,01
TWN_002,4888,apntp9dv8,100,kp2,00
TWN_002,4889,sw9yapgev,100,x,xx
TWN_002,4891,0xpn3wz1q,67,2,xx
TWN_002,4895,4645fizw0,67,2,02
TWN_002,4899,lcjtxqrcx,100,1,98
TWN_002,4901,4vhl6imw3,67,2,00
ARE_001,4903,tx66s5ffc,100,x,xx
TWN_002,4905,42d8p6akd,100,1,00
TWN_002,4909,oz3mcdzhy,100,2,01
TWN_002E,4913,ohg9kl5z1,100,2,01
TWN_002,4917,0syyq3901,100,2,98
TWN_002,4922,klbpqpuzz,100,kp2,99
TWN_002E,4927,ubn8b41xz,67,1,00
TWN_002E,4929,u1g7isshz,100,1,99
BRA_003,4933,3uc7eotsz,67,1,82
TWN_002,4934,9zatijjnl,67,1,00
ARE_001,4935,6rtj3u724,100,x,xx
ARE_001,4936,hr5dmz8lg,33,x,xx
ARE_001,4937,axhy5v38o,67,x,xx
NOR_002,4938,7nghpc4tn,67,1,95
TWN_002,4939,d73ok7eh8,100,1,01
TWN_002E,4944,l8t0dgdmy,67,1,98
TWN_002,4962,1am1wjngx,100,1,99
TWN_002,4969,pelxr1vt3,100,2,xx
TWN_002,4970,77jn2gsme,100,kp2,98
TWN_002,4975,n47knb15v,67,1,99
TWN_002,4982,lxjn765fe,100,1,99
TWN_002,4995,9csvtsx93,100,2,01
TWN_002,4997,nbwwcbxs8,67,kp1,xx
TWN_002,5000,kv4weym5p,100,2,99
TWN_002,5002,gjhpp8f9l,67,1,02
ARE_001,5003,dr7rcxzf9,100,x,xx
ARE_001,5008,wc4nnp3b2,33,x,xx
ARE_001,5022,0vh8mwtu5,67,x,xx
TWN_002,5026,c5ct27rxm,67,1,xx
TWN_002,5032,qhdi6cgwt,100,2,98
TWN_002,5033,xal3j57y4,67,1,xx
TWN_002,5038,95e11sxkp,67,2,99
TWN_002,5040,lcsf77mu6,100,1,99
ARE_001,5045,edp31iuhu,67,x,xx
ARE_001,5046,mwthd0sqt,67,x,xx
TWN_002,5048,4sd6xy6xj,100,kp1,02
TWN_002E,5053,1lhl0ckhs,100,1,01
TWN_002,5054,dmd16n2yh,100,2,00
TWN_002,5060,3log84bk8,100,kp2,00
TWN_002,5061,8x2tvmx4h,100,1,00
TWN_002,5067,oq22xez3h,100,kp2,00
TWN_002,5070,53s2re2uk,100,kp2,9x
TWN_002,5071,1dxaonbs3,100,2,00
TWN_002,5075,9y12c0x0x,67,1,01
TWN_002,5079,2yy6vk2bm,100,2,00
TWN_002,5080,lyoojsknm,33,2,00
TWN_002,5083,5ukeikwsy,100,2,xx
TWN_002,5084,r5itprq8p,100,1,99
TWN_002,5099,4qv470g49,67,kp2,01
BRA_003,5104,unve971li,67,1,84
BRA_003,5117,m9qfja4i7,100,2,98
TWN_002,5125,h7vxlykuy,100,1,99
TWN_002,5136,cfemobu0h,100,kp1,02
TWN_002,5140,0fg1l2uc2,67,2,01
TWN_002,5155,mhsdjyhcf,100,1,01
BRA_003,5157,16k1o2kp6,100,1,96
BRA_003,5158,vnoszw7ec,100,1,99
TWN_002,5159,mfpquuaio,100,1,97
BRA_003,5160,uma3zwuzv,67,1,82
BRA_003,5161,cqik420k4,100,1,99
BRA_003,5163,0hsxqufj7,100,1,91
BRA_003,5164,b4we5jnr4,100,1,96
BRA_003,5168,h7uyxwacw,67,1,97
BRA_003,5170,rzei2tx48,100,2,99
BRA_003,5173,kjvbtcgm2,100,3,02
BRA_003,5205,qqm1lcaiy,100,1,99
BRA_003,5225,7hb65tayx,67,1,82
BRA_003,5227,nn06x1v0b,100,1,81
BRA_003,5231,alk2yuu9z,67,1,02
BRA_003,5232,n842g2l17,67,2,96
BRA_003,5237,qt5kq2z3b,67,2,93
NOR_002,5243,ox5gnuxtg,33,1,98
NOR_002,5245,1v1s7ja48,100,1,99
NOR_002,5249,4qmd55943,67,2,92
BRA_003,5250,hy2ahdek7,100,1,55
BRA_003,5252,mpae8cj0s,100,2,95
BRA_003,5272,u5sleoq1i,100,1,80
BRA_003,5279,vrss9c8v9,67,1,78
BRA_003,5299,jiz1hsrrn,100,1,90
NOR_002,5312,lw33jkp7o,100,1,95
BRA_003,5314,glb9gov5r,100,1,73
BRA_003,5323,mulizdwjm,100,2,95
NOR_002,5324,b8f8x3raj,100,1,99
BRA_003,5325,lozb3yas9,100,1,95
BRA_003,5336,qc2s0lffx,100,2,88
BRA_003,5341,463zwz34a,100,1,91
BRA_003,5356,ajntrians,100,1,93
BRA_003,5366,n74o2c9cc,100,1,91
BRA_003,5374,pven4fybc,100,1,72
BRA_003,5375,ggkspqqs7,100,1,96
BRA_003,5383,bw6cuiigi,100,1,84
