"ID","N","BF"
1,1,1
2,1,1
3,3,0.97020432876585
4,4,1.64313233682453
5,5,2.94197999860742
6,6,0.526978010219082
7,7,0.730834785069779
8,8,1.19526883485507
9,9,1.10275827511664
10,10,1.81111375753596
11,11,1.63136880406941
12,12,2.73292849081663
13,13,3.77322816950686
14,14,6.73000735991702
15,15,0.880519456750818
16,16,0.640651930248154
17,17,0.617428006068512
18,18,0.543923492559887
19,19,0.454700926331796
20,20,0.472693725151046
21,21,0.549688915196463
22,22,0.671675931983069
23,23,0.285933145501425
24,24,0.313049496918474
25,25,0.345279017375742
26,26,0.312457412021796
27,27,0.196549617432838
28,28,0.184899523843423
29,29,0.157076317088715
30,30,0.133387152611149
31,31,0.133730268013126
32,32,0.111959977644879
33,33,0.148965983145765
34,34,0.151244721121282
35,35,0.151636724305292
36,36,0.143345325059385
37,37,0.118419947444105
38,38,0.107811294927001
39,39,0.106921254500195
40,40,0.123520893669695
41,41,0.112967373724014
42,42,0.104761341981038
43,43,0.114065622613199
44,44,0.113242933067468
45,45,0.0975767779232275
46,46,0.101037119498527
47,47,0.0944933777402082
48,48,0.0878277177789263
49,49,0.0829801717189182
50,50,0.0818911543396816
51,51,0.0859174593973952
52,52,0.0848141640390367
53,53,0.0833097978429756
54,54,0.0868600860727145
55,55,0.088003312921999
56,56,0.0857329953349137
57,57,0.0820855902673666
58,58,0.0834300054332644
59,59,0.0794163588174139
60,60,0.0845127328045442
61,61,0.0824770650375901
62,62,0.0785698459256249
63,63,0.0675970542527547
64,64,0.0665912292375105
65,65,0.0808581639226955
66,66,0.077999162440898
67,67,0.0693490144811061
68,68,0.0709629099561619
69,69,0.0633076269258789
70,70,0.0623258695248997
71,71,0.0587296714763399
72,72,0.0578042650031717
73,73,0.0552809836255121
74,74,0.0565610749728522
75,75,0.0632197951551704
76,76,0.0580515708271437
77,77,0.0585571098838989
78,78,0.0579782492040368
79,79,0.0582104441373366
80,80,0.0567861172964336
81,81,0.0511777972642671
82,82,0.0559986635437726
83,83,0.0538580328659688
84,84,0.0517320662314657
85,85,0.0549332277155167
86,86,0.0474959951149252
87,87,0.0487048438957632
88,88,0.0568193144947279
89,89,0.0524925250448488
90,90,0.0509270313326551
91,91,0.0510456358604791
92,92,0.0543336532170981
93,93,0.0538336159947465
94,94,0.0540777219598419
95,95,0.053104930556402
96,96,0.0548298489811087
97,97,0.0536578976632976
98,98,0.0518876782352268
99,99,0.0540987675543489
100,100,0.0538178394839771
