"Identical","LAB_SEED","Match","Orientation","Orientation1","Orientation2","PPList","Picture1","Picture2","Probe","Target","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","1069","NA","NA","F","F","PP_LIST1.csv","ring.jpg","stove.jpg","NA","NA","100","100","770","770","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","0","0","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","797","NA","NA","797","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","40341","33205","23898","35094","40842","40340","7504","40210","40842","41641","NA","NA","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","42141","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","7","5390","7","yes","1024"
"F","1069","NA","NA","F","F","PP_LIST1.csv","sutcse.jpg","pumpkin.jpg","NA","NA","100","100","755.625","755.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","1","1","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","655","NA","NA","655","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","42243","33205","23898","35094","42744","42241","7504","40210","42744","43401","NA","NA","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","43901","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","8","6045","8","yes","1024"
"Y","1069","NA","NA","H","H","PP_LIST1.csv","batH.jpg","batH.jpg","NA","NA","100","100","743.777777778","743.777777778","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","2","2","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","649","NA","NA","649","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","44009","33205","23898","35094","44510","44007","7504","40210","44510","45160","NA","NA","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","45661","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","9","6694","9","yes","1024"
"Y","1069","NA","NA","V","V","PP_LIST1.csv","fire_extinguisherV.jpg","fire_extinguisherV.jpg","NA","NA","100","100","756.4","756.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","3","3","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","870","NA","NA","870","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","45762","33205","23898","35094","46264","45760","7504","40210","46264","47136","NA","NA","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","47636","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","7564","10","yes","1024"
"N","1069","NA","NA","H","V","PP_LIST1.csv","pencilH.jpg","pencilV.jpg","NA","NA","90.9090909091","90.9090909091","775.454545455","775.454545455","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","4","4","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","966","NA","NA","966","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","47756","33205","23898","35094","48257","47754","7504","40210","48257","47136","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","49725","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","8530","11","yes","1024"
"N","1069","NA","NA","H","V","PP_LIST1.csv","ironH.jpg","ironV.jpg","NA","NA","91.6666666667","91.6666666667","778.833333333","778.833333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","5","5","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","816","NA","NA","816","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","49818","33205","23898","35094","50319","49816","7504","40210","50319","51137","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","51637","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","11","9346","12","yes","1024"
"Y","1069","NA","NA","H","H","PP_LIST1.csv","bowlH.jpg","bowlH.jpg","NA","NA","92.3076923077","92.3076923077","766.538461538","766.538461538","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","6","6","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","619","NA","NA","619","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","51735","33205","23898","35094","52236","51733","7504","40210","52236","52857","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","53357","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","12","9965","13","yes","1024"
"Y","1069","NA","NA","H","H","PP_LIST1.csv","bookH.jpg","bookH.jpg","NA","NA","92.8571428571","92.8571428571","765.5","765.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","7","7","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","752","NA","NA","752","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","53465","33205","23898","35094","53966","53463","7504","40210","53966","54720","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","55220","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","13","10717","14","yes","1024"
"Y","1069","NA","NA","V","V","PP_LIST1.csv","clothespinV.jpg","clothespinV.jpg","NA","NA","93.3333333333","93.3333333333","775.4","775.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","8","8","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","914","NA","NA","914","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","55320","33205","23898","35094","55821","55318","7504","40210","55821","56737","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","57237","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","14","11631","15","yes","1024"
"F","1069","NA","NA","F","F","PP_LIST1.csv","skirt.jpg","tlphon.jpg","NA","NA","93.75","93.75","807.5","807.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","09/27/19 14:14:37","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","9","9","1","5","H:/Research/PSA002003/GBR_006_PP_032.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","1289","NA","NA","1289","NA","5104","NA","NA","NA","NA","NA","NA","861","NA","16381","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","32","even","no","no","NA","7504","2355","2359","5733","7491","7491","NA","NA","40210","57337","33205","23898","35094","57838","57334","7504","40210","57838","59129","NA","49225","23899","35068","23915","33203","23915","23915","23899","NA","35095","NA","NA","NA","NA","NA","NA","33706","33706","34568","NA","NA","59629","NA","7506","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","15","12920","16","yes","1024"
