"Identical","LAB_SEED","Match","Orientation","Orientation1","Orientation2","PPList","Picture1","Picture2","Probe","Target","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","1069","NA","NA","F","F","PP_LIST4.csv","ring.jpg","stove.jpg","NA","NA","100","100","585.428571429","585.428571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","0","0","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","407","NA","NA","407","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","49646","41961","33636","43621","50147","49644","6143","49570","50147","50555","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","51055","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","7","4098","7","yes","1024"
"F","1069","NA","NA","F","F","PP_LIST4.csv","sutcse.jpg","pumpkin.jpg","NA","NA","100","100","566.375","566.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","1","1","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","433","NA","NA","433","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","51116","41961","33636","43621","51617","51114","6143","49570","51617","52052","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","52552","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","8","4531","8","yes","1024"
"N","1069","NA","NA","V","H","PP_LIST4.csv","batV.jpg","batH.jpg","NA","NA","100","100","568.222222222","568.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","2","2","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","583","NA","NA","583","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","52614","41961","33636","43621","53115","52612","6143","49570","53115","53700","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","54200","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","9","5114","9","yes","1024"
"Y","1069","NA","NA","H","H","PP_LIST4.csv","fire_extinguisherH.jpg","fire_extinguisherH.jpg","NA","NA","100","100","570.9","570.9","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","3","3","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","595","NA","NA","595","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","54258","41961","33636","43621","54759","54256","6143","49570","54759","55356","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","55856","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","5709","10","yes","1024"
"Y","1069","NA","NA","V","V","PP_LIST4.csv","pencilV.jpg","pencilV.jpg","NA","NA","100","100","577","577","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","4","4","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","638","NA","NA","638","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","55911","41961","33636","43621","56412","55909","6143","49570","56412","57052","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","57552","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","11","6347","11","yes","1024"
"Y","1069","NA","NA","V","V","PP_LIST4.csv","ironV.jpg","ironV.jpg","NA","NA","100","100","571.583333333","571.583333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","5","5","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","512","NA","NA","512","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","57605","41961","33636","43621","58106","57603","6143","49570","58106","58620","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","59120","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","12","6859","12","yes","1024"
"N","1069","NA","NA","V","H","PP_LIST4.csv","bowlV.jpg","bowlH.jpg","NA","NA","100","100","560.307692308","560.307692308","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","6","6","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","425","NA","NA","425","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","59180","41961","33636","43621","59681","59177","6143","49570","59681","60108","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","60608","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","13","7284","13","yes","1024"
"N","1069","NA","NA","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","NA","NA","100","100","551.928571429","551.928571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","7","7","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","443","NA","NA","443","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","60682","41961","33636","43621","61183","60680","6143","49570","61183","61628","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","62128","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","14","7727","14","yes","1024"
"Y","1069","NA","NA","H","H","PP_LIST4.csv","clothespinH.jpg","clothespinH.jpg","NA","NA","100","100","548.666666667","548.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","8","8","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","503","NA","NA","503","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","62190","41961","33636","43621","62691","62188","6143","49570","62691","63196","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","63696","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","15","8230","15","yes","1024"
"F","1069","NA","NA","F","F","PP_LIST4.csv","skirt.jpg","tlphon.jpg","NA","NA","100","100","544.9375","544.9375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","9","9","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","489","NA","NA","489","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","63764","41961","33636","43621","64265","63761","6143","49570","64265","64756","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","65256","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","16","8719","16","yes","1024"
"N","1069","NA","NA","H","V","PP_LIST4.csv","tireH.jpg","tireV.jpg","NA","NA","100","100","545","545","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","j","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","10","10","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","546","NA","NA","546","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","65315","41961","33636","43621","65816","65313","6143","49570","65816","66363","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","66864","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","17","9265","17","yes","1024"
"F","1069","NA","NA","F","F","PP_LIST4.csv","tiger.jpg","wndmil.jpg","NA","NA","100","100","545.611111111","545.611111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","0","1","undefined","6","f","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","0","0","0","0","09/26/19 11:21:52","no","Matching Tasks","yes","","yes","H:/Research/PSA002003","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","11","11","1","5","H:/Research/PSA002003/GBR_006_PP_021.csv","legacy","no","Jazzy James","3.1.9","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","space","NA","NA","NA","NA","NA","NA","j","NA","space","NA","NA","NA","NA","NA","NA","556","NA","NA","556","NA","5938","NA","NA","NA","NA","NA","NA","636","NA","27480","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","21","odd","no","no","NA","6143","1863","1864","4168","6134","6134","NA","NA","49570","66920","41961","33636","43621","67422","66918","6143","49570","67422","67980","NA","NA","33636","43600","33649","41958","33649","33649","33636","NA","43624","NA","NA","NA","NA","NA","NA","42462","42462","43100","NA","NA","68480","NA","6146","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","18","9821","18","yes","1024"
