"ID","N","BF"
1,1,1
2,1,1
3,3,2.39241918118562
4,4,3.39928181381847
5,5,2.780642823014
6,6,1.82668224780682
7,7,2.94112777400721
8,8,2.2343906232812
9,9,0.440198325375364
10,10,0.280947207873285
11,11,0.399247467095617
12,12,0.381036593444166
13,13,0.531841393341863
14,14,0.548270525570165
15,15,0.462182321597644
16,16,0.503509582493541
17,17,0.472706414248734
18,18,0.435992522642576
19,19,0.367837828917128
20,20,0.466512442085921
21,21,0.486338325853326
22,22,0.633915630809198
23,23,0.812063653476314
25,24,1.31255534066231
26,25,1.21233127752602
29,26,1.62587876216104
30,27,0.566693556810726
31,28,0.709636213255899
32,29,0.892846453602598
33,30,1.21552963314062
34,31,1.47937960942542
36,32,1.48761711863183
37,33,1.30506135888195
38,34,1.56407960908416
39,35,1.19980655430065
40,36,1.27485048282281
41,37,1.12684511609135
42,38,1.50633527101107
43,39,1.24212409020246
44,40,1.46376297567653
45,41,1.12990023023005
46,42,0.847617872567026
47,43,0.931062246192007
48,44,1.17541233574228
49,45,1.1170219395326
50,46,1.0588185870598
51,47,0.865960485240914
