"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"827","2021/03/14 20:45:23","2021/03/14 20:57:27","00:13:22","PSA_002","833","General Multiple","none(none)","FINISHED","none"
"826","2021/03/14 20:40:25","2021/03/14 20:42:28","00:02:59","PSA_002","832","General Multiple","none(none)","FAIL","Experiment aborted by user"
"778","2021/03/12 17:25:40","2021/03/12 17:35:42","00:11:42","PSA_002","784","General Multiple","none(none)","FINISHED","none"
"773","2021/03/12 15:08:38","2021/03/12 15:20:41","00:12:28","PSA_002","779","General Multiple","none(none)","FINISHED","none"
"722","2021/03/10 21:11:47","2021/03/10 21:29:50","00:18:20","PSA_002","728","General Multiple","none(none)","FINISHED","none"
"679","2021/03/09 17:39:06","2021/03/09 17:53:11","00:14:39","PSA_002","685","General Multiple","none(none)","FINISHED","none"
"678","2021/03/09 17:38:51","2021/03/09 17:38:52","00:01:15","PSA_002","684","General Multiple","none(none)","FAIL","Experiment aborted by user"
"649","2021/03/08 14:59:58","2021/03/08 15:00:00","00:00:09","PSA_002","655","General Multiple","none(none)","FAIL","Errors occurred. See log for details."
"639","2021/03/07 22:35:54","2021/03/07 22:49:57","00:15:51","PSA_002","645","General Multiple","none(none)","FINISHED","none"
"615","2021/03/07 01:25:40","2021/03/07 01:33:42","00:08:55","PSA_002","621","General Multiple","none(none)","FINISHED","none"
"614","2021/03/07 00:37:10","2021/03/07 00:47:12","00:11:17","PSA_002","620","General Multiple","none(none)","FINISHED","none"
"588","2021/03/06 04:33:00","2021/03/06 04:57:05","00:24:56","PSA_002","597","General Multiple","none(none)","FINISHED","none"
"587","2021/03/05 22:22:34","2021/03/05 22:34:36","00:13:19","PSA_002","596","General Multiple","none(none)","FINISHED","none"
"557","2021/03/05 15:37:42","2021/03/05 15:37:43","00:00:05","PSA_002","566","General Multiple","none(none)","FAIL","Errors occurred. See log for details."
"510","2021/03/05 04:27:42","2021/03/05 04:37:45","00:10:59","PSA_002","519","General Multiple","none(none)","FINISHED","none"
"509","2021/03/05 04:23:57","2021/03/05 04:25:59","00:02:26","PSA_002","518","General Multiple","none(none)","FAIL","Experiment aborted by user"
"507","2021/03/05 00:47:14","2021/03/05 01:05:19","00:18:06","PSA_002","516","General Multiple","none(none)","FINISHED","none"
"493","2021/03/04 19:40:42","2021/03/04 19:52:44","00:13:17","PSA_002","502","General Multiple","none(none)","FINISHED","none"
"492","2021/03/04 19:37:57","2021/03/04 19:39:59","00:02:02","PSA_002","501","General Multiple","none(none)","FAIL","Experiment aborted by user"
"406","2021/03/04 00:37:38","2021/03/04 00:45:40","00:08:18","PSA_002","415","General Multiple","none(none)","FINISHED","none"
"405","2021/03/04 00:08:17","2021/03/04 00:20:19","00:12:10","PSA_002","414","General Multiple","none(none)","FINISHED","none"
"403","2021/03/03 21:25:44","2021/03/03 21:37:46","00:12:16","PSA_002","412","General Multiple","none(none)","FINISHED","none"
"402","2021/03/03 21:20:16","2021/03/03 21:20:38","00:01:30","PSA_002","411","General Multiple","none(none)","FAIL","It's not allowed to reload this component (ID: 2). Study (ID: 2) is finished."
"401","2021/03/03 19:42:45","2021/03/03 19:52:48","00:11:42","PSA_002","410","General Multiple","none(none)","FINISHED","none"
"399","2021/03/03 19:35:09","2021/03/03 19:41:12","00:06:49","PSA_002","408","General Multiple","none(none)","FAIL","Experiment aborted by user"
"398","2021/03/03 19:31:40","2021/03/03 19:33:42","00:03:39","PSA_002","407","General Multiple","none(none)","FAIL","Experiment aborted by user"
"397","2021/03/03 19:29:37","2021/03/03 19:42:05","00:12:28 (not finished yet)","PSA_002","406","General Multiple","none(none)","DATA_RETRIEVED","none"
"390","2021/03/03 15:31:16","2021/03/03 15:41:18","00:11:54","PSA_002","399","General Multiple","none(none)","FINISHED","none"
"344","2021/03/01 15:47:01","2021/03/01 15:47:03","00:00:20","PSA_002","353","General Multiple","none(none)","FAIL","Experiment aborted by user"
"258","2021/02/27 01:14:10","2021/02/27 01:26:16","00:12:13","PSA_002","277","General Multiple","none(none)","FINISHED","none"
"257","2021/02/27 01:09:09","2021/02/27 01:13:11","00:04:32","PSA_002","276","General Multiple","none(none)","FAIL","Experiment aborted by user"
"256","2021/02/27 01:06:48","2021/02/27 01:18:53","00:12:32","PSA_002","275","General Multiple","none(none)","FINISHED","none"
"255","2021/02/27 00:31:50","2021/02/27 00:31:52","00:00:01 (not finished yet)","PSA_002","274","General Multiple","none(none)","DATA_RETRIEVED","none"
"254","2021/02/27 00:31:15","2021/02/27 00:43:17","00:13:27","PSA_002","273","General Multiple","none(none)","FINISHED","none"
"253","2021/02/26 20:03:57","2021/02/26 20:17:59","00:15:40","PSA_002","272","General Multiple","none(none)","FINISHED","none"
"252","2021/02/26 19:39:27","2021/02/26 19:51:30","00:12:44","PSA_002","271","General Multiple","none(none)","FINISHED","none"
"242","2021/02/26 02:50:05","2021/02/26 02:50:06","00:01:25","PSA_002","261","General Multiple","none(none)","FAIL","Experiment aborted by user"
"241","2021/02/26 01:47:38","2021/02/26 01:59:40","00:13:25","PSA_002","260","General Multiple","none(none)","FINISHED","none"
"235","2021/02/25 20:16:53","2021/02/25 20:28:58","00:12:53","PSA_002","254","General Multiple","none(none)","FINISHED","none"
"231","2021/02/25 19:22:28","2021/02/25 19:24:40","00:02:12 (not finished yet)","PSA_002","250","General Multiple","none(none)","DATA_RETRIEVED","none"
"225","2021/02/25 16:15:28","2021/02/25 16:35:32","00:21:25","PSA_002","244","General Multiple","none(none)","FINISHED","none"
"224","2021/02/25 16:12:43","2021/02/25 16:12:45","00:00:02 (not finished yet)","PSA_002","243","General Multiple","none(none)","DATA_RETRIEVED","none"
"223","2021/02/25 16:06:43","2021/02/25 16:18:46","00:13:01","PSA_002","242","General Multiple","none(none)","FINISHED","none"
"222","2021/02/25 16:06:08","2021/02/25 16:08:10","00:02:01 (not finished yet)","PSA_002","241","General Multiple","none(none)","DATA_RETRIEVED","none"
"221","2021/02/25 16:04:17","2021/02/25 16:04:18","00:01:57","PSA_002","240","General Multiple","none(none)","FINISHED","none"
"210","2021/02/25 00:04:26","2021/02/25 00:14:30","00:10:54","PSA_002","229","General Multiple","none(none)","FINISHED","none"
"208","2021/02/24 01:59:13","2021/02/24 02:11:15","00:12:41","PSA_002","227","General Multiple","none(none)","FINISHED","none"
"207","2021/02/24 00:45:07","2021/02/24 00:53:09","00:08:58","PSA_002","226","General Multiple","none(none)","FINISHED","none"
"206","2021/02/24 00:43:23","2021/02/24 00:43:24","00:01:26","PSA_002","225","General Multiple","none(none)","FINISHED","none"
"205","2021/02/23 20:16:15","2021/02/23 20:30:18","00:15:57","PSA_002","224","General Multiple","none(none)","FINISHED","none"
"197","2021/02/23 06:58:25","2021/02/23 07:10:27","00:13:14","PSA_002","216","General Multiple","none(none)","FINISHED","none"
"196","2021/02/23 06:43:31","2021/02/23 06:45:33","00:02:35","PSA_002","215","General Multiple","none(none)","FAIL","Experiment aborted by user"
"195","2021/02/23 03:41:26","2021/02/23 03:41:27","00:01:38","PSA_002","214","General Multiple","none(none)","FAIL","Experiment aborted by user"
"194","2021/02/23 03:39:32","2021/02/23 03:39:34","00:00:59","PSA_002","213","General Multiple","none(none)","FAIL","It's not allowed to reload this component (ID: 2). Study (ID: 2) is finished."
"193","2021/02/23 03:33:52","2021/02/23 03:33:53","00:01:36","PSA_002","212","General Multiple","none(none)","FAIL","Experiment aborted by user"
"192","2021/02/23 03:31:04","2021/02/23 03:33:06","00:02:11","PSA_002","211","General Multiple","none(none)","FAIL","Experiment aborted by user"
"191","2021/02/23 02:11:54","2021/02/23 02:19:57","00:09:48","PSA_002","210","General Multiple","none(none)","FINISHED","none"
"190","2021/02/23 02:03:18","2021/02/23 02:07:20","00:04:25","PSA_002","209","General Multiple","none(none)","FAIL","Experiment aborted by user"
"189","2021/02/23 00:28:16","2021/02/23 00:40:19","00:12:49","PSA_002","208","General Multiple","none(none)","FINISHED","none"
"186","2021/02/22 20:24:49","2021/02/22 20:38:53","00:15:12","PSA_002","205","General Multiple","none(none)","FINISHED","none"
"185","2021/02/22 17:33:06","2021/02/22 17:43:08","00:10:12","PSA_002","204","General Multiple","none(none)","FINISHED","none"
"184","2021/02/22 17:29:38","2021/02/22 17:29:40","00:01:55","PSA_002","203","General Multiple","none(none)","FINISHED","none"
"183","2021/02/22 15:12:20","2021/02/22 15:12:21","00:00:21","PSA_002","202","General Multiple","none(none)","FAIL","Experiment aborted by user"
"178","2021/02/22 13:40:25","2021/02/22 13:52:36","00:12:11","PSA_002","197","General Multiple","none(none)","FINISHED","none"
"171","2021/02/21 16:33:46","2021/02/21 16:43:48","00:11:40","PSA_002","190","General Multiple","none(none)","FINISHED","none"
"170","2021/02/21 16:25:31","2021/02/21 16:29:34","00:04:02 (not finished yet)","PSA_002","189","General Multiple","none(none)","DATA_RETRIEVED","none"
"168","2021/02/21 02:25:35","2021/02/21 02:39:46","00:14:15","PSA_002","187","General Multiple","none(none)","FINISHED","none"
"126","2021/02/20 00:14:33","2021/02/20 00:26:37","00:12:11","PSA_002","145","General Multiple","none(none)","FINISHED","none"
"125","2021/02/20 00:13:51","2021/02/20 00:27:56","00:14:05 (not finished yet)","PSA_002","144","General Multiple","none(none)","DATA_RETRIEVED","none"
"124","2021/02/19 20:21:08","2021/02/19 20:37:10","00:17:03","PSA_002","143","General Multiple","none(none)","FINISHED","none"
"123","2021/02/19 20:14:27","2021/02/19 20:16:28","00:02:18","PSA_002","142","General Multiple","none(none)","FAIL","Experiment aborted by user"
"122","2021/02/19 19:14:48","2021/02/19 19:26:50","00:12:14","PSA_002","141","General Multiple","none(none)","FINISHED","none"
"121","2021/02/19 01:35:01","2021/02/19 01:45:04","00:10:19","PSA_002","140","General Multiple","none(none)","FINISHED","none"
"118","2021/02/18 18:25:59","2021/02/18 18:38:01","00:14:00","PSA_002","137","General Multiple","none(none)","FINISHED","none"
"104","2021/02/18 00:12:25","2021/02/18 00:22:27","00:10:42","PSA_002","133","General Multiple","none(none)","FINISHED","none"
"103","2021/02/17 22:52:35","2021/02/17 23:04:49","00:13:06","PSA_002","132","General Multiple","none(none)","FINISHED","none"
"102","2021/02/17 16:12:33","2021/02/17 16:26:36","00:14:41","PSA_002","131","General Multiple","none(none)","FINISHED","none"
"101","2021/02/17 16:12:09","2021/02/17 16:12:11","00:00:01 (not finished yet)","PSA_002","130","General Multiple","none(none)","DATA_RETRIEVED","none"
"100","2021/02/17 16:10:03","2021/02/17 16:10:05","00:00:01 (not finished yet)","PSA_002","129","General Multiple","none(none)","DATA_RETRIEVED","none"
"99","2021/02/17 03:17:00","2021/02/17 03:19:11","00:02:36","PSA_002","128","General Multiple","none(none)","FAIL","Experiment aborted by user"
"98","2021/02/17 03:13:41","2021/02/17 03:13:42","00:00:55","PSA_002","127","General Multiple","none(none)","FAIL","Experiment aborted by user"
"97","2021/02/16 01:40:13","2021/02/16 01:48:17","00:09:49","PSA_002","126","General Multiple","none(none)","FINISHED","none"
"96","2021/02/15 21:31:22","2021/02/15 21:43:25","00:12:17","PSA_002","125","General Multiple","none(none)","FINISHED","none"
