"ID","N","BF"
32,1,1
46,1,1
67,3,0.255265060267188
69,4,0.243208437796762
70,5,0.200333733610203
76,6,0.181254274886789
77,7,0.175939584707244
80,8,0.159616949167749
81,9,0.135139642209542
82,10,0.136235418022493
83,11,0.125506824046092
84,12,0.347095153051897
85,13,0.297646451432399
86,14,0.279570955597748
95,15,0.287581628716705
96,16,0.297900739737807
97,17,0.282994594134972
102,18,0.278476244916983
103,19,0.251031584340459
104,20,0.229904316061831
118,21,0.210106690047624
121,22,0.190279288898407
122,23,0.185188992502223
124,24,0.180465821474433
126,25,0.163688389834723
168,26,0.162771534775164
171,27,0.166841073012368
178,28,0.167150609418134
185,29,0.167203757884172
186,30,0.175554462413685
189,31,0.167858019796535
191,32,0.15152330323907
197,33,0.132013827288611
205,34,0.122450168247519
207,35,0.118895161872616
208,36,0.103269518296846
210,37,0.102188510699536
223,38,0.094857237922277
225,39,0.089823079371519
235,40,0.0876822820107168
241,41,0.0879293427321292
252,42,0.085029311453821
253,43,0.0821056594603723
254,44,0.0821726284914388
256,45,0.0785981658917944
258,46,0.0799988673499106
390,47,0.0798442035664741
401,48,0.0801776319296695
403,49,0.0775855439861518
405,50,0.0770576902505037
406,51,0.0753541368566183
493,52,0.0719788416672563
507,53,0.0768164488057966
510,54,0.0776863832932482
587,55,0.0783874081718245
588,56,0.0810014502454109
614,57,0.0806855190766426
615,58,0.0760046687684344
639,59,0.0750978312505122
679,60,0.0764744439329663
722,61,0.0724218187636088
773,62,0.0742334730189306
778,63,0.0768362656987126
827,64,0.0755618792731212
