"ID","N","BF"
4456,1,1
4503,1,1
4508,3,1.15813308161838
4514,4,0.490469579971431
4515,5,0.413104083019889
4517,6,0.394267979454688
4523,7,0.471884544560861
4526,8,0.779973074491252
4529,9,0.677749683105708
4530,10,1.14387591667358
4539,11,1.24968095377273
4568,12,1.71824346821691
4569,13,2.5425484629964
4570,14,1.76918995386081
4571,15,1.53299636579987
4573,16,1.75012813926876
4574,17,1.08608506918089
4575,18,1.7713843449973
4576,19,1.69601711951525
4588,20,1.23870462317697
4589,21,1.21771419990483
4592,22,1.23349635620566
4593,23,1.26958237966549
4596,24,1.39009247858342
4620,25,1.38910344090459
4645,26,1.3907978410639
4647,27,1.49341151417308
4648,28,1.46042905504587
4653,29,1.61735905171919
4657,30,1.6429568597134
4660,31,1.90056367216506
4661,32,1.74225278457691
4662,33,1.86968447514253
4663,34,3.14140819755105
4666,35,3.55435141849819
4667,36,4.27671380079931
4668,37,3.47880494099547
4669,38,2.63047197496423
4670,39,2.64519624930162
4671,40,2.14880042497109
4672,41,2.4129811636511
4673,42,2.24130666188812
4674,43,1.94608099203439
4675,44,1.8856486076782
4677,45,1.83523712669449
4679,46,2.04699088870618
4681,47,2.08720886194394
4682,48,1.93310097962454
4683,49,1.96131326322789
4685,50,1.66436394935926
4686,51,1.50413149069766
4687,52,1.59512783718379
