"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","7236","F","F","PP_LIST1.csv","skirt.jpg","tlphon.jpg","77.7777777778","77.7777777778","1156.88888889","1156.88888889","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","0","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","886","NA","NA","886","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","47656","42477","25076","44636","48161","47654","10489","47517","48161","49049","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","49549","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","7","10412","9","yes","1024"
"F","7236","F","F","PP_LIST1.csv","wndmil.jpg","mitten.jpg","80","80","1118.6","1118.6","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","7","0","0","1","1","0","0","1","1","1","1","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","1","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","774","NA","NA","774","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","49847","42477","25076","44636","50352","49845","10489","47517","50352","51128","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","51628","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","8","11186","10","yes","1024"
"F","7236","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","81.8181818182","81.8181818182","1088.81818182","1088.81818182","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","7","0","0","2","2","0","0","2","2","2","2","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","2","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","791","NA","NA","791","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","51838","42477","25076","44636","52343","51836","10489","47517","52343","53137","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","53637","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","9","11977","11","yes","1024"
"F","7236","F","F","PP_LIST1.csv","wrench.jpg","piano.jpg","83.3333333333","83.3333333333","1065.66666667","1065.66666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","7","0","0","3","3","0","0","3","3","3","3","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","3","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","811","NA","NA","811","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","53826","42477","25076","44636","54331","53824","10489","47517","54331","55144","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","55644","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","10","12788","12","yes","1024"
"F","7236","F","F","PP_LIST1.csv","pumpkin.jpg","trmpet.jpg","84.6153846154","84.6153846154","1044.15384615","1044.15384615","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","7","0","0","4","4","0","0","4","4","4","4","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","4","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","786","NA","NA","786","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","55827","42477","25076","44636","56331","55825","10489","47517","56332","57121","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","57621","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","11","13574","13","yes","1024"
"Y","7236","V","V","PP_LIST1.csv","brushV.jpg","brushV.jpg","85.7142857143","85.7142857143","1026.07142857","1026.07142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","7","0","0","5","5","0","0","5","5","5","5","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","5","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","791","NA","NA","791","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","57830","42477","25076","44636","58335","57828","10489","47517","58335","59129","NA","NA","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","59629","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","12","14365","14","yes","1024"
"N","7236","H","V","PP_LIST1.csv","glassH.jpg","glassV.jpg","80","80","1017.8","1017.8","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","7","0","0","6","6","0","0","6","6","6","6","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","6","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","902","NA","NA","902","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","59823","42477","25076","44636","60328","59821","10489","47517","60328","59129","NA","61233","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","61733","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","12","15267","15","yes","1024"
"Y","7236","H","H","PP_LIST1.csv","bottleH.jpg","bottleH.jpg","81.25","81.25","1010.375","1010.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","7","0","0","7","7","0","0","7","7","7","7","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","899","NA","NA","899","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","61914","42477","25076","44636","62419","61912","10489","47517","62419","63320","NA","61233","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","63820","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","13","16166","16","yes","1024"
"Y","7236","V","V","PP_LIST1.csv","fire_extinguisherV.jpg","fire_extinguisherV.jpg","82.3529411765","82.3529411765","991","991","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","7","0","0","8","8","0","0","8","8","8","8","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","8","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","681","NA","NA","681","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","64027","42477","25076","44636","64533","64026","10489","47517","64533","65216","NA","61233","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","65717","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","14","16847","17","yes","1024"
"N","7236","H","V","PP_LIST1.csv","pencilH.jpg","pencilV.jpg","83.3333333333","83.3333333333","978.777777778","978.777777778","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","7","0","0","9","9","0","0","9","9","9","9","0","7","2","7","2","2","0","0","0","0","0","0","0","0","0","7","7","7","7","7","9","0","0","0","0","0","0","0","0","11/19/19 13:55:36","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","3","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_4","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","J","NA","NA","NA","NA","NA","NA","NA","space","771","NA","NA","771","NA","NA","NA","NA","NA","NA","NA","2864","1088","NA","NA","NA","NA","NA","NA","NA","14572","2","legacy","no","1024","2","48000","-16","EXP","0","even","no","yes","NA","10489","3439","3439","8764","10474","10474","NA","NA","47517","65931","42477","25076","44636","66436","65929","10489","47517","66436","67209","NA","61233","25076","44573","32367","42475","32367","32367","25076","NA","NA","NA","NA","NA","NA","NA","44638","42982","42982","44073","31820","31315","67709","NA","NA","NA","NA","NA","NA","NA","10491","Orientation_PSA2018","15","17618","18","yes","1024"
