"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","7236","V","V","PP_LIST2.csv","bookV.jpg","bookV.jpg","87.5","87.5","848","848","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","611","NA","NA","611","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","60527","56407","43633","58120","61032","60525","7205","60401","61032","61645","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","62145","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","7","6784","8","yes","1024"
"N","7236","H","V","PP_LIST2.csv","crayonH.jpg","crayonV.jpg","88.8888888889","88.8888888889","815.444444444","815.444444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","555","NA","NA","555","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","62368","56407","43633","58120","62873","62366","7205","60401","62873","63430","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","63930","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","8","7339","9","yes","1024"
"F","7236","F","F","PP_LIST2.csv","wrench.jpg","piano.jpg","90","90","786","786","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","521","NA","NA","521","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","64113","56407","43633","58120","64618","64111","7205","60401","64618","65141","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","65641","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","9","7860","10","yes","1024"
"F","7236","F","F","PP_LIST2.csv","ftball.jpg","nut.jpg","90.9090909091","90.9090909091","769.181818182","769.181818182","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","601","NA","NA","601","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","65801","56407","43633","58120","66306","65799","7205","60401","66306","66909","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","67409","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","10","8461","11","yes","1024"
"N","7236","V","H","PP_LIST2.csv","nailV.jpg","nailH.jpg","91.6666666667","91.6666666667","753.333333333","753.333333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","579","NA","NA","579","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","67574","56407","43633","58120","68080","67573","7205","60401","68080","68661","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","69161","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","11","9040","12","yes","1024"
"N","7236","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","92.3076923077","92.3076923077","737.076923077","737.076923077","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","542","NA","NA","542","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","69333","56407","43633","58120","69838","69331","7205","60401","69838","70382","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","70882","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","12","9582","13","yes","1024"
"F","7236","F","F","PP_LIST2.csv","mitten.jpg","needle.jpg","92.8571428571","92.8571428571","728","728","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","610","NA","NA","610","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","71048","56407","43633","58120","71553","71046","7205","60401","71553","72165","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","72665","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","13","10192","14","yes","1024"
"F","7236","F","F","PP_LIST2.csv","tlphon.jpg","knife.jpg","93.3333333333","93.3333333333","725.933333333","725.933333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","697","NA","NA","697","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","72849","56407","43633","58120","73354","72847","7205","60401","73354","74053","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","74553","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","14","10889","15","yes","1024"
"N","7236","V","H","PP_LIST2.csv","ironV.jpg","ironH.jpg","93.75","93.75","721.5","721.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","655","NA","NA","655","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","74747","56407","43633","58120","75252","74745","7205","60401","75252","75909","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","76409","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","15","11544","16","yes","1024"
"Y","7236","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","94.1176470588","94.1176470588","709.588235294","709.588235294","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","12/02/19 13:12:13","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_46","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","519","NA","NA","519","NA","NA","NA","NA","NA","NA","NA","2265","647","NA","NA","NA","NA","NA","NA","NA","36413","2","legacy","no","1024","2","48000","-16","EXP","46","even","no","yes","NA","7205","3319","3319","5959","7190","7190","NA","NA","60401","76595","56407","43633","58120","77100","76593","7205","60401","77100","77621","NA","NA","43633","58057","47310","56405","47310","47309","43633","NA","NA","NA","NA","NA","NA","NA","58122","56908","56908","57557","46761","46256","78121","NA","NA","NA","NA","NA","NA","NA","7207","Orientation_PSA2018","16","12063","17","yes","1024"
