"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","7236","H","V","PP_LIST3.csv","bookH.jpg","bookV.jpg","87.5","87.5","867","867","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","1038","NA","NA","1038","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","33030","28342","15786","29932","33533","33028","8158","32890","33534","34574","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","35074","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","7","6936","8","yes","1024"
"N","7236","V","H","PP_LIST3.csv","crayonV.jpg","crayonH.jpg","88.8888888889","88.8888888889","831.666666667","831.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","549","NA","NA","549","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","35328","28342","15786","29932","35831","35326","8158","32890","35831","36382","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","36882","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","8","7485","9","yes","1024"
"F","7236","F","F","PP_LIST3.csv","wrench.jpg","piano.jpg","90","90","816.1","816.1","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","676","NA","NA","676","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","37030","28342","15786","29932","37535","37028","8158","32890","37536","38215","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","38715","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","9","8161","10","yes","1024"
"F","7236","F","F","PP_LIST3.csv","ftball.jpg","nut.jpg","90.9090909091","90.9090909091","822.636363636","822.636363636","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","888","NA","NA","888","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","39269","28342","15786","29932","39772","39267","8158","32890","39772","40662","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","41162","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","10","9049","11","yes","1024"
"Y","7236","H","H","PP_LIST3.csv","nailH.jpg","nailH.jpg","91.6666666667","91.6666666667","791.833333333","791.833333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","453","NA","NA","453","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","41338","28342","15786","29932","41839","41336","8158","32890","41840","42295","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","42795","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","11","9502","12","yes","1024"
"N","7236","V","H","PP_LIST3.csv","caterpillarV.jpg","caterpillarH.jpg","92.3076923077","92.3076923077","772.846153846","772.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","545","NA","NA","545","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","42957","28342","15786","29932","43459","42955","8158","32890","43459","44006","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","44507","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","12","10047","13","yes","1024"
"F","7236","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","92.8571428571","92.8571428571","762.571428571","762.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","629","NA","NA","629","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","44690","28342","15786","29932","45191","44688","8158","32890","45191","45823","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","46323","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","13","10676","14","yes","1024"
"F","7236","F","F","PP_LIST3.csv","tlphon.jpg","knife.jpg","93.3333333333","93.3333333333","759.666666667","759.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","719","NA","NA","719","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","46485","28342","15786","29932","46990","46484","8158","32890","46990","47711","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","48211","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","14","11395","15","yes","1024"
"Y","7236","H","H","PP_LIST3.csv","ironH.jpg","ironH.jpg","93.75","93.75","747.4375","747.4375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","564","NA","NA","564","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","48382","28342","15786","29932","48887","48380","8158","32890","48888","49454","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","49954","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","15","11959","16","yes","1024"
"N","7236","H","V","PP_LIST3.csv","batH.jpg","batV.jpg","94.1176470588","94.1176470588","736","736","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","11/20/19 12:21:39","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","2","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_9","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","553","NA","NA","553","NA","NA","NA","NA","NA","NA","NA","2942","538","NA","NA","NA","NA","NA","NA","NA","7612","2","legacy","no","1024","2","48000","-16","EXP","9","odd","no","yes","NA","8158","3639","3639","6546","8144","8144","NA","NA","32890","50146","28342","15786","29932","50651","50144","8158","32890","50651","51207","NA","NA","15787","29883","19447","28340","19447","19446","15786","NA","NA","NA","NA","NA","NA","NA","29934","28843","28843","29383","18916","18414","51707","NA","NA","NA","NA","NA","NA","NA","8160","Orientation_PSA2018","16","12512","17","yes","1024"
