"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","7236","V","H","PP_LIST4.csv","bottleV.jpg","bottleH.jpg","85.7142857143","85.7142857143","706.714285714","706.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","479","NA","NA","479","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","28394","24776","14952","26710","28899","28392","7267","28272","28899","NA","NA","29380","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","29880","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","6","4947","7","yes","1024"
"F","7236","F","F","PP_LIST4.csv","watch.jpg","skirt.jpg","87.5","87.5","698.375","698.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","640","NA","NA","640","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","30049","24776","14952","26710","30554","30047","7267","28272","30554","31197","NA","29380","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","31697","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","7","5587","8","yes","1024"
"Y","7236","H","H","PP_LIST4.csv","flashH.jpg","flashH.jpg","88.8888888889","88.8888888889","665.555555556","665.555555556","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","403","NA","NA","403","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","31854","24776","14952","26710","32359","31852","7267","28272","32359","32764","NA","29380","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","33264","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","8","5990","9","yes","1024"
"F","7236","F","F","PP_LIST4.csv","pumpkin.jpg","trmpet.jpg","90","90","648.9","648.9","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","499","NA","NA","499","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","33478","24776","14952","26710","33983","33476","7267","28272","33983","34484","NA","29380","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","34984","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","9","6489","10","yes","1024"
"F","7236","F","F","PP_LIST4.csv","nut.jpg","watch.jpg","81.8181818182","81.8181818182","631.636363636","631.636363636","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","459","NA","NA","459","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","35150","24776","14952","26710","35655","35148","7267","28272","35655","34484","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","36616","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","9","6948","11","yes","1024"
"N","7236","V","H","PP_LIST4.csv","bowlV.jpg","bowlH.jpg","83.3333333333","83.3333333333","621.583333333","621.583333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","511","NA","NA","511","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","36818","24776","14952","26710","37323","36816","7267","28272","37323","37836","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","38337","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","10","7459","12","yes","1024"
"Y","7236","V","V","PP_LIST4.csv","nailV.jpg","nailV.jpg","84.6153846154","84.6153846154","609.307692308","609.307692308","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","462","NA","NA","462","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","38523","24776","14952","26710","39028","38522","7267","28272","39028","39492","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","39992","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","11","7921","13","yes","1024"
"F","7236","F","F","PP_LIST4.csv","tiger.jpg","wndmil.jpg","85.7142857143","85.7142857143","599.785714286","599.785714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","476","NA","NA","476","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","40173","24776","14952","26710","40678","40171","7267","28272","40678","41156","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","41656","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","12","8397","14","yes","1024"
"F","7236","F","F","PP_LIST4.csv","tlphon.jpg","knife.jpg","86.6666666667","86.6666666667","590.8","590.8","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","465","NA","NA","465","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","41832","24776","14952","26710","42337","41830","7267","28272","42337","42804","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","43305","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","13","8862","15","yes","1024"
"F","7236","F","F","PP_LIST4.csv","wrench.jpg","piano.jpg","87.5","87.5","585.5","585.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","11/27/19 11:40:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","1","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_PP_27","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","506","NA","NA","506","NA","NA","NA","NA","NA","NA","NA","1546","865","NA","NA","NA","NA","NA","NA","NA","7669","2","legacy","no","1024","2","48000","-16","EXP","27","odd","no","yes","NA","7266","3371","3371","5869","7252","7252","NA","NA","28272","43495","24776","14952","26710","44000","43494","7267","28272","44000","44508","NA","36116","14952","26648","14970","24774","14970","14970","14952","NA","NA","NA","NA","NA","NA","NA","26712","25281","25281","26148","17645","NA","45008","NA","NA","NA","NA","NA","NA","NA","7269","Orientation_PSA2018","14","9368","16","yes","1024"
