"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","7236","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","75","75","806.75","806.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","584","NA","NA","584","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","32975","29201","16598","30897","33480","32973","8697","32846","33480","NA","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","34566","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","6","6454","8","yes","1024"
"Y","7236","H","H","PP_LIST4.csv","crayonH.jpg","crayonH.jpg","77.7777777778","77.7777777778","779.444444444","779.444444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","561","NA","NA","561","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","34758","29201","16598","30897","35263","34756","8697","32846","35263","35827","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","36327","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","7","7015","9","yes","1024"
"F","7236","F","F","PP_LIST4.csv","wrench.jpg","piano.jpg","80","80","752.9","752.9","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","514","NA","NA","514","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","36501","29201","16598","30897","37006","36499","8697","32846","37006","37522","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","38022","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","8","7529","10","yes","1024"
"F","7236","F","F","PP_LIST4.csv","ftball.jpg","nut.jpg","81.8181818182","81.8181818182","741.909090909","741.909090909","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","632","NA","NA","632","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","38183","29201","16598","30897","38688","38181","8697","32846","38688","39322","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","39822","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","9","8161","11","yes","1024"
"Y","7236","V","V","PP_LIST4.csv","nailV.jpg","nailV.jpg","83.3333333333","83.3333333333","716.916666667","716.916666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","442","NA","NA","442","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","39989","29201","16598","30897","40494","39987","8697","32846","40494","40938","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","41438","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","10","8603","12","yes","1024"
"Y","7236","H","H","PP_LIST4.csv","caterpillarH.jpg","caterpillarH.jpg","84.6153846154","84.6153846154","700.153846154","700.153846154","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","499","NA","NA","499","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","41635","29201","16598","30897","42141","41634","8697","32846","42141","42643","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","43143","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","11","9102","13","yes","1024"
"F","7236","F","F","PP_LIST4.csv","mitten.jpg","needle.jpg","85.7142857143","85.7142857143","691.714285714","691.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","582","NA","NA","582","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","43297","29201","16598","30897","43802","43295","8697","32846","43802","44386","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","44886","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","12","9684","14","yes","1024"
"F","7236","F","F","PP_LIST4.csv","tlphon.jpg","knife.jpg","86.6666666667","86.6666666667","682.933333333","682.933333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","560","NA","NA","560","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","45047","29201","16598","30897","45552","45045","8697","32846","45552","46114","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","46615","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","13","10244","15","yes","1024"
"Y","7236","V","V","PP_LIST4.csv","ironV.jpg","ironV.jpg","87.5","87.5","670.625","670.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","486","NA","NA","486","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","46793","29201","16598","30897","47298","46791","8697","32846","47298","47786","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","48286","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","14","10730","16","yes","1024"
"N","7236","V","H","PP_LIST4.csv","batV.jpg","batH.jpg","88.2352941176","88.2352941176","667.176470588","667.176470588","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","11/28/19 14:08:01","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","2","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_PP_38","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","space","f","NA","NA","NA","NA","NA","NA","NA","space","612","NA","NA","612","NA","NA","NA","NA","NA","NA","NA","1933","630","NA","NA","NA","NA","NA","NA","NA","7885","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","yes","NA","8696","3482","3482","7243","8682","8682","NA","NA","32846","48491","29201","16598","30897","48996","48489","8697","32846","48996","49610","NA","34066","16598","30838","20266","29199","20266","20266","16598","NA","NA","NA","NA","NA","NA","NA","30899","29706","29706","30338","19717","19211","50110","NA","NA","NA","NA","NA","NA","NA","8699","Orientation_PSA2018","15","11342","17","yes","1024"
