"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_THAI","correct_Target_response_Prac","correct_Welcome_PP_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","7236","V","V","PP_LIST2.csv","bottleV.jpg","bottleV.jpg","100","100","854.571428571","854.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","0","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","685","NA","NA","685","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","39719","34096","23754","35846","40224","39717","9542","39594","40224","40911","NA","NA","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","41411","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","7","5982","7","yes","1024"
"F","7236","F","F","PP_LIST2.csv","watch.jpg","skirt.jpg","100","100","828.375","828.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","1","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","645","NA","NA","645","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","41585","34096","23754","35846","42088","41584","9542","39594","42088","42735","NA","NA","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","43235","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","8","6627","8","yes","1024"
"N","7236","H","V","PP_LIST2.csv","flashH.jpg","flashV.jpg","88.8888888889","88.8888888889","878.111111111","878.111111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","2","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","1276","NA","NA","1276","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","43431","34096","23754","35846","43937","43429","9542","39594","43937","42735","NA","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","45715","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","8","7903","9","yes","1024"
"F","7236","F","F","PP_LIST2.csv","pumpkin.jpg","trmpet.jpg","90","90","951.3","951.3","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","1610","NA","NA","1610","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","45882","34096","23754","35846","46387","45880","9542","39594","46387","47999","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","49005","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","9","9513","10","yes","1024"
"F","7236","F","F","PP_LIST2.csv","nut.jpg","watch.jpg","90.9090909091","90.9090909091","938","938","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","4","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","805","NA","NA","805","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","49183","34096","23754","35846","49688","49181","9542","39594","49688","50495","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","50995","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","10","10318","11","yes","1024"
"Y","7236","V","V","PP_LIST2.csv","bowlV.jpg","bowlV.jpg","91.6666666667","91.6666666667","951.5","951.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","5","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","1100","NA","NA","1100","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","51183","34096","23754","35846","51689","51182","9542","39594","51689","52791","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","53291","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","11","11418","12","yes","1024"
"N","7236","V","H","PP_LIST2.csv","nailV.jpg","nailH.jpg","92.3076923077","92.3076923077","942.846153846","942.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","6","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","839","NA","NA","839","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","53477","34096","23754","35846","53982","53475","9542","39594","53982","54823","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","55323","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","12","12257","13","yes","1024"
"F","7236","F","F","PP_LIST2.csv","tiger.jpg","wndmil.jpg","92.8571428571","92.8571428571","928","928","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","7","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","735","NA","NA","735","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","55501","34096","23754","35846","56006","55499","9542","39594","56006","56743","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","57243","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","13","12992","14","yes","1024"
"F","7236","F","F","PP_LIST2.csv","tlphon.jpg","knife.jpg","93.3333333333","93.3333333333","944","944","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","8","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","1168","NA","NA","1168","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","57404","34096","23754","35846","57909","57402","9542","39594","57909","59079","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","59579","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","14","14160","15","yes","1024"
"F","7236","F","F","PP_LIST2.csv","wrench.jpg","piano.jpg","93.75","93.75","933.6875","933.6875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","11/19/19 12:27:17","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\Lenovo_Lab501\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","9","9","1","5","C:/Users/Lenovo_Lab501/Desktop/PSA002/data/THA_001_pP_2","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","space","779","NA","NA","779","NA","NA","NA","NA","NA","NA","NA","3733","683","NA","NA","NA","NA","NA","NA","NA","14197","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","yes","NA","9542","3449","3450","7432","9527","9527","NA","NA","39594","59753","34096","23754","35846","60258","59751","9542","39594","60258","61039","48504","45215","23755","35787","23773","34095","23773","23773","23755","NA","NA","NA","NA","NA","NA","NA","35848","34602","34602","35287","NA","NA","61539","NA","NA","NA","NA","NA","NA","NA","9544","Orientation_PSA2018","15","14939","16","yes","1024"
