"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","6835","H","H","PP_LIST3.csv","keyH.jpg","keyH.jpg","100","100","863.142857143","863.142857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","615","NA","NA","615","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","46934","40239","29407","41902","47435","46933","6753","46814","47435","48052","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","48552","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","7","6042","7","yes","1024"
"N","6835","V","H","PP_LIST3.csv","flashV.jpg","flashH.jpg","100","100","866.5","866.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","890","NA","NA","890","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","48675","40239","29407","41902","49176","48673","6753","46814","49176","50068","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","50568","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","8","6932","8","yes","1024"
"F","6835","F","F","PP_LIST3.csv","couch.jpg","spider.jpg","100","100","845","845","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","673","NA","NA","673","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","50684","40239","29407","41902","51185","50682","6753","46814","51185","51860","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","52360","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","9","7605","9","yes","1024"
"F","6835","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","100","100","823","823","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","625","NA","NA","625","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","52476","40239","29407","41902","52977","52474","6753","46814","52977","53604","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","54104","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","10","8230","10","yes","1024"
"Y","6835","H","H","PP_LIST3.csv","pencilH.jpg","pencilH.jpg","100","100","800","800","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","570","NA","NA","570","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","54211","40239","29407","41902","54712","54209","6753","46814","54712","55284","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","55785","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","11","8800","11","yes","1024"
"F","6835","F","F","PP_LIST3.csv","skirt.jpg","tlphon.jpg","100","100","785.666666667","785.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","628","NA","NA","628","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","55897","40239","29407","41902","56398","55895","6753","46814","56398","57028","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","57529","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","12","9428","12","yes","1024"
"N","6835","H","V","PP_LIST3.csv","bowlH.jpg","bowlV.jpg","100","100","772.615384615","772.615384615","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","616","NA","NA","616","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","57765","40239","29407","41902","58266","57763","6753","46814","58266","58884","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","59384","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","13","10044","13","yes","1024"
"F","6835","F","F","PP_LIST3.csv","ring.jpg","stove.jpg","100","100","764.428571429","764.428571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","658","NA","NA","658","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","59499","40239","29407","41902","60000","59498","6753","46814","60000","60660","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","61161","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","14","10702","14","yes","1024"
"F","6835","F","F","PP_LIST3.csv","wrench.jpg","piano.jpg","100","100","757.866666667","757.866666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","666","NA","NA","666","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","61283","40239","29407","41902","61784","61282","6753","46814","61784","62452","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","62953","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","15","11368","15","yes","1024"
"F","6835","F","F","PP_LIST3.csv","trmpet.jpg","tapedispenser.jpg","100","100","750.625","750.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","12/10/19 10:09:42","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_35.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","642","NA","NA","642","NA","NA","NA","4898","NA","NA","NA","NA","622","NA","NA","NA","22639","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","35","odd","no","no","NA","6753","2758","2760","5211","6740","6740","NA","NA","46814","63067","40239","29407","41902","63568","63065","6753","46814","63568","64212","NA","NA","29407","41865","29423","40238","29423","29423","29407","NA","NA","NA","41904","NA","NA","NA","NA","40740","40740","41364","32313","NA","64713","NA","NA","NA","6755","NA","NA","NA","NA","Orientation_PSA2018","16","12010","16","yes","1024"
