"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","6835","H","H","PP_LIST3.csv","keyH.jpg","keyH.jpg","100","100","738.571428571","738.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","534","NA","NA","534","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","43416","39014","29401","40738","43920","43414","17066","43297","43920","44456","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","44956","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","7","5170","7","yes","1024"
"N","6835","V","H","PP_LIST3.csv","flashV.jpg","flashH.jpg","100","100","803.625","803.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","1259","NA","NA","1259","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","45075","39014","29401","40738","45579","45074","17066","43297","45579","46840","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","47340","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","8","6429","8","yes","1024"
"F","6835","F","F","PP_LIST3.csv","couch.jpg","spider.jpg","100","100","796","796","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","735","NA","NA","735","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","47496","39014","29401","40738","47999","47494","17066","43297","47999","48736","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","49236","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","9","7164","9","yes","1024"
"F","6835","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","100","100","784.4","784.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","680","NA","NA","680","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","49358","39014","29401","40738","49862","49357","17066","43297","49862","50544","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","51044","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","10","7844","10","yes","1024"
"Y","6835","H","H","PP_LIST3.csv","pencilH.jpg","pencilH.jpg","100","100","760.909090909","760.909090909","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","526","NA","NA","526","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","51150","39014","29401","40738","51656","51148","17066","43297","51656","52184","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","52684","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","11","8370","11","yes","1024"
"F","6835","F","F","PP_LIST3.csv","skirt.jpg","tlphon.jpg","100","100","758.083333333","758.083333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","727","NA","NA","727","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","52814","39014","29401","40738","53318","52812","17066","43297","53318","54048","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","54548","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","12","9097","12","yes","1024"
"N","6835","H","V","PP_LIST3.csv","bowlH.jpg","bowlV.jpg","100","100","753","753","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","692","NA","NA","692","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","54690","39014","29401","40738","55194","54689","17066","43297","55194","55888","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","56388","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","13","9789","13","yes","1024"
"F","6835","F","F","PP_LIST3.csv","ring.jpg","stove.jpg","100","100","745.285714286","745.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","645","NA","NA","645","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","56538","39014","29401","40738","57041","56536","17066","43297","57041","57688","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","58188","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","14","10434","14","yes","1024"
"F","6835","F","F","PP_LIST3.csv","wrench.jpg","piano.jpg","100","100","736","736","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","606","NA","NA","606","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","58343","39014","29401","40738","58848","58341","17066","43297","58848","59456","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","59956","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","15","11040","15","yes","1024"
"F","6835","F","F","PP_LIST3.csv","trmpet.jpg","tapedispenser.jpg","100","100","722.5625","722.5625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","10/15/19 15:30:30","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_02.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","521","NA","NA","521","NA","NA","NA","2546","NA","NA","NA","NA","655","NA","NA","NA","12323","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","2","even","no","no","NA","17065","2724","2726","15150","17053","17053","NA","NA","43297","60092","39014","29401","40738","60597","60091","17066","43297","60597","61120","NA","NA","29402","40676","29417","39013","29417","29417","29402","NA","NA","NA","40740","NA","NA","NA","NA","39519","39519","40176","NA","NA","61620","NA","NA","NA","17067","NA","NA","NA","NA","Orientation_PSA2018","16","11561","16","yes","1024"
