"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","6835","H","H","PP_LIST1.csv","broomH.jpg","broomH.jpg","87.5","87.5","923.25","923.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","447","NA","NA","447","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","42461","36774","23279","38465","42964","42460","7187","42344","42965","43414","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","43914","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","7","7386","8","yes","1024"
"Y","6835","H","H","PP_LIST1.csv","bottleH.jpg","bottleH.jpg","88.8888888889","88.8888888889","868.666666667","868.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","432","NA","NA","432","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","44052","36774","23279","38465","44556","44050","7187","42344","44556","44990","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","45490","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","8","7818","9","yes","1024"
"F","6835","F","F","PP_LIST1.csv","trmpet.jpg","tapedispenser.jpg","90","90","838.4","838.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","566","NA","NA","566","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","45623","36774","23279","38465","46126","45621","7187","42344","46126","46694","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","47195","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","9","8384","10","yes","1024"
"F","6835","F","F","PP_LIST1.csv","couch.jpg","spider.jpg","90.9090909091","90.9090909091","814.272727273","814.272727273","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","573","NA","NA","573","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","47313","36774","23279","38465","47815","47312","7187","42344","47815","48390","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","48891","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","10","8957","11","yes","1024"
"F","6835","F","F","PP_LIST1.csv","ladder.jpg","house.jpg","91.6666666667","91.6666666667","794.916666667","794.916666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","582","NA","NA","582","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","49008","36774","23279","38465","49510","49006","7187","42344","49510","50095","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","50595","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","11","9539","12","yes","1024"
"Y","6835","V","V","PP_LIST1.csv","fire_extinguisherV.jpg","fire_extinguisherV.jpg","92.3076923077","92.3076923077","775.846153846","775.846153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","547","NA","NA","547","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","50792","36774","23279","38465","51297","50790","7187","42344","51297","51846","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","52347","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","12","10086","13","yes","1024"
"N","6835","V","H","PP_LIST1.csv","penV.jpg","penH.jpg","92.8571428571","92.8571428571","765.285714286","765.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","628","NA","NA","628","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","52480","36774","23279","38465","52984","52478","7187","42344","52984","53614","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","54114","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","13","10714","14","yes","1024"
"F","6835","F","F","PP_LIST1.csv","pumpkin.jpg","trmpet.jpg","93.3333333333","93.3333333333","747","747","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","491","NA","NA","491","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","54249","36774","23279","38465","54753","54247","7187","42344","54753","55247","NA","NA","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","55747","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","14","11205","15","yes","1024"
"F","6835","F","F","PP_LIST1.csv","spider.jpg","couch.jpg","87.5","87.5","733.125","733.125","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","525","NA","NA","525","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","55884","36774","23279","38465","56390","55882","7187","42344","56391","55247","NA","56918","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","57418","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","14","11730","16","yes","1024"
"Y","6835","V","V","PP_LIST1.csv","brushV.jpg","brushV.jpg","88.2352941176","88.2352941176","734.764705882","734.764705882","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","01/13/20 13:55:09","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","2","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_38.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","761","NA","NA","761","NA","NA","NA","3865","NA","NA","NA","NA","638","NA","NA","NA","16079","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","38","even","no","no","NA","7187","2782","2784","5509","7175","7174","NA","NA","42344","57537","36774","23279","38465","58042","57535","7187","42344","58043","58807","NA","56918","23279","38418","26930","36773","26930","26930","23279","NA","NA","NA","38467","NA","NA","NA","NA","37278","37278","37918","26395","25889","59307","NA","NA","NA","7189","NA","NA","NA","NA","Orientation_PSA2018","15","12491","17","yes","1024"
