"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","6835","V","H","PP_LIST2.csv","keyV.jpg","keyH.jpg","100","100","899","899","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","1059","NA","NA","1059","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","50547","44684","34728","46686","51050","50546","7921","50424","51050","52111","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","52611","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","7","6293","7","yes","1024"
"N","6835","H","V","PP_LIST2.csv","flashH.jpg","flashV.jpg","100","100","863.375","863.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","614","NA","NA","614","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","52751","44684","34728","46686","53254","52749","7921","50424","53254","53870","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","54370","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","8","6907","8","yes","1024"
"F","6835","F","F","PP_LIST2.csv","couch.jpg","spider.jpg","100","100","850.444444444","850.444444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","747","NA","NA","747","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","54506","44684","34728","46686","55009","54504","7921","50424","55009","55758","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","56258","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","9","7654","9","yes","1024"
"F","6835","F","F","PP_LIST2.csv","mitten.jpg","needle.jpg","100","100","908.2","908.2","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","1428","NA","NA","1428","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","56385","44684","34728","46686","56888","56384","7921","50424","56888","58318","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","58818","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","10","9082","10","yes","1024"
"N","6835","V","H","PP_LIST2.csv","pencilV.jpg","pencilH.jpg","100","100","903.727272727","903.727272727","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","859","NA","NA","859","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","58938","44684","34728","46686","59441","58937","7921","50424","59441","60302","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","60802","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","11","9941","11","yes","1024"
"F","6835","F","F","PP_LIST2.csv","skirt.jpg","tlphon.jpg","100","100","886.583333333","886.583333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","698","NA","NA","698","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","60938","44684","34728","46686","61442","60936","7921","50424","61442","62142","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","62643","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","12","10639","12","yes","1024"
"Y","6835","V","V","PP_LIST2.csv","bowlV.jpg","bowlV.jpg","100","100","875.923076923","875.923076923","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","748","NA","NA","748","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","62792","44684","34728","46686","63296","62790","7921","50424","63296","64046","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","64546","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","13","11387","13","yes","1024"
"F","6835","F","F","PP_LIST2.csv","ring.jpg","stove.jpg","100","100","880.5","880.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","940","NA","NA","940","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","64680","44684","34728","46686","65184","64679","7921","50424","65184","66126","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","66626","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","14","12327","14","yes","1024"
"F","6835","F","F","PP_LIST2.csv","wrench.jpg","piano.jpg","100","100","876.6","876.6","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","822","NA","NA","822","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","66749","44684","34728","46686","67254","66747","7921","50424","67254","68078","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","68578","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","15","13149","15","yes","1024"
"F","6835","F","F","PP_LIST2.csv","trmpet.jpg","tapedispenser.jpg","100","100","851.375","851.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","12/05/19 10:13:20","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\privat\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","1","5","M:/privat/Projects/PSA/PSA002/raw_data/NOR_003_PP_34.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","473","NA","NA","473","NA","NA","NA","3724","NA","NA","NA","NA","933","NA","NA","NA","26793","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","34","even","no","no","NA","7921","2942","2944","5925","7908","7908","NA","NA","50424","68699","44684","34728","46686","69203","68697","7921","50424","69203","69678","NA","NA","34728","46627","34743","44683","34743","34743","34728","NA","NA","NA","46688","NA","NA","NA","NA","45190","45191","46126","NA","NA","70179","NA","NA","NA","7923","NA","NA","NA","NA","Orientation_PSA2018","16","13622","16","yes","1024"
