"ID","N","BF"
1875,1,1
1884,1,1
1902,3,1.82713263554324
1918,4,1.3413684087486
1922,5,1.03498145455595
1939,6,1.37505935839187
2066,7,0.966170376133156
2084,8,0.923637630719356
2094,9,1.05722943330807
2101,10,1.23463951354919
2122,11,1.18036993447926
2152,12,1.35862973940203
2155,13,2.05770088878466
2173,14,2.5031133100254
2177,15,2.81536153159366
2187,16,1.26883204298496
2237,17,0.80395949554041
2253,18,0.873343014081832
2259,19,0.833439986348745
2394,20,0.6440570386688
2398,21,0.700361779120613
2437,22,0.968051607450687
2447,23,0.724433095022847
2573,24,0.752589141625366
2615,25,0.505296171941759
2627,26,0.424085650846894
2888,27,0.397478279256293
2890,28,0.333606516589606
2895,29,0.185190653693894
3006,30,0.180937896154819
3019,31,0.206695033424649
3026,32,0.174269618325768
3042,33,0.169170699175948
3061,34,0.178687217848695
3070,35,0.241512345615775
3072,36,0.21678537929354
3073,37,0.210616318367022
3312,38,0.181778404069099
4281,39,0.169293518697143
4284,40,0.17672748015503
4286,41,0.186235945987026
4287,42,0.179119349140797
4288,43,0.177505407677466
4289,44,0.18436176566879
4294,45,0.192811137016302
4319,46,0.175840182138619
4323,47,0.162842680457364
4337,48,0.15050264760704
4365,49,0.140272442393365
4421,50,0.140351861500323
4422,51,0.12889670586894
4449,52,0.13182069473146
4462,53,0.129730376111552
4464,54,0.120684421851254
