"ID","N","BF"
3413,1,1
3417,1,1
4086,3,0.259021891521212
4436,4,0.293749912532121
4458,5,0.219774647535201
4466,6,0.198879382007926
4469,7,0.192893411419784
4473,8,0.180036721092464
4488,9,0.174626811159315
4501,10,0.170788495484458
4502,11,0.174835592498138
4543,12,0.148649419708368
4546,13,0.142757504187357
4548,14,0.145545178169268
4563,15,0.131478443967039
4564,16,0.124551893135907
4680,17,0.117973165665863
4933,18,0.163756406082354
5104,19,0.153710270089975
5117,20,0.151555560252118
5157,21,0.1547179904784
5158,22,0.145782033116017
5160,23,0.138478227137022
5161,24,0.135050612331624
5163,25,0.137759163066675
5164,26,0.133177495022681
5168,27,0.123892844710924
5170,28,0.122511426691806
5173,29,0.125861699595045
5205,30,0.127419658258935
5225,31,0.113867206137291
5227,32,0.126386895853825
5231,33,0.0966756293775066
5232,34,0.0939141844141104
5237,35,0.0950336615701081
5250,36,0.0841605824416079
5252,37,0.0844622602098744
5272,38,0.0795816932440152
5279,39,0.0821198280400239
5299,40,0.0806595523750398
5314,41,0.0820980933090891
5323,42,0.0821485011771493
5325,43,0.0791578462931926
5336,44,0.0758126749172913
5341,45,0.0741156910812697
5356,46,0.107746187125848
5366,47,0.106675114493463
5374,48,0.0907407438988016
5375,49,0.0890527173219819
5383,50,0.0798742181012468
