"ID","N","BF"
1,1,1
2,1,1
3,3,0.816858466177816
6,4,0.842645276737605
7,5,1.15024933449569
8,6,0.563983840429529
9,7,0.84141547278649
10,8,0.760699873938808
11,9,0.686211659150575
12,10,0.837756437698784
13,11,1.37822691927161
14,12,2.31683232234866
15,13,1.05384726668627
16,14,0.796861690504348
17,15,0.869244502263916
18,16,0.872338239898049
19,17,1.14123247794969
20,18,1.02808165686845
21,19,1.35058418140434
22,20,0.991506965178137
23,21,0.550347292619642
24,22,0.625071422858777
25,23,0.911081720886111
26,24,0.308476558496861
27,25,0.296508166615294
28,26,0.344806599907049
29,27,0.34388436944466
30,28,0.304811135592563
31,29,0.378975811491722
32,30,0.298646525243773
33,31,0.313166322841294
34,32,0.268125294555811
35,33,0.289258551946194
36,34,0.310245565597081
37,35,0.34170067916322
38,36,0.305343835637523
39,37,0.315568851935097
40,38,0.318633337995977
41,39,0.323805717326646
42,40,0.272742534578523
43,41,0.291201753511571
44,42,0.281295715021524
45,43,0.285731015018392
46,44,0.245311180197676
47,45,0.247930272025762
48,46,0.243936130487051
49,47,0.259190809813182
50,48,0.313112689718951
51,49,0.340762360905239
52,50,0.3495972720522
53,51,0.39048358817732
54,52,0.411285307594578
55,53,0.483913130097758
56,54,0.438677708319832
57,55,0.380542008730164
58,56,0.361607624387906
59,57,0.381602007542015
60,58,0.413358519110916
61,59,0.35596860307625
62,60,0.312082471581253
63,61,0.315377051667573
64,62,0.4022551994577
65,63,0.489506271793845
66,64,0.390697005480605
67,65,0.473435997122145
68,66,0.483322016142491
69,67,0.414592934967032
70,68,0.389051458303227
71,69,0.375013834365879
72,70,0.365045959830418
73,71,0.383292629131673
74,72,0.424716258102694
75,73,0.386245430080551
76,74,0.367933917715976
77,75,0.516461067068759
78,76,0.502817880933268
79,77,0.565072998503104
80,78,0.558349334968094
81,79,0.686554467854223
82,80,0.677754021651191
83,81,0.729673558991647
84,82,0.507891672177916
85,83,0.446586812640338
86,84,0.426678239720918
87,85,0.414059768411809
88,86,0.286995370647959
89,87,0.30470601453227
90,88,0.280334505459733
91,89,0.288905065515673
92,90,0.272880193595227
93,91,0.219447747470049
94,92,0.176507586323039
95,93,0.194708191415794
96,94,0.206162193531426
97,95,0.249556011724541
98,96,0.234860843369009
99,97,0.272297037393659
100,98,0.279745173552763
