"ID","N","BF"
1,1,1
2,1,1
3,3,0.320399238991657
4,4,0.40672238861841
5,5,0.32087525808438
6,6,0.35743163364356
7,7,0.426607687835777
8,8,0.387075487411431
9,9,0.481308579523884
10,10,0.403257077939557
11,11,0.280445995859681
13,12,0.486319839260638
14,13,0.407488641103396
15,14,0.416510901597872
16,15,0.428935314004251
17,16,0.336403842657752
18,17,0.364645731902671
19,18,0.272570008223557
20,19,0.317794847994989
21,20,0.281672329455491
22,21,0.288681887667056
23,22,0.293977562936306
24,23,0.298571984692671
25,24,0.264899446361999
26,25,0.307511026337412
27,26,0.303597414009069
28,27,0.140148753449893
29,28,0.144939213700405
30,29,0.149527872995019
31,30,0.141964121426787
32,31,0.138971365751531
33,32,0.139743290189375
34,33,0.138407501491406
35,34,0.131588618285816
36,35,0.161420812116685
37,36,0.142853551681239
38,37,0.164254815033724
39,38,0.152803767375143
40,39,0.154957500291498
41,40,0.148309474259571
42,41,0.137289362845226
43,42,0.136243022702731
44,43,0.139383629173225
45,44,0.146826240378054
46,45,0.146272054561695
47,46,0.130845912099253
48,47,0.138570198405942
49,48,0.136227212283691
50,49,0.123324295009933
51,50,0.103948427385197
52,51,0.116907398659439
53,52,0.116869142239919
54,53,0.124570003884479
55,54,0.128814498486598
56,55,0.111496482378093
57,56,0.118816333693043
58,57,0.131125272841788
59,58,0.125685060120762
60,59,0.128541192530516
61,60,0.119055418811708
62,61,0.130857870484695
63,62,0.128069140227485
64,63,0.147346882395168
65,64,0.125732656656202
66,65,0.134781716338584
67,66,0.134910840653153
68,67,0.11432026217968
69,68,0.10144678960021
70,69,0.108699350120235
71,70,0.099665856811698
72,71,0.101569263821289
73,72,0.0949486146998347
74,73,0.0894165042328514
75,74,0.0892529064104259
76,75,0.0761619551317008
77,76,0.0817729092582855
78,77,0.0716369572074094
79,78,0.0686442359001586
80,79,0.0661331757365053
