"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"3106","2021/04/28 19:48:43","2021/04/28 19:56:46","00:08:32","USA_011","3099","General Single","none(none)","FINISHED","none"
"2906","2021/04/24 22:00:12","2021/04/24 22:08:15","00:08:54","USA_011","2900","General Single","none(none)","FINISHED","none"
"1285","2021/03/25 01:23:54","2021/03/25 01:31:56","00:09:46","USA_011","1290","General Single","none(none)","FINISHED","none"
"3023","2021/04/25 19:40:22","2021/04/25 19:48:25","00:09:47","USA_011","3017","General Single","none(none)","FINISHED","none"
"1118","2021/03/22 16:44:20","2021/03/22 16:52:22","00:09:53","USA_011","1124","General Single","none(none)","FINISHED","none"
"3081","2021/04/27 20:54:18","2021/04/27 21:04:22","00:10:12","USA_011","3075","General Single","none(none)","FINISHED","none"
"2910","2021/04/24 22:58:43","2021/04/24 23:08:45","00:10:23","USA_011","2904","General Single","none(none)","FINISHED","none"
"1502","2021/03/28 23:44:15","2021/03/28 23:54:17","00:10:37","USA_011","1507","General Single","none(none)","FINISHED","none"
"1092","2021/03/21 20:18:41","2021/03/21 20:28:43","00:10:41","USA_011","1098","General Single","none(none)","FINISHED","none"
"1540","2021/03/31 16:57:06","2021/03/31 17:07:09","00:10:45","USA_011","1545","General Single","none(none)","FINISHED","none"
"1119","2021/03/22 17:10:05","2021/03/22 17:20:07","00:10:45","USA_011","1125","General Single","none(none)","FINISHED","none"
"1786","2021/04/13 17:55:30","2021/04/13 18:05:34","00:10:49","USA_011","1785","General Single","none(none)","FINISHED","none"
"965","2021/03/19 04:28:48","2021/03/19 04:38:52","00:10:51","USA_011","971","General Single","none(none)","FINISHED","none"
"831","2021/03/14 22:19:39","2021/03/14 22:29:41","00:11:01","USA_011","837","General Single","none(none)","FINISHED","none"
"1081","2021/03/21 02:41:39","2021/03/21 02:51:44","00:11:06","USA_011","1087","General Single","none(none)","FINISHED","none"
"1798","2021/04/14 05:17:20","2021/04/14 05:27:23","00:11:08","USA_011","1797","General Single","none(none)","FINISHED","none"
"1679","2021/04/09 18:34:43","2021/04/09 18:44:46","00:11:10","USA_011","1682","General Single","none(none)","FINISHED","none"
"3108","2021/04/28 21:11:48","2021/04/28 21:21:50","00:11:13","USA_011","3101","General Single","none(none)","FINISHED","none"
"984","2021/03/19 15:58:44","2021/03/19 16:08:46","00:11:16","USA_011","990","General Single","none(none)","FINISHED","none"
