"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"586","2021/03/05 22:15:33","2021/03/05 22:29:36","00:15:17","POR_001","595","General Multiple","none(none)","FINISHED","none"
"585","2021/03/05 22:15:06","never","none","POR_001","594","General Multiple","none(none)","DATA_RETRIEVED","none"
"584","2021/03/05 22:14:57","2021/03/05 22:14:58","00:00:08","POR_001","593","General Multiple","none(none)","FAIL","Errors occurred. See log for details."
"583","2021/03/05 22:14:57","never","none","POR_001","592","General Multiple","none(none)","STARTED","none"
"404","2021/03/03 23:01:02","2021/03/03 23:15:04","00:14:20","POR_001","413","General Single","none(none)","FINISHED","none"
"376","2021/03/02 16:12:25","2021/03/02 16:22:29","00:11:45","POR_001","385","General Single","none(none)","FAIL","Experiment aborted by user"
"375","2021/03/02 15:24:45","2021/03/02 15:36:49","00:12:57","POR_001","384","General Single","none(none)","FINISHED","none"
"373","2021/03/02 13:43:28","2021/03/02 13:53:29","00:11:42","POR_001","382","General Single","none(none)","FINISHED","none"
"372","2021/03/02 13:03:17","2021/03/02 13:15:19","00:12:13","POR_001","381","General Single","none(none)","FINISHED","none"
"368","2021/03/02 12:42:17","2021/03/02 12:42:18","00:00:26","POR_001","377","General Single","none(none)","FAIL","Experiment aborted by user"
"365","2021/03/02 11:42:39","2021/03/02 11:54:40","00:12:12","POR_001","374","General Single","none(none)","FINISHED","none"
"364","2021/03/02 11:19:14","2021/03/02 11:29:16","00:11:59","POR_001","373","General Single","none(none)","FINISHED","none"
"356","2021/03/01 23:30:28","2021/03/01 23:46:35","00:17:27","POR_001","365","General Single","none(none)","FINISHED","none"
"355","2021/03/01 23:18:36","2021/03/01 23:36:39","00:18:55","POR_001","364","General Single","none(none)","FINISHED","none"
"353","2021/03/01 23:05:00","2021/03/01 23:07:03","00:02:57","POR_001","362","General Single","none(none)","FAIL","Experiment aborted by user"
"352","2021/03/01 21:19:11","2021/03/01 21:19:13","00:00:12","POR_001","361","General Single","none(none)","FAIL","Errors occurred. See log for details."
"351","2021/03/01 19:33:47","2021/03/01 19:43:49","00:11:38","POR_001","360","General Single","none(none)","FINISHED","none"
"350","2021/03/01 18:56:43","2021/03/01 19:06:44","00:10:14","POR_001","359","General Single","none(none)","FINISHED","none"
"349","2021/03/01 18:37:53","2021/03/01 18:41:54","00:04:11","POR_001","358","General Single","none(none)","FAIL","Experiment aborted by user"
"348","2021/03/01 17:41:25","2021/03/01 17:55:29","00:15:04","POR_001","357","General Single","none(none)","FINISHED","none"
"347","2021/03/01 16:57:56","2021/03/01 17:09:58","00:12:30","POR_001","356","General Single","none(none)","FINISHED","none"
"346","2021/03/01 16:29:01","2021/03/01 16:29:02","00:00:00 (not finished yet)","POR_001","355","General Single","none(none)","DATA_RETRIEVED","none"
"345","2021/03/01 16:20:07","2021/03/01 16:38:09","00:18:08","POR_001","354","General Single","none(none)","FINISHED","none"
"342","2021/03/01 11:49:41","2021/03/01 12:21:43","00:32:55","POR_001","351","General Single","none(none)","FAIL","Experiment aborted by user"
"341","2021/03/01 10:45:39","2021/03/01 10:45:41","00:00:06","POR_001","350","General Single","none(none)","FAIL","Errors occurred. See log for details."
"340","2021/03/01 10:41:51","2021/03/01 11:23:57","00:42:11","POR_001","349","General Single","none(none)","FINISHED","none"
"339","2021/03/01 10:18:49","2021/03/01 10:20:50","00:02:09","POR_001","348","General Single","none(none)","FAIL","Experiment aborted by user"
"338","2021/03/01 10:17:39","2021/03/01 10:17:41","00:00:16","POR_001","347","General Single","none(none)","FAIL","Errors occurred. See log for details."
"337","2021/03/01 09:28:29","2021/03/01 09:30:30","00:03:05","POR_001","346","General Single","none(none)","FINISHED","none"
"328","2021/02/28 22:24:31","2021/02/28 22:26:32","00:03:58","POR_001","340","General Single","none(none)","FAIL","Experiment aborted by user"
"327","2021/02/28 21:43:41","2021/02/28 21:43:43","00:02:00","POR_001","339","General Single","none(none)","FAIL","Experiment aborted by user"
"326","2021/02/28 17:14:24","2021/02/28 17:26:25","00:13:35","POR_001","338","General Single","none(none)","FINISHED","none"
"323","2021/02/28 15:56:14","2021/02/28 15:58:15","00:03:11","POR_001","335","General Single","none(none)","FAIL","Experiment aborted by user"
"265","2021/02/27 20:41:57","2021/02/27 20:56:01","00:14:44","POR_001","284","General Single","none(none)","FINISHED","none"
"264","2021/02/27 19:04:12","2021/02/27 19:18:14","00:15:13","POR_001","283","General Single","none(none)","FINISHED","none"
"262","2021/02/27 16:20:20","2021/02/27 16:20:30","00:00:09 (not finished yet)","POR_001","281","General Single","none(none)","DATA_RETRIEVED","none"
"260","2021/02/27 13:36:30","2021/02/27 13:36:32","00:00:01 (not finished yet)","POR_001","279","General Single","none(none)","DATA_RETRIEVED","none"
"259","2021/02/27 11:30:41","2021/02/27 11:40:42","00:10:26","POR_001","278","General Single","none(none)","FINISHED","none"
"251","2021/02/26 15:44:27","2021/02/26 15:56:28","00:12:03","POR_001","270","General Single","none(none)","FINISHED","none"
"250","2021/02/26 15:26:44","2021/02/26 15:26:47","00:00:04","POR_001","269","General Single","none(none)","FAIL","Errors occurred. See log for details."
"249","2021/02/26 15:26:18","2021/02/26 15:26:20","00:00:08","POR_001","268","General Single","none(none)","FAIL","Errors occurred. See log for details."
"248","2021/02/26 14:46:34","2021/02/26 14:56:37","00:11:49","POR_001","267","General Single","none(none)","FINISHED","none"
"247","2021/02/26 14:40:08","2021/02/26 14:50:09","00:11:56","POR_001","266","General Single","none(none)","FINISHED","none"
"246","2021/02/26 11:26:39","2021/02/26 11:36:41","00:11:27","POR_001","265","General Single","none(none)","FINISHED","none"
"245","2021/02/26 10:44:03","2021/02/26 10:58:05","00:15:47","POR_001","264","General Single","none(none)","FINISHED","none"
"244","2021/02/26 04:22:24","2021/02/26 04:36:27","00:15:20","POR_001","263","General Single","none(none)","FINISHED","none"
"243","2021/02/26 03:04:47","2021/02/26 03:22:49","00:19:46","POR_001","262","General Single","none(none)","FINISHED","none"
"240","2021/02/26 00:57:18","2021/02/26 00:57:19","00:00:14","POR_001","259","General Single","none(none)","FAIL","Errors occurred. See log for details."
"239","2021/02/26 00:11:05","2021/02/26 00:47:12","00:36:16","POR_001","258","General Single","none(none)","FINISHED","none"
"238","2021/02/25 23:13:57","never","none","POR_001","257","General Single","none(none)","STARTED","none"
"237","2021/02/25 23:13:56","2021/02/25 23:24:00","00:11:07","POR_001","256","General Single","none(none)","FINISHED","none"
"236","2021/02/25 21:23:28","2021/02/25 21:23:29","00:01:16","POR_001","255","General Single","none(none)","FAIL","It's not allowed to reload this component (ID: 3). Study (ID: 3) is finished."
"234","2021/02/25 20:15:35","2021/02/25 20:29:37","00:15:32","POR_001","253","General Single","none(none)","FINISHED","none"
"233","2021/02/25 19:53:48","2021/02/25 20:05:50","00:12:58","POR_001","252","General Single","none(none)","FINISHED","none"
"232","2021/02/25 19:40:15","2021/02/25 19:56:17","00:17:57","POR_001","251","General Single","none(none)","FINISHED","none"
"230","2021/02/25 19:16:53","2021/02/25 19:38:55","00:22:50","POR_001","249","General Single","none(none)","FINISHED","none"
"229","2021/02/25 18:56:33","2021/02/25 19:04:34","00:09:43","POR_001","248","General Single","none(none)","FINISHED","none"
"228","2021/02/25 18:21:51","2021/02/25 18:33:53","00:12:22","POR_001","247","General Single","none(none)","FINISHED","none"
"227","2021/02/25 17:32:38","2021/02/25 18:12:42","00:40:24","POR_001","246","General Single","none(none)","FINISHED","none"
"226","2021/02/25 16:34:12","2021/02/25 16:48:15","00:14:25","POR_001","245","General Single","none(none)","FINISHED","none"
"220","2021/02/25 15:48:56","2021/02/25 16:00:57","00:12:39","POR_001","239","General Single","none(none)","FINISHED","none"
"219","2021/02/25 15:39:35","2021/02/25 15:49:36","00:11:22","POR_001","238","General Single","none(none)","FINISHED","none"
"218","2021/02/25 15:31:49","2021/02/27 03:04:55","1:11:33:06 (not finished yet)","POR_001","237","General Single","none(none)","DATA_RETRIEVED","none"
"217","2021/02/25 15:27:18","2021/02/25 15:39:21","00:13:48","POR_001","236","General Single","none(none)","FINISHED","none"
