"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"4730","2021/05/27 04:05:13","2021/05/27 04:13:18","00:09:21","TWN_002E","4726","General Single","none(none)","FINISHED","none"
"4772","2021/05/27 05:15:52","2021/05/27 05:25:57","00:10:08","TWN_002E","4768","General Single","none(none)","FINISHED","none"
"4913","2021/05/27 13:37:54","2021/05/27 13:48:00","00:11:23","TWN_002E","4909","General Single","none(none)","FINISHED","none"
"4929","2021/05/27 16:32:07","2021/05/27 16:42:12","00:11:34","TWN_002E","4925","General Single","none(none)","FINISHED","none"
"4944","2021/05/28 02:58:13","2021/05/28 03:08:22","00:11:44","TWN_002E","4940","General Single","none(none)","FINISHED","none"
"4856","2021/05/27 07:24:16","2021/05/27 07:38:34","00:14:39","TWN_002E","4852","General Multiple","none(none)","FINISHED","none"
"4927","2021/05/27 16:15:39","2021/05/27 16:31:45","00:16:32","TWN_002E","4923","General Single","none(none)","FINISHED","none"
"5053","2021/05/29 15:55:32","2021/05/29 16:11:41","00:16:35","TWN_002E","5049","General Single","none(none)","FINISHED","none"
"4879","2021/05/27 09:02:36","2021/05/27 09:18:44","00:17:23","TWN_002E","4875","General Single","none(none)","FINISHED","none"
"4831","2021/05/27 07:01:16","2021/05/27 07:19:22","00:18:54","TWN_002E","4827","General Single","none(none)","FINISHED","none"
"4872","2021/05/27 08:56:26","2021/05/27 09:14:32","00:19:11","TWN_002E","4868","General Multiple","none(none)","FINISHED","none"
"4718","2021/05/27 02:41:02","2021/05/27 03:07:09","00:27:36","TWN_002E","4714","General Single","none(none)","FINISHED","none"
