"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"22","2021/01/23 00:47:49","2021/01/23 00:55:52","00:09:10","USA_033","51","General Multiple","none(none)","FINISHED","none"
"24","2021/01/23 00:59:54","2021/01/23 01:05:57","00:07:30","USA_033","53","General Multiple","none(none)","FINISHED","none"
"26","2021/01/23 01:08:07","2021/01/23 01:16:09","00:09:34","USA_033","55","General Multiple","none(none)","FINISHED","none"
"39","2021/01/26 08:21:53","2021/01/26 08:27:56","00:06:07","USA_033","68","General Multiple","none(none)","FINISHED","none"
"47","2021/01/28 21:18:44","2021/01/28 21:24:48","00:06:55","USA_033","76","General Single","none(none)","FINISHED","none"
"75","2021/02/09 15:32:22","2021/02/09 15:42:26","00:11:16","USA_033","104","General Multiple","none(none)","FINISHED","none"
"79","2021/02/09 16:03:50","2021/02/09 16:13:53","00:11:11","USA_033","108","General Multiple","none(none)","FINISHED","none"
"1169","2021/03/23 15:17:49","2021/03/23 15:25:52","00:09:45","USA_033","1175","General Multiple","none(none)","FINISHED","none"
"1453","2021/03/27 18:02:03","2021/03/27 18:14:13","00:13:25","USA_033","1458","General Multiple","none(none)","FINISHED","none"
"1454","2021/03/27 18:03:14","2021/03/27 18:19:18","00:16:15","USA_033","1459","General Multiple","none(none)","FINISHED","none"
"1456","2021/03/27 18:34:26","2021/03/27 18:46:30","00:12:39","USA_033","1461","General Multiple","none(none)","FINISHED","none"
"1500","2021/03/28 19:31:25","2021/03/28 19:41:28","00:10:24","USA_033","1505","General Multiple","none(none)","FINISHED","none"
"1715","2021/04/10 19:25:00","2021/04/10 19:37:03","00:12:49","USA_033","1718","General Multiple","none(none)","FINISHED","none"
"1716","2021/04/10 20:05:58","2021/04/10 20:16:01","00:11:03","USA_033","1719","General Multiple","none(none)","FINISHED","none"
"1789","2021/04/13 18:31:05","2021/04/13 18:39:07","00:09:04","USA_033","1788","General Multiple","none(none)","FINISHED","none"
"1792","2021/04/13 21:02:02","2021/04/13 21:14:05","00:12:35","USA_033","1791","General Multiple","none(none)","FINISHED","none"
"1793","2021/04/13 21:31:11","2021/04/13 21:39:14","00:09:42","USA_033","1792","General Multiple","none(none)","FINISHED","none"
"1794","2021/04/13 21:31:24","2021/04/13 21:41:28","00:11:06","USA_033","1793","General Multiple","none(none)","FINISHED","none"
"2359","2021/04/17 19:32:26","2021/04/17 19:44:28","00:13:38","USA_033","2353","General Multiple","none(none)","FINISHED","none"
"2662","2021/04/20 22:30:53","2021/04/20 22:40:56","00:11:30","USA_033","2656","General Multiple","none(none)","FINISHED","none"
"2665","2021/04/20 22:31:43","2021/04/20 22:41:45","00:11:14","USA_033","2659","General Multiple","none(none)","FINISHED","none"
"2666","2021/04/20 22:31:55","2021/04/20 22:43:59","00:13:26","USA_033","2660","General Multiple","none(none)","FINISHED","none"
"2668","2021/04/20 22:33:18","2021/04/20 22:43:21","00:10:15","USA_033","2662","General Multiple","none(none)","FINISHED","none"
"2669","2021/04/20 22:34:23","2021/04/20 22:42:25","00:09:55","USA_033","2663","General Multiple","none(none)","FINISHED","none"
"2673","2021/04/20 23:05:52","2021/04/20 23:19:57","00:14:52","USA_033","2667","General Multiple","none(none)","FINISHED","none"
"2676","2021/04/20 23:09:59","2021/04/20 23:22:03","00:12:48","USA_033","2670","General Multiple","none(none)","FINISHED","none"
"2678","2021/04/20 23:30:12","2021/04/20 23:38:15","00:09:25","USA_033","2672","General Multiple","none(none)","FINISHED","none"
"2680","2021/04/20 23:36:09","2021/04/20 23:48:12","00:12:30","USA_033","2674","General Multiple","none(none)","FINISHED","none"
"2683","2021/04/20 23:51:42","2021/04/20 23:57:44","00:07:23","USA_033","2677","General Multiple","none(none)","FINISHED","none"
"2815","2021/04/22 21:01:03","2021/04/22 21:09:05","00:09:22","USA_033","2808","General Multiple","none(none)","FINISHED","none"
"2816","2021/04/22 21:01:24","2021/04/22 21:11:27","00:10:25","USA_033","2809","General Multiple","none(none)","FINISHED","none"
"2817","2021/04/22 21:01:55","2021/04/22 21:13:58","00:12:58","USA_033","2810","General Multiple","none(none)","FINISHED","none"
"2818","2021/04/22 21:02:01","2021/04/22 21:12:04","00:10:39","USA_033","2811","General Multiple","none(none)","FINISHED","none"
