"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HUN","correct_Target_response_Prac","correct_Welcome_PP_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","6447","V","V","PP_LIST2.csv","broomV.jpg","broomV.jpg","66.6666666667","66.6666666667","1166.16666667","1166.16666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","0","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","0","0","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","696","NA","NA","696","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","55981","48837","23443","50849","56484","55980","12623","55875","56485","57183","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","57683","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","8","13994","12","yes","1024"
"Y","6447","H","H","PP_LIST2.csv","tireH.jpg","tireH.jpg","69.2307692308","69.2307692308","1126.07692308","1126.07692308","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","10","0","0","1","1","0","0","1","1","1","1","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","1","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","1","1","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","645","NA","NA","645","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","57912","48837","23443","50849","58415","57911","12623","55875","58416","59064","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","59564","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","9","14639","13","yes","1024"
"F","6447","F","F","PP_LIST2.csv","nut.jpg","watch.jpg","71.4285714286","71.4285714286","1093.42857143","1093.42857143","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","10","0","0","2","2","0","0","2","2","2","2","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","2","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","2","2","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","669","NA","NA","669","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","59713","48837","23443","50849","60215","59711","12623","55875","60216","60888","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","61388","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","10","15308","14","yes","1024"
"N","6447","H","V","PP_LIST2.csv","clothespinH.jpg","clothespinV.jpg","73.3333333333","73.3333333333","1065.66666667","1065.66666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","10","0","0","3","3","0","0","3","3","3","3","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","3","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","3","3","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","677","NA","NA","677","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","61546","48837","23443","50849","62048","61544","12623","55875","62049","62728","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","63228","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","11","15985","15","yes","1024"
"N","6447","V","H","PP_LIST2.csv","glassV.jpg","glassH.jpg","75","75","1041.3125","1041.3125","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","10","0","0","4","4","0","0","4","4","4","4","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","4","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","4","4","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","676","NA","NA","676","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","63378","48837","23443","50849","63880","63376","12623","55875","63881","64559","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","65059","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","12","16661","16","yes","1024"
"N","6447","V","H","PP_LIST2.csv","keyV.jpg","keyH.jpg","76.4705882353","76.4705882353","1019","1019","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","10","0","0","5","5","0","0","5","5","5","5","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","5","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","5","5","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","662","NA","NA","662","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","65216","48837","23443","50849","65718","65214","12623","55875","65719","66384","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","66884","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","13","17323","17","yes","1024"
"N","6447","V","H","PP_LIST2.csv","ironV.jpg","ironH.jpg","77.7777777778","77.7777777778","1007.33333333","1007.33333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","10","0","0","6","6","0","0","6","6","6","6","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","6","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","6","6","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","809","NA","NA","809","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","67029","48837","23443","50849","67531","67027","12623","55875","67532","68344","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","68844","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","14","18132","18","yes","1024"
"F","6447","F","F","PP_LIST2.csv","sutcse.jpg","pumpkin.jpg","78.9473684211","78.9473684211","986.368421053","986.368421053","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","10","0","0","7","7","0","0","7","7","7","7","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","7","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","7","7","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","609","NA","NA","609","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","68981","48837","23443","50849","69483","68979","12623","55875","69484","70095","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","70595","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","15","18741","19","yes","1024"
"F","6447","F","F","PP_LIST2.csv","skirt.jpg","tlphon.jpg","80","80","965.3","965.3","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","10","0","0","8","8","0","0","8","8","8","8","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","8","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","8","8","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","565","NA","NA","565","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","70745","48837","23443","50849","71247","70743","12623","55875","71248","71815","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","72315","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","16","19306","20","yes","1024"
"F","6447","F","F","PP_LIST2.csv","ladder.jpg","house.jpg","80.9523809524","80.9523809524","950.714285714","950.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","10","0","0","9","9","0","0","9","9","9","9","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","9","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","9","9","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","659","NA","NA","659","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","72467","48837","23443","50849","72969","72465","12623","55875","72970","73632","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","74132","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","17","19965","21","yes","1024"
"F","6447","F","F","PP_LIST2.csv","house.jpg","ring.jpg","81.8181818182","81.8181818182","938.636363636","938.636363636","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","10","0","10","10","0","0","10","10","0","0","10","10","10","10","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","10","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","10","10","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","685","NA","NA","685","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","74265","48837","23443","50849","74767","74263","12623","55875","74768","75455","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","75955","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","18","20650","22","yes","1024"
"N","6447","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","82.6086956522","82.6086956522","923.956521739","923.956521739","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","11","0","11","10","0","0","11","11","0","0","11","11","11","11","0","10","4","10","4","4","0","0","0","0","0","0","0","0","0","10","10","10","10","10","11","0","0","0","0","0","0","0","0","10/07/19 17:26:10","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","11","11","5","5","PP-141.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","601","NA","NA","601","NA","NA","5010","NA","NA","NA","NA","NA","962","NA","NA","10805","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","141","odd","no","no","NA","12623","1484","1486","9934","12609","12609","NA","NA","55875","76117","48837","23443","50849","76619","76115","12623","55875","76620","77224","NA","NA","23443","50804","39033","48835","39033","39033","23443","NA","NA","50851","NA","NA","NA","NA","NA","49339","49340","50304","38495","37992","77724","NA","NA","12625","NA","NA","NA","NA","NA","Orientation_PSA2018","19","21251","23","yes","1024"
