"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HUN","correct_Target_response_Prac","correct_Welcome_PP_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","6447","F","F","PP_LIST3.csv","knife.jpg","ladder.jpg","87.5","87.5","1045.25","1045.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","0","0","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1195","NA","NA","1195","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","93662","88869","75167","90508","94164","93659","50365","93558","94165","95363","NA","NA","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","95863","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","7","8362","8","yes","1024"
"N","6447","V","H","PP_LIST3.csv","flashV.jpg","flashH.jpg","77.7777777778","77.7777777778","1123.33333333","1123.33333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","1","1","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1748","NA","NA","1748","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","96046","88869","75167","90508","96548","96044","50365","93558","96549","95363","98803","98300","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","99303","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","7","10110","9","yes","1024"
"F","6447","F","F","PP_LIST3.csv","nut.jpg","watch.jpg","80","80","1111.4","1111.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","2","2","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1004","NA","NA","1004","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","99446","88869","75167","90508","99948","99444","50365","93558","99949","100955","98803","98300","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","101456","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","8","11114","10","yes","1024"
"F","6447","F","F","PP_LIST3.csv","trmpet.jpg","tapedispenser.jpg","81.8181818182","81.8181818182","1067.54545455","1067.54545455","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","3","3","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","629","NA","NA","629","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","101605","88869","75167","90508","102107","101603","50365","93558","102108","102740","98803","98300","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","103240","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","9","11743","11","yes","1024"
"Y","6447","H","H","PP_LIST3.csv","nailH.jpg","nailH.jpg","83.3333333333","83.3333333333","1073.41666667","1073.41666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","4","4","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1138","NA","NA","1138","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","103368","88869","75167","90508","103870","103366","50365","93558","103871","105011","98803","98300","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","105511","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","10","12881","12","yes","1024"
"F","6447","F","F","PP_LIST3.csv","piano.jpg","sutcse.jpg","76.9230769231","76.9230769231","1048.46153846","1048.46153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","5","5","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","749","NA","NA","749","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","105653","88869","75167","90508","106155","105650","50365","93558","106156","105011","98803","106907","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","107407","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","10","13630","13","yes","1024"
"F","6447","F","F","PP_LIST3.csv","ladder.jpg","house.jpg","78.5714285714","78.5714285714","1048.57142857","1048.57142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","6","6","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1050","NA","NA","1050","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","107552","88869","75167","90508","108054","107550","50365","93558","108055","109108","98803","106907","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","109608","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","11","14680","14","yes","1024"
"Y","6447","V","V","PP_LIST3.csv","tireV.jpg","tireV.jpg","80","80","1053.06666667","1053.06666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","7","7","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1116","NA","NA","1116","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","109749","88869","75167","90508","110251","109747","50365","93558","110252","111371","98803","106907","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","111871","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","12","15796","15","yes","1024"
"Y","6447","V","V","PP_LIST3.csv","penV.jpg","penV.jpg","81.25","81.25","1068.8125","1068.8125","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","8","8","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","1305","NA","NA","1305","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","112001","88869","75167","90508","112503","111999","50365","93558","112504","113811","98803","106907","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","114311","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","13","17101","16","yes","1024"
"F","6447","F","F","PP_LIST3.csv","tapedispenser.jpg","wrench.jpg","82.3529411765","82.3529411765","1061.35294118","1061.35294118","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","10/07/19 18:50:27","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","no","768","yes","legacy","9","9","2","5","PP-136.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","942","NA","NA","942","NA","NA","3034","NA","NA","NA","NA","NA","589","NA","NA","24787","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","136","even","no","no","NA","50364","1245","1245","47242","50350","50350","NA","NA","93558","114476","88869","75167","90508","114978","114474","50365","93558","114979","115923","98803","106907","75167","90463","78803","88867","78803","78803","75167","NA","NA","90511","NA","NA","NA","NA","NA","89371","89372","89963","78269","77766","116423","NA","NA","50367","NA","NA","NA","NA","NA","Orientation_PSA2018","14","18043","17","yes","1024"
