"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HUN","correct_Target_response_Prac","correct_Welcome_PP_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","6447","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","75","75","830.875","830.875","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","0","0","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","623","NA","NA","623","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","46117","40823","28231","42453","46619","46115","7301","46016","46620","NA","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","47745","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","6","6647","8","yes","1024"
"Y","6447","V","V","PP_LIST1.csv","flashV.jpg","flashV.jpg","77.7777777778","77.7777777778","810.555555556","810.555555556","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","6","0","0","1","1","0","0","1","1","1","1","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","1","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","1","1","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","648","NA","NA","648","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","47907","40823","28231","42453","48410","47904","7301","46016","48411","49061","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","49561","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","7","7295","9","yes","1024"
"F","6447","F","F","PP_LIST1.csv","nut.jpg","watch.jpg","80","80","785.7","785.7","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","6","0","0","2","2","0","0","2","2","2","2","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","2","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","2","2","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","562","NA","NA","562","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","49706","40823","28231","42453","50208","49704","7301","46016","50209","50773","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","51273","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","8","7857","10","yes","1024"
"F","6447","F","F","PP_LIST1.csv","trmpet.jpg","tapedispenser.jpg","81.8181818182","81.8181818182","765","765","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","6","0","0","3","3","0","0","3","3","3","3","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","3","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","3","3","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","558","NA","NA","558","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","51422","40823","28231","42453","51925","51420","7301","46016","51925","52485","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","52985","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","9","8415","11","yes","1024"
"N","6447","H","V","PP_LIST1.csv","nailH.jpg","nailV.jpg","83.3333333333","83.3333333333","753.083333333","753.083333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","6","0","0","4","4","0","0","4","4","4","4","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","4","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","4","4","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","622","NA","NA","622","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","53125","40823","28231","42453","53628","53123","7301","46016","53629","54253","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","54753","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","10","9037","12","yes","1024"
"F","6447","F","F","PP_LIST1.csv","piano.jpg","sutcse.jpg","84.6153846154","84.6153846154","745.692307692","745.692307692","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","6","0","0","5","5","0","0","5","5","5","5","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","5","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","5","5","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","657","NA","NA","657","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","54899","40823","28231","42453","55401","54897","7301","46016","55402","56061","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","56561","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","11","9694","13","yes","1024"
"F","6447","F","F","PP_LIST1.csv","ladder.jpg","house.jpg","85.7142857143","85.7142857143","739.285714286","739.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","6","6","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","656","NA","NA","656","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","56788","40823","28231","42453","57291","56786","7301","46016","57291","57949","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","58449","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","12","10350","14","yes","1024"
"N","6447","V","H","PP_LIST1.csv","tireV.jpg","tireH.jpg","86.6666666667","86.6666666667","724.533333333","724.533333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","6","0","0","7","7","0","0","7","7","7","7","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","7","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","7","7","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","518","NA","NA","518","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","58598","40823","28231","42453","59100","58596","7301","46016","59101","59621","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","60121","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","13","10868","15","yes","1024"
"N","6447","V","H","PP_LIST1.csv","penV.jpg","penH.jpg","87.5","87.5","724.25","724.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","6","0","0","8","8","0","0","8","8","8","8","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","8","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","8","8","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","720","NA","NA","720","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","60267","40823","28231","42453","60769","60265","7301","46016","60770","61493","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","61993","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","14","11588","16","yes","1024"
"F","6447","F","F","PP_LIST1.csv","tapedispenser.jpg","wrench.jpg","88.2352941176","88.2352941176","718.470588235","718.470588235","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","6","0","0","9","9","0","0","9","9","9","9","0","6","1","6","1","1","0","0","0","0","0","0","0","0","0","6","6","6","6","6","9","0","0","0","0","0","0","0","0","10/02/19 16:32:57","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","9","9","2","5","PP-22.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","626","NA","NA","626","NA","NA","3548","NA","NA","NA","NA","NA","580","NA","NA","20915","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","22","even","no","no","NA","7301","1485","1486","5091","7287","7287","NA","NA","46016","62138","40823","28231","42453","62640","62136","7301","46016","62641","63269","NA","47245","28231","42409","31874","40822","31875","31874","28231","NA","NA","42455","NA","NA","NA","NA","NA","41326","41327","41909","31337","30834","63769","NA","NA","7303","NA","NA","NA","NA","NA","Orientation_PSA2018","15","12214","17","yes","1024"
