"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HUN","correct_Target_response_Prac","correct_Welcome_PP_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","6447","F","F","PP_LIST1.csv","trmpet.jpg","tapedispenser.jpg","78.5714285714","78.5714285714","1123.21428571","1123.21428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","0","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","0","0","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","1543","NA","NA","1543","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","98918","82554","54568","84497","99420","98916","21239","98817","99421","100966","101469","NA","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","101969","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","11","15725","14","yes","1024"
"F","6447","F","F","PP_LIST1.csv","umberella.jpg","flower.jpg","80","80","1102","1102","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","12","0","0","1","1","0","0","1","1","1","1","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","1","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","1","1","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","805","NA","NA","805","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","102160","82554","54568","84497","102662","102158","21239","98817","102663","103470","101469","NA","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","103970","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","12","16530","15","yes","1024"
"F","6447","F","F","PP_LIST1.csv","stove.jpg","ftball.jpg","81.25","81.25","1070.625","1070.625","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","12","0","0","2","2","0","0","2","2","2","2","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","2","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","2","2","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","600","NA","NA","600","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","104116","82554","54568","84497","104618","104114","21239","98817","104619","105221","101469","NA","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","105721","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","13","17130","16","yes","1024"
"F","6447","F","F","PP_LIST1.csv","watch.jpg","skirt.jpg","82.3529411765","82.3529411765","1045.58823529","1045.58823529","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","12","0","0","3","3","0","0","3","3","3","3","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","3","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","3","3","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","645","NA","NA","645","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","105863","82554","54568","84497","106365","105861","21239","98817","106366","107014","101469","NA","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","107514","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","14","17775","17","yes","1024"
"N","6447","H","V","PP_LIST1.csv","guitarH.jpg","guitarV.jpg","77.7777777778","77.7777777778","1098.61111111","1098.61111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","12","0","0","4","4","0","0","4","4","4","4","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","4","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","4","4","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","None","NA","NA","None","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","2000","NA","NA","2000","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","107689","82554","54568","84497","108192","107687","21239","98817","108193","107014","110698","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","111198","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","14","19775","18","yes","1024"
"Y","6447","V","V","PP_LIST1.csv","clothespinV.jpg","clothespinV.jpg","78.9473684211","78.9473684211","1136.10526316","1136.10526316","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","12","0","0","5","5","0","0","5","5","5","5","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","5","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","5","5","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","1811","NA","NA","1811","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","111361","82554","54568","84497","111863","111359","21239","98817","111864","113677","114180","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","114680","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","15","21586","19","yes","1024"
"F","6447","F","F","PP_LIST1.csv","tapedispenser.jpg","wrench.jpg","80","80","1118.3","1118.3","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","12","0","0","6","6","0","0","6","6","6","6","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","6","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","6","6","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","780","NA","NA","780","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","114824","82554","54568","84497","115326","114822","21239","98817","115327","116109","114180","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","116609","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","16","22366","20","yes","1024"
"F","6447","F","F","PP_LIST1.csv","ftball.jpg","nut.jpg","80.9523809524","80.9523809524","1109","1109","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","12","0","0","7","7","0","0","7","7","7","7","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","7","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","7","7","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","923","NA","NA","923","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","116786","82554","54568","84497","117288","116784","21239","98817","117289","118215","114180","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","118715","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","17","23289","21","yes","1024"
"N","6447","V","H","PP_LIST1.csv","plateV.jpg","plateH.jpg","81.8181818182","81.8181818182","1099.36363636","1099.36363636","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","12","0","0","8","8","0","0","8","8","8","8","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","8","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","8","8","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","J","NA","NA","J","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","897","NA","NA","897","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","118883","82554","54568","84497","119385","118881","21239","98817","119386","120285","114180","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","120785","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","18","24186","22","yes","1024"
"F","6447","F","F","PP_LIST1.csv","knife.jpg","ladder.jpg","82.6086956522","82.6086956522","1086.43478261","1086.43478261","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","12","0","0","9","9","0","0","9","9","9","9","0","12","3","12","3","3","0","0","0","0","0","0","0","0","0","12","12","12","12","12","9","0","0","0","0","0","0","0","0","10/07/19 15:08:18","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","9","9","4","5","SP-139.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","F","NA","NA","F","NA","NA","space","NA","NA","NA","NA","NA","F","NA","NA","J","NA","NA","NA","NA","NA","802","NA","NA","802","NA","NA","14304","NA","NA","NA","NA","NA","891","NA","NA","33313","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","139","odd","no","no","NA","21239","1547","1548","13772","21217","21217","NA","NA","98817","120938","82554","54568","84497","121440","120936","21239","98817","121441","122246","114180","110195","54568","84450","72942","82552","72942","72942","54568","NA","NA","84499","NA","NA","NA","NA","NA","83056","83057","83950","70813","72406","122746","NA","NA","21242","NA","NA","NA","NA","NA","Orientation_PSA2018","19","24988","23","yes","1024"
