"ID","N","BF"
1,1,1
2,1,1
3,3,1.53831577498028
4,4,0.673620002559633
6,5,0.460675850864642
10,6,0.65978535921211
11,7,0.946721865319018
13,8,0.460326281353056
15,9,0.567868498992222
17,10,0.447921185559096
20,11,0.315769037302776
23,12,0.272672914318188
25,13,0.22023498123281
26,14,0.208105057393852
27,15,0.203533649460627
28,16,0.176945684994186
29,17,0.161887483537219
30,18,0.175468990027356
31,19,0.185200103216299
32,20,0.150285862554856
35,21,0.140202890655375
37,22,0.135449171073417
38,23,0.122844151873835
39,24,0.126391986325948
40,25,0.130907170799291
41,26,0.121929539606329
42,27,0.111375109689147
47,28,0.111259827766749
49,29,0.109051697927095
50,30,0.101467779520539
55,31,0.113393817005821
