"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SC","correct_Target_response_Prac","correct_Welcome_PP_SC","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"F","5316","F","F","PP_LIST1.csv","sutcse.jpg","pumpkin.jpg","90","90","601.8","601.8","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","0","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","0","0","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","578","NA","NA","578","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","37073","31875","17918","33465","37574","37070","9074","36948","37576","38158","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","38658","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","9","6018","10","yes","1024"
"Y","5316","H","H","PP_LIST1.csv","axeH.jpg","axeH.jpg","90.9090909091","90.9090909091","597","597","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","8","0","0","1","1","0","0","1","1","1","1","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","1","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","1","1","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","549","NA","NA","549","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","38864","31875","17918","33465","39365","38861","9074","36948","39366","39917","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","40417","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","10","6567","11","yes","1024"
"N","5316","H","V","PP_LIST1.csv","guitarH.jpg","guitarV.jpg","91.6666666667","91.6666666667","599","599","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","8","0","0","2","2","0","0","2","2","2","2","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","2","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","2","2","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","621","NA","NA","621","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","40593","31875","17918","33465","41094","40591","9074","36948","41095","41718","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","42218","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","11","7188","12","yes","1024"
"Y","5316","V","V","PP_LIST1.csv","clothespinV.jpg","clothespinV.jpg","92.3076923077","92.3076923077","594.307692308","594.307692308","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","8","0","0","3","3","0","0","3","3","3","3","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","3","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","3","3","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","538","NA","NA","538","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","42399","31875","17918","33465","42901","42397","9074","36948","42903","43443","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","43944","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","12","7726","13","yes","1024"
"F","5316","F","F","PP_LIST1.csv","tiger.jpg","wndmil.jpg","92.8571428571","92.8571428571","589.357142857","589.357142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","4","0","4","8","0","0","4","4","0","0","4","4","4","4","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","4","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","4","4","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","525","NA","NA","525","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","44102","31875","17918","33465","44604","44099","9074","36948","44607","45134","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","45635","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","13","8251","14","yes","1024"
"N","5316","V","H","PP_LIST1.csv","penV.jpg","penH.jpg","93.3333333333","93.3333333333","584.133333333","584.133333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","8","0","0","5","5","0","0","5","5","5","5","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","5","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","5","5","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","511","NA","NA","511","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","45850","31875","17918","33465","46354","45848","9074","36948","46354","46867","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","47367","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","14","8762","15","yes","1024"
"Y","5316","V","V","PP_LIST1.csv","caterpillarV.jpg","caterpillarV.jpg","93.75","93.75","577.375","577.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","8","0","0","6","6","0","0","6","6","6","6","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","6","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","6","6","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","476","NA","NA","476","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","47595","31875","17918","33465","48098","47592","9074","36948","48098","48576","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","49076","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","15","9238","16","yes","1024"
"N","5316","H","V","PP_LIST1.csv","pencilH.jpg","pencilV.jpg","94.1176470588","94.1176470588","574.470588235","574.470588235","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","8","0","0","7","7","0","0","7","7","7","7","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","7","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","7","7","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","528","NA","NA","528","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","49251","31875","17918","33465","49752","49248","9074","36948","49752","50282","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","50782","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","16","9766","17","yes","1024"
"N","5316","H","V","PP_LIST1.csv","nailH.jpg","nailV.jpg","94.4444444444","94.4444444444","571.277777778","571.277777778","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","8","0","0","8","8","0","0","8","8","8","8","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","8","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","8","8","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","517","NA","NA","517","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","50961","31875","17918","33465","51463","50959","9074","36948","51463","51983","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","52483","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","17","10283","18","yes","1024"
"F","5316","F","F","PP_LIST1.csv","ladder.jpg","house.jpg","94.7368421053","94.7368421053","567.473684211","567.473684211","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","8","0","0","9","9","0","0","9","9","9","9","0","8","1","8","1","1","0","0","0","0","0","0","0","0","0","8","8","8","8","8","9","0","0","0","0","0","0","0","0","12/12/19 22:21:15","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","简体中文","yes","768","no","legacy","9","9","2","5","C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-31-2.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","space","NA","NA","j","NA","NA","NA","NA","NA","space","NA","NA","499","NA","NA","499","NA","NA","NA","NA","NA","3468","NA","NA","547","NA","NA","NA","NA","NA","8831","NA","NA","2","legacy","yes","1024","2","48000","-16","EXP","31","odd","no","no","NA","9074","4564","4571","7437","9051","9050","NA","NA","36947","52652","31875","17918","33465","53153","52648","9074","36948","53154","53656","NA","NA","17919","33426","23454","31872","23454","23453","17919","NA","NA","NA","NA","NA","33467","NA","NA","32377","32377","32926","NA","22881","54156","NA","NA","NA","NA","NA","9076","NA","NA","Orientation_PSA2018","18","10782","19","yes","1024"
