"ID","N","BF"
1,1,1
2,1,1
3,3,0.376907369815004
4,4,0.448713109400281
5,5,0.439030338185909
6,6,0.309767820608773
7,7,0.259543401535002
8,8,0.213217022911562
9,9,0.438706409765509
10,10,0.574690541642945
11,11,0.497983503502388
12,12,0.454795836626759
13,13,0.540129006757602
14,14,0.537092984072584
15,15,0.648292954300212
16,16,0.918874991272821
17,17,0.833326256689706
18,18,0.893310064962268
19,19,0.819508478697707
20,20,0.929528783489648
21,21,0.657518367782605
22,22,0.593838843529573
23,23,0.552927987699522
24,24,0.555328773237596
25,25,0.634388577512157
26,26,0.353143016552373
27,27,0.24214122707644
28,28,0.222336769859093
29,29,0.228965369925057
30,30,0.249659946954069
31,31,0.242366850669756
32,32,0.232072922418822
33,33,0.22095041839646
34,34,0.189310209903925
35,35,0.175957627460718
36,36,0.172315652677974
37,37,0.154980039161979
38,38,0.163986650445829
39,39,0.162928896520526
40,40,0.168402695173643
41,41,0.17416424832426
42,42,0.185341844094295
43,43,0.184791455005775
44,44,0.1800352784152
45,45,0.175011073007898
46,46,0.202456323678121
47,47,0.19776131641013
48,48,0.203134363699366
49,49,0.204239999425548
50,50,0.223856662861978
