"ID","N","BF"
1,1,1
2,1,1
3,3,0.261545012551146
4,4,0.21946563217335
5,5,0.190972331438765
6,6,0.15992922962885
7,7,0.177586269495243
8,8,0.222118320340217
9,9,0.222589115035707
10,10,0.291337723786943
11,11,0.255857764456157
12,12,0.200122352002907
13,13,0.157643676857867
14,14,0.133087922641023
15,15,0.112637508639733
16,16,0.0987213380881051
17,17,0.114181960112065
18,18,0.110149700156712
19,19,0.107296438405937
20,20,0.144226613501859
21,21,0.140985258309642
22,22,0.149906014660271
23,23,0.135479851196921
24,24,0.153788773334957
25,25,0.139139517248085
26,26,0.135979359511014
27,27,0.114823290545358
28,28,0.105225043024012
29,29,0.112242327843407
30,30,0.114166149740435
31,31,0.11331108424956
32,32,0.0995581813616696
33,33,0.107477645019244
34,34,0.101504963024356
35,35,0.102356324178538
36,36,0.0967360977633121
37,37,0.0899600512905442
38,38,0.0838741580189284
39,39,0.0845566433681797
40,40,0.0934413793311212
41,41,0.104975808448407
42,42,0.116744892089283
43,43,0.127222789047645
44,44,0.131473568494541
45,45,0.119845151120698
46,46,0.123730726200727
47,47,0.119449111279897
48,48,0.113562859796928
49,49,0.106403360161136
50,50,0.105428812123078
