"Result ID","Start Time ","Last Seen ","Duration ","Batch","Worker ID ","Worker Type ","MTurk Worker ID (Confirmation Code) ","State ","Message "
"2857","2021/04/23 09:53:01","2021/04/23 10:01:05","00:09:20","SRB_002B","2851","General Single","none(none)","FINISHED","none"
"2403","2021/04/18 09:59:48","2021/04/18 10:09:49","00:10:34","SRB_002B","2397","General Single","none(none)","FINISHED","none"
"2508","2021/04/19 11:34:35","2021/04/19 11:44:37","00:11:24","SRB_002B","2502","General Single","none(none)","FINISHED","none"
"2632","2021/04/20 10:55:28","2021/04/20 11:05:31","00:11:30","SRB_002B","2626","General Single","none(none)","FINISHED","none"
"2436","2021/04/18 18:44:37","2021/04/18 18:54:44","00:12:03","SRB_002B","2430","General Single","none(none)","FINISHED","none"
"2475","2021/04/19 07:29:08","2021/04/19 07:41:10","00:12:06","SRB_002B","2469","General Single","none(none)","FINISHED","none"
"2539","2021/04/19 14:43:29","2021/04/19 14:55:30","00:13:03","SRB_002B","2533","General Single","none(none)","FINISHED","none"
"2399","2021/04/18 09:06:23","2021/04/18 09:18:26","00:13:04","SRB_002B","2393","General Single","none(none)","FINISHED","none"
"2493","2021/04/19 10:10:26","2021/04/19 10:22:29","00:13:11","SRB_002B","2487","General Single","none(none)","FINISHED","none"
"2587","2021/04/19 19:47:10","2021/04/19 19:59:12","00:13:22","SRB_002B","2581","General Single","none(none)","FINISHED","none"
"2829","2021/04/23 07:05:37","2021/04/23 07:17:39","00:13:28","SRB_002B","2822","General Single","none(none)","FINISHED","none"
"2785","2021/04/22 11:44:42","2021/04/22 11:56:43","00:13:50","SRB_002B","2778","General Single","none(none)","FINISHED","none"
"2870","2021/04/23 11:16:39","2021/04/23 11:28:42","00:13:56","SRB_002B","2864","General Single","none(none)","FINISHED","none"
"2474","2021/04/19 07:23:58","2021/04/19 07:37:59","00:14:10","SRB_002B","2468","General Single","none(none)","FINISHED","none"
"2758","2021/04/22 09:02:15","2021/04/22 09:16:16","00:14:27","SRB_002B","2751","General Single","none(none)","FINISHED","none"
"2504","2021/04/19 11:14:51","2021/04/19 11:28:54","00:14:30","SRB_002B","2498","General Single","none(none)","FINISHED","none"
"2875","2021/04/23 13:47:36","2021/04/23 14:01:45","00:14:31","SRB_002B","2869","General Single","none(none)","FINISHED","none"
"2484","2021/04/19 08:51:51","2021/04/19 09:05:53","00:14:44","SRB_002B","2478","General Single","none(none)","FINISHED","none"
"2602","2021/04/19 21:24:11","2021/04/19 21:38:23","00:14:56","SRB_002B","2596","General Single","none(none)","FINISHED","none"
"2854","2021/04/23 09:40:32","2021/04/23 09:55:13","00:14:56","SRB_002B","2848","General Single","none(none)","FINISHED","none"
"2826","2021/04/22 23:40:28","2021/04/22 23:54:33","00:14:59","SRB_002B","2819","General Single","none(none)","FINISHED","none"
